"","X1_test","X2_test","Y_test"
"210",180,2,3
"211",229,2,4
"212",547,2,3
"213",1997,2,4
"214",2468,2,5
"215",324,2,4
"216",91,2,4
"217",2889,2,1
"218",1954,2,4
"219",129,2,1
"220",311,2,4
"221",1764,2,4
"222",440,2,4
"223",2303,2,4
"224",2553,2,4
"225",749,2,4
"226",2789,2,3
"227",235,2,3
"228",2568,2,5
"229",1656,2,4
"230",840,2,3
"231",2107,2,5
"232",2840,2,4
"233",2486,2,3
"234",2021,2,3
"235",2778,2,4
"236",1005,2,4
"237",1712,2,4
"238",2972,2,5
"239",1353,2,4
"240",86,2,4
"241",1182,2,5
"242",1303,2,5
"243",2955,2,5
"244",2590,2,3
"245",1568,2,3
"246",2577,2,3
"247",1957,2,4
"248",2643,2,3
"249",2573,2,4
"250",247,2,5
"251",2710,2,4
"252",2750,2,4
"253",2137,2,4
"254",857,2,5
"255",2629,2,4
"256",2818,2,3
"257",656,2,5
"258",733,2,4
"259",31,2,4
"260",1230,2,5
"261",1404,2,3
"262",1167,2,4
"263",1217,2,4
"264",1170,2,4
"265",12,2,3
"266",1887,2,3
"267",2079,2,3
"268",2139,2,4
"269",2186,2,4
"270",1983,2,5
"271",2754,2,4
"272",905,2,2
"273",994,2,4
"274",1695,2,3
"275",245,2,3
"276",100,2,4
"277",2414,2,3
"278",1439,2,4
"279",2349,2,2
"280",1832,2,4
"281",174,2,3
"282",691,2,4
"283",3,2,2
"284",1544,2,3
"285",1648,2,4
"286",2136,2,5
"287",2111,2,5
"288",255,2,5
"289",1626,2,4
"290",379,2,4
"291",940,2,4
"292",437,2,3
"293",2095,2,5
"294",35,2,3
"295",714,2,4
"296",2779,2,5
"297",930,2,4
"298",33,2,4
"299",567,2,4
"300",239,2,4
"301",1383,2,3
"302",642,2,3
"303",2508,2,4
"304",1597,2,5
"305",2716,2,4
"306",2061,2,3
"307",2204,2,4
"308",793,2,4
"309",2310,2,4
"310",1307,2,3
"311",2290,2,3
"312",827,2,4
"313",2901,2,4
"314",640,2,4
"315",1872,2,3
"316",492,2,4
"317",2248,2,3
"318",2344,2,3
"319",796,2,4
"320",2472,2,1
"321",1935,2,3
"322",685,2,4
"323",270,2,5
"324",1805,2,4
"325",1504,2,3
"326",162,2,4
"327",968,2,5
"328",2954,2,5
"329",762,2,4
"330",2098,2,4
"331",1119,2,4
"332",2364,2,3
"333",1272,2,5
"334",396,2,3
"335",2871,2,4
"336",1830,2,4
"337",1880,2,3
"338",2896,2,4
"339",2706,2,4
"340",2722,2,4
"341",241,2,2
"342",2133,2,4
"343",2844,2,3
"344",1985,2,4
"345",1329,2,3
"346",398,2,4
"347",2505,2,4
"348",2401,2,3
"349",1752,2,3
"350",2147,2,4
"351",1625,2,4
"352",832,2,5
"353",188,2,1
"354",451,2,2
"355",587,2,5
"356",1287,2,2
"357",2734,2,4
"358",69,2,4
"359",2975,2,4
"360",2119,2,5
"361",1308,2,4
"362",639,2,4
"363",1456,2,4
"364",2563,2,4
"365",450,2,4
"366",498,2,2
"367",1235,2,3
"368",1531,2,5
"369",2219,2,5
"370",1139,2,5
"371",2517,2,2
"372",2680,2,4
"373",238,2,5
"374",2527,2,4
"375",1926,2,3
"376",182,2,3
"377",815,2,3
"378",1914,2,3
"379",1121,2,5
"380",2057,2,4
"381",2214,2,4
"382",734,2,4
"383",2434,2,5
"384",1854,2,4
"385",2565,2,3
"386",2054,2,4
"387",1979,2,2
"388",1104,2,5
"389",662,2,5
"390",1117,2,3
"391",1116,2,5
"392",861,2,3
"393",14,2,4
"394",812,2,5
"395",588,2,4
"396",2898,2,4
"397",1600,2,3
"398",1305,2,4
"399",2185,2,4
"400",926,2,3
"401",115,2,5
"402",908,2,2
"403",351,2,4
"404",2983,2,3
"405",494,2,5
"406",719,2,4
"407",1047,2,5
"408",1298,2,3
"409",1485,2,4
"410",899,2,1
"411",1520,2,4
"412",621,2,5
"413",2415,2,3
"414",629,2,4
"415",2548,2,4
"416",456,2,4
"417",1918,2,5
"418",2081,2,3
"419",192,2,4
"420",2162,2,4
"421",1268,2,4
"422",2767,3,4
"423",179,3,5
"424",1677,3,3
"425",677,3,2
"426",359,3,3
"427",703,3,4
"428",1413,3,1
"429",2477,3,2
"430",176,3,3
"431",1011,3,4
"432",2773,3,4
"433",1619,3,3
"434",800,3,3
"435",2686,3,4
"436",506,3,4
"437",2562,3,2
"438",696,3,4
"439",2523,3,4
"440",1767,3,2
"441",1110,3,4
"442",1837,3,4
"443",1484,3,3
"444",1024,3,1
"445",2299,3,3
"446",1186,3,3
"447",346,3,1
"448",561,3,2
"449",2697,3,3
"450",1912,3,4
"451",980,3,5
"452",2198,3,1
"453",1471,3,2
"454",117,3,3
"455",726,3,5
"456",483,3,5
"457",801,3,3
"458",1491,3,2
"459",735,3,3
"460",2789,3,1
"461",1408,3,2
"462",840,3,3
"463",1900,3,4
"464",2021,3,3
"465",1346,3,3
"466",2876,3,3
"467",694,3,4
"468",2,3,2
"469",232,3,2
"470",2577,3,3
"471",992,3,3
"472",585,3,4
"473",952,3,3
"474",748,3,3
"475",552,3,3
"476",1217,3,3
"477",589,3,5
"478",2060,3,3
"479",1051,3,3
"480",774,3,2
"481",2125,3,2
"482",2040,3,3
"483",2390,3,3
"484",33,3,4
"485",579,3,3
"486",640,3,3
"487",1387,3,3
"488",1242,3,2
"489",1234,3,5
"490",360,3,2
"491",2364,3,3
"492",2628,3,5
"493",392,3,3
"494",213,3,2
"495",838,3,3
"496",1338,3,2
"497",1920,3,4
"498",1329,3,3
"499",1639,3,4
"500",284,3,2
"501",436,3,3
"502",389,3,4
"503",1003,3,2
"504",2631,3,3
"505",1831,3,3
"506",2192,3,2
"507",1942,3,4
"508",996,3,4
"509",1176,3,2
"510",1749,3,4
"511",2875,3,3
"512",2499,3,3
"513",1788,3,3
"514",1027,3,3
"515",734,3,4
"516",943,3,3
"517",447,3,3
"518",1480,3,2
"519",2422,3,1
"520",2185,3,4
"521",167,3,3
"522",2498,3,4
"523",109,3,4
"524",1833,3,4
"525",820,3,2
"526",1373,3,5
"527",143,4,3
"528",2261,4,4
"529",508,4,4
"530",2800,4,4
"531",1994,4,4
"532",2718,4,4
"533",2663,4,5
"534",1011,4,5
"535",1993,4,2
"536",1108,4,3
"537",630,4,3
"538",1502,4,5
"539",751,4,5
"540",2348,4,4
"541",1770,4,3
"542",2549,4,3
"543",2990,4,3
"544",101,4,5
"545",636,4,4
"546",103,4,3
"547",1673,4,4
"548",2659,4,4
"549",1440,4,3
"550",879,4,2
"551",1646,4,5
"552",2235,4,4
"553",1961,4,3
"554",1527,4,3
"555",2482,4,3
"556",1484,4,3
"557",825,4,3
"558",2440,4,4
"559",2024,4,5
"560",312,4,4
"561",1050,4,5
"562",1590,4,5
"563",1809,4,3
"564",869,4,4
"565",2490,4,3
"566",775,4,4
"567",982,4,3
"568",2250,4,3
"569",1717,4,4
"570",2559,4,4
"571",2400,4,2
"572",375,4,4
"573",2666,4,4
"574",1971,4,3
"575",321,4,1
"576",976,4,5
"577",1897,4,4
"578",1161,4,4
"579",606,4,5
"580",1363,4,3
"581",591,4,3
"582",156,4,5
"583",140,4,3
"584",367,4,3
"585",86,4,4
"586",1182,4,2
"587",2296,4,4
"588",960,4,4
"589",1352,4,3
"590",2462,4,3
"591",688,4,3
"592",2634,4,4
"593",727,4,4
"594",2585,4,3
"595",2528,4,4
"596",2412,4,3
"597",1241,4,5
"598",2308,4,3
"599",1648,4,4
"600",1086,4,4
"601",2723,4,4
"602",2966,4,4
"603",2097,4,3
"604",933,4,4
"605",2740,4,3
"606",1909,4,2
"607",1457,4,5
"608",1090,4,2
"609",1270,4,5
"610",2361,4,4
"611",2425,4,3
"612",276,4,4
"613",2541,4,3
"614",1521,4,3
"615",896,4,4
"616",360,4,4
"617",202,4,4
"618",1157,4,3
"619",213,4,5
"620",2914,4,3
"621",1221,4,5
"622",2887,4,3
"623",1998,4,5
"624",737,4,4
"625",1625,4,5
"626",1639,4,4
"627",2820,4,4
"628",284,4,4
"629",2873,4,3
"630",187,4,3
"631",1496,4,3
"632",2975,4,3
"633",1928,4,4
"634",1456,4,5
"635",610,4,3
"636",1926,4,5
"637",1176,4,4
"638",2572,4,5
"639",2684,4,5
"640",1121,4,4
"641",1431,4,5
"642",858,4,4
"643",1838,4,3
"644",447,4,3
"645",2793,4,4
"646",1977,4,4
"647",2231,4,3
"648",155,4,4
"649",2675,4,4
"650",2156,4,4
"651",1079,4,5
"652",764,4,4
"653",2968,4,3
"654",2947,4,4
"655",388,4,4
"656",798,4,3
"657",2163,4,4
"658",2000,4,3
"659",2321,4,5
"660",66,4,4
"661",2681,4,4
"662",1212,4,3
"663",189,4,4
"664",1301,4,5
"665",699,4,4
"666",1567,4,4
"667",823,4,5
"668",2366,4,5
"669",834,4,4
"670",2767,5,4
"671",686,5,4
"672",533,5,4
"673",1323,5,3
"674",889,5,5
"675",2150,5,4
"676",457,5,3
"677",1660,5,4
"678",1858,5,4
"679",1769,5,4
"680",865,5,2
"681",707,5,5
"682",277,5,5
"683",1993,5,4
"684",2270,5,5
"685",664,5,5
"686",1296,5,5
"687",435,5,5
"688",2727,5,4
"689",1913,5,3
"690",1014,5,4
"691",2347,5,4
"692",458,5,4
"693",800,5,2
"694",2474,5,4
"695",2311,5,5
"696",1696,5,4
"697",2976,5,5
"698",334,5,5
"699",2078,5,5
"700",2562,5,3
"701",2808,5,4
"702",2911,5,2
"703",88,5,3
"704",1181,5,5
"705",2748,5,4
"706",103,5,2
"707",1673,5,5
"708",1347,5,3
"709",1460,5,3
"710",2030,5,5
"711",578,5,4
"712",53,5,5
"713",1061,5,4
"714",1658,5,1
"715",2435,5,5
"716",2356,5,5
"717",127,5,3
"718",915,5,5
"719",2772,5,5
"720",408,5,3
"721",1778,5,5
"722",1343,5,5
"723",2082,5,5
"724",430,5,4
"725",193,5,5
"726",1202,5,5
"727",2312,5,5
"728",1893,5,3
"729",806,5,3
"730",2865,5,3
"731",1418,5,4
"732",545,5,4
"733",1206,5,3
"734",337,5,4
"735",1094,5,5
"736",1657,5,4
"737",982,5,4
"738",2544,5,4
"739",378,5,2
"740",2855,5,2
"741",522,5,3
"742",575,5,3
"743",1728,5,5
"744",2128,5,3
"745",1557,5,5
"746",491,5,5
"747",1583,5,3
"748",749,5,5
"749",717,5,5
"750",1656,5,3
"751",505,5,4
"752",2971,5,3
"753",225,5,4
"754",1900,5,5
"755",2037,5,1
"756",2343,5,5
"757",274,5,4
"758",65,5,5
"759",2778,5,4
"760",137,5,4
"761",782,5,3
"762",2592,5,3
"763",1385,5,4
"764",2296,5,4
"765",672,5,3
"766",1907,5,5
"767",1568,5,3
"768",2897,5,4
"769",32,5,5
"770",1073,5,3
"771",2993,5,2
"772",1358,5,4
"773",2293,5,4
"774",1415,5,4
"775",1814,5,4
"776",56,5,3
"777",504,5,5
"778",1349,5,5
"779",303,5,5
"780",1394,5,5
"781",2546,5,4
"782",1695,5,3
"783",589,5,5
"784",20,5,4
"785",2585,5,4
"786",2436,5,3
"787",2513,5,4
"788",84,5,4
"789",2040,5,5
"790",583,5,4
"791",2111,5,5
"792",524,5,4
"793",1966,5,5
"794",2668,5,4
"795",466,5,4
"796",1225,5,5
"797",818,5,2
"798",1133,5,5
"799",1089,5,4
"800",2721,5,4
"801",2600,5,5
"802",2720,5,4
"803",1112,5,4
"804",1457,5,5
"805",1315,5,4
"806",1183,5,2
"807",1379,5,4
"808",1387,5,5
"809",2373,5,4
"810",1654,5,1
"811",1292,5,3
"812",1034,5,4
"813",201,5,4
"814",2650,5,4
"815",79,5,3
"816",2005,5,4
"817",27,5,1
"818",2089,5,5
"819",2223,5,5
"820",162,5,4
"821",966,5,5
"822",135,5,3
"823",705,5,5
"824",1119,5,5
"825",2015,5,3
"826",1653,5,5
"827",1157,5,2
"828",1591,5,1
"829",1747,5,4
"830",604,5,3
"831",991,5,4
"832",2080,5,4
"833",581,5,4
"834",2306,5,4
"835",1329,5,4
"836",2368,5,3
"837",2653,5,5
"838",832,5,5
"839",49,5,4
"840",1371,5,5
"841",2599,5,4
"842",304,5,3
"843",1533,5,4
"844",2249,5,4
"845",1393,5,5
"846",1811,5,4
"847",1154,5,4
"848",46,5,5
"849",1308,5,3
"850",1831,5,4
"851",639,5,3
"852",731,5,2
"853",2597,5,3
"854",554,5,4
"855",667,5,5
"856",283,5,5
"857",701,5,4
"858",1916,5,5
"859",2615,5,1
"860",1817,5,5
"861",279,5,4
"862",1578,5,3
"863",2219,5,4
"864",684,5,5
"865",2719,5,4
"866",2517,5,5
"867",1944,5,4
"868",182,5,5
"869",1451,5,3
"870",41,5,4
"871",2494,5,4
"872",1883,5,5
"873",2572,5,1
"874",770,5,5
"875",2064,5,5
"876",2484,5,3
"877",1642,5,1
"878",1792,5,5
"879",1788,5,4
"880",313,5,4
"881",1784,5,3
"882",1783,5,5
"883",750,5,3
"884",669,5,5
"885",858,5,4
"886",2114,5,5
"887",2146,5,4
"888",2243,5,4
"889",2758,5,3
"890",9,5,3
"891",1416,5,4
"892",1615,5,5
"893",2252,5,4
"894",2933,5,5
"895",2337,5,5
"896",1598,5,5
"897",1097,5,4
"898",433,5,1
"899",2207,5,4
"900",2777,5,5
"901",1808,5,5
"902",203,5,4
"903",1079,5,5
"904",2618,5,4
"905",969,5,4
"906",1509,5,3
"907",695,5,4
"908",1616,5,5
"909",2144,5,4
"910",66,5,3
"911",26,5,5
"912",851,5,5
"913",2626,5,2
"914",2917,5,5
"915",1790,5,5
"916",1409,5,4
"917",294,5,4
"918",2091,5,4
"919",1918,5,3
"920",499,5,5
"921",59,5,4
"922",2062,5,5
"923",453,6,4
"924",2960,6,4
"925",2767,6,5
"926",1798,6,5
"927",1035,6,4
"928",2143,6,3
"929",2582,6,3
"930",1989,6,5
"931",1101,6,3
"932",993,6,2
"933",2291,6,3
"934",675,6,3
"935",2661,6,5
"936",230,6,4
"937",205,6,5
"938",298,6,3
"939",2056,6,5
"940",176,6,4
"941",1238,6,5
"942",1785,6,4
"943",2928,6,4
"944",2864,6,3
"945",1486,6,4
"946",1011,6,4
"947",704,6,5
"948",1818,6,4
"949",873,6,1
"950",921,6,4
"951",1564,6,5
"952",2047,6,5
"953",660,6,5
"954",945,6,4
"955",2890,6,3
"956",2347,6,2
"957",1770,6,5
"958",25,6,3
"959",2245,6,5
"960",2078,6,5
"961",2539,6,4
"962",1546,6,5
"963",696,6,4
"964",1096,6,5
"965",810,6,5
"966",1614,6,4
"967",799,6,3
"968",2045,6,4
"969",2748,6,4
"970",103,6,4
"971",130,6,5
"972",2809,6,5
"973",1245,6,5
"974",1411,6,4
"975",1440,6,3
"976",1365,6,5
"977",1558,6,5
"978",879,6,4
"979",1646,6,5
"980",2878,6,4
"981",1767,6,5
"982",1070,6,2
"983",1188,6,2
"984",1860,6,4
"985",1745,6,3
"986",1190,6,4
"987",1114,6,5
"988",1689,6,5
"989",2738,6,3
"990",1463,6,4
"991",2516,6,4
"992",147,6,3
"993",670,6,4
"994",2556,6,3
"995",1675,6,3
"996",2500,6,3
"997",104,6,4
"998",1893,6,4
"999",1535,6,5
"1000",1471,6,4
"1001",2301,6,4
"1002",925,6,5
"1003",1289,6,3
"1004",821,6,4
"1005",337,6,4
"1006",1482,6,4
"1007",2459,6,4
"1008",1123,6,5
"1009",674,6,3
"1010",1571,6,5
"1011",2398,6,2
"1012",979,6,3
"1013",1306,6,5
"1014",2640,6,4
"1015",1997,6,4
"1016",1815,6,4
"1017",2468,6,3
"1018",483,6,5
"1019",619,6,3
"1020",200,6,3
"1021",522,6,5
"1022",252,6,5
"1023",2822,6,5
"1024",1594,6,4
"1025",1377,6,5
"1026",1328,6,5
"1027",2122,6,3
"1028",2666,6,2
"1029",1611,6,4
"1030",2524,6,4
"1031",1968,6,3
"1032",2863,6,4
"1033",1816,6,3
"1034",78,6,3
"1035",274,6,4
"1036",278,6,3
"1037",2271,6,4
"1038",154,6,4
"1039",794,6,5
"1040",518,6,3
"1041",2876,6,5
"1042",720,6,4
"1043",2746,6,3
"1044",2160,6,3
"1045",2532,6,3
"1046",105,6,4
"1047",1067,6,5
"1048",678,6,5
"1049",1957,6,4
"1050",1149,6,5
"1051",247,6,3
"1052",2130,6,5
"1053",1358,6,4
"1054",482,6,3
"1055",2046,6,4
"1056",2293,6,3
"1057",2325,6,3
"1058",1589,6,5
"1059",485,6,5
"1060",702,6,5
"1061",2981,6,3
"1062",1530,6,5
"1063",1919,6,4
"1064",1844,6,2
"1065",259,6,5
"1066",290,6,4
"1067",1762,6,3
"1068",1294,6,4
"1069",2060,6,4
"1070",1943,6,4
"1071",1439,6,5
"1072",63,6,5
"1073",152,6,3
"1074",174,6,5
"1075",382,6,3
"1076",1774,6,4
"1077",2939,6,5
"1078",45,6,5
"1079",1958,6,3
"1080",2752,6,4
"1081",1489,6,3
"1082",2480,6,5
"1083",2031,6,3
"1084",2437,6,3
"1085",1225,6,3
"1086",1724,6,5
"1087",2813,6,3
"1088",1064,6,5
"1089",35,6,5
"1090",2467,6,4
"1091",1196,6,4
"1092",1133,6,5
"1093",2687,6,4
"1094",768,6,4
"1095",1853,6,3
"1096",2096,6,3
"1097",2901,6,5
"1098",79,6,5
"1099",902,6,3
"1100",1090,6,4
"1101",796,6,4
"1102",1270,6,4
"1103",2089,6,5
"1104",2472,6,3
"1105",1580,6,2
"1106",162,6,5
"1107",263,6,4
"1108",135,6,4
"1109",1424,6,3
"1110",2702,6,5
"1111",1119,6,4
"1112",556,6,4
"1113",471,6,2
"1114",1157,6,4
"1115",1723,6,5
"1116",2328,6,5
"1117",2381,6,1
"1118",2699,6,5
"1119",2871,6,4
"1120",2713,6,3
"1121",2896,6,3
"1122",1847,6,4
"1123",2742,6,3
"1124",1265,6,3
"1125",1985,6,3
"1126",1329,6,5
"1127",2469,6,5
"1128",1596,6,5
"1129",1936,6,2
"1130",211,6,4
"1131",1547,6,4
"1132",304,6,3
"1133",188,6,3
"1134",1639,6,4
"1135",2624,6,5
"1136",712,6,4
"1137",956,6,4
"1138",2656,6,4
"1139",2378,6,4
"1140",451,6,4
"1141",438,6,4
"1142",389,6,5
"1143",187,6,5
"1144",1831,6,5
"1145",2951,6,3
"1146",983,6,5
"1147",215,6,4
"1148",1448,6,2
"1149",593,6,4
"1150",2676,6,4
"1151",1337,6,3
"1152",2762,6,4
"1153",2009,6,4
"1154",2219,6,5
"1155",2814,6,5
"1156",449,6,3
"1157",1198,6,3
"1158",432,6,5
"1159",410,6,4
"1160",1950,6,5
"1161",964,6,4
"1162",2428,6,4
"1163",2051,6,4
"1164",81,6,4
"1165",2942,6,4
"1166",1288,6,5
"1167",1280,6,3
"1168",1882,6,3
"1169",922,6,4
"1170",2138,6,5
"1171",258,6,5
"1172",1783,6,3
"1173",1748,6,3
"1174",404,6,4
"1175",2509,6,3
"1176",2307,6,3
"1177",1838,6,4
"1178",1299,6,4
"1179",662,6,5
"1180",2785,6,2
"1181",2675,6,4
"1182",1116,6,5
"1183",2355,6,5
"1184",416,6,4
"1185",472,6,3
"1186",2888,6,4
"1187",2151,6,4
"1188",719,6,3
"1189",1047,6,5
"1190",465,6,2
"1191",1031,6,3
"1192",2196,6,4
"1193",1044,6,3
"1194",2973,6,3
"1195",944,6,3
"1196",2626,6,5
"1197",1528,6,5
"1198",2603,6,3
"1199",1302,6,4
"1200",109,6,5
"1201",2212,6,5
"1202",1813,6,4
"1203",2638,6,5
"1204",1634,6,4
"1205",2393,6,5
"1206",2548,6,5
"1207",2091,6,3
"1208",761,6,5
"1209",2974,6,4
"1210",499,6,2
"1211",755,6,4
"1212",609,6,4
"1213",2402,6,4
"1214",897,7,3
"1215",2805,7,3
"1216",2661,7,5
"1217",230,7,5
"1218",2353,7,2
"1219",1655,7,4
"1220",1361,7,4
"1221",181,7,2
"1222",600,7,4
"1223",1952,7,3
"1224",2157,7,4
"1225",325,7,3
"1226",988,7,5
"1227",2274,7,3
"1228",763,7,4
"1229",2224,7,2
"1230",2773,7,3
"1231",2567,7,5
"1232",1569,7,4
"1233",1078,7,4
"1234",1990,7,2
"1235",1180,7,5
"1236",2348,7,3
"1237",625,7,3
"1238",1417,7,3
"1239",2562,7,3
"1240",883,7,4
"1241",101,7,5
"1242",1889,7,4
"1243",2465,7,3
"1244",1673,7,4
"1245",2030,7,3
"1246",67,7,3
"1247",898,7,4
"1248",127,7,3
"1249",722,7,3
"1250",2275,7,4
"1251",1767,7,5
"1252",2836,7,3
"1253",527,7,4
"1254",291,7,2
"1255",1803,7,3
"1256",539,7,3
"1257",1072,7,3
"1258",1947,7,3
"1259",1320,7,3
"1260",307,7,3
"1261",1038,7,1
"1262",670,7,4
"1263",312,7,3
"1264",612,7,4
"1265",1001,7,2
"1266",400,7,2
"1267",806,7,4
"1268",1359,7,3
"1269",1264,7,4
"1270",1987,7,3
"1271",547,7,3
"1272",2362,7,2
"1273",386,7,3
"1274",2398,7,4
"1275",324,7,5
"1276",934,7,2
"1277",483,7,5
"1278",2491,7,3
"1279",1552,7,5
"1280",1328,7,3
"1281",1877,7,3
"1282",824,7,3
"1283",2593,7,4
"1284",948,7,4
"1285",989,7,4
"1286",749,7,2
"1287",2789,7,2
"1288",790,7,4
"1289",2449,7,2
"1290",2132,7,4
"1291",225,7,2
"1292",2840,7,2
"1293",78,7,4
"1294",853,7,5
"1295",2475,7,5
"1296",2831,7,5
"1297",2486,7,5
"1298",2778,7,2
"1299",2972,7,5
"1300",1510,7,2
"1301",1973,7,4
"1302",2677,7,3
"1303",2,7,3
"1304",765,7,4
"1305",1140,7,1
"1306",678,7,4
"1307",2573,7,2
"1308",2750,7,4
"1309",2818,7,3
"1310",1415,7,3
"1311",273,7,3
"1312",688,7,3
"1313",643,7,4
"1314",1132,7,3
"1315",2453,7,4
"1316",2775,7,4
"1317",340,7,3
"1318",1404,7,3
"1319",1755,7,4
"1320",12,7,3
"1321",1151,7,2
"1322",1695,7,2
"1323",1826,7,3
"1324",1051,7,3
"1325",1197,7,3
"1326",2370,7,3
"1327",1932,7,4
"1328",2614,7,4
"1329",2528,7,3
"1330",2118,7,3
"1331",1100,7,4
"1332",2308,7,3
"1333",45,7,3
"1334",2390,7,2
"1335",596,7,4
"1336",2260,7,5
"1337",339,7,5
"1338",601,7,2
"1339",2611,7,3
"1340",1133,7,2
"1341",2779,7,3
"1342",1248,7,3
"1343",2765,7,4
"1344",2600,7,4
"1345",2183,7,3
"1346",2153,7,3
"1347",2322,7,3
"1348",1597,7,3
"1349",2716,7,3
"1350",1666,7,5
"1351",778,7,3
"1352",1239,7,3
"1353",827,7,4
"1354",753,7,3
"1355",236,7,5
"1356",1822,7,4
"1357",2650,7,1
"1358",1007,7,3
"1359",729,7,4
"1360",514,7,3
"1361",2454,7,2
"1362",1466,7,2
"1363",817,7,4
"1364",809,7,5
"1365",2098,7,3
"1366",1453,7,2
"1367",396,7,3
"1368",2209,7,4
"1369",1477,7,4
"1370",1338,7,3
"1371",1985,7,2
"1372",2827,7,2
"1373",2707,7,4
"1374",2788,7,5
"1375",1537,7,4
"1376",1716,7,3
"1377",267,7,3
"1378",816,7,5
"1379",2039,7,4
"1380",919,7,4
"1381",1003,7,4
"1382",2194,7,4
"1383",2192,7,3
"1384",849,7,1
"1385",1817,7,4
"1386",2676,7,2
"1387",967,7,4
"1388",317,7,4
"1389",1198,7,3
"1390",320,7,4
"1391",1950,7,4
"1392",1451,7,2
"1393",344,7,2
"1394",2572,7,4
"1395",2289,7,4
"1396",882,7,3
"1397",1676,7,3
"1398",2057,7,3
"1399",2214,7,4
"1400",10,7,4
"1401",734,7,3
"1402",8,7,4
"1403",1122,7,2
"1404",1782,7,3
"1405",214,7,3
