"","X1_validation","X2_validation","Y_validation"
"281",595,732,4
"282",2281,669,1
"283",334,150,3
"284",1488,401,4
"285",294,84,4
"286",1907,734,5
"287",685,551,4
"288",1729,945,3
"289",2443,338,5
"290",759,429,4
"291",1771,694,4
"292",1781,652,4
"293",1267,780,3
"294",2532,126,5
"295",1578,493,4
"296",1487,495,3
"297",845,383,3
"298",1249,897,4
"299",1319,983,3
"300",1221,789,4
"301",1779,609,5
"302",1502,557,4
"303",2370,549,5
"304",279,204,4
"305",2920,614,5
"306",503,439,5
"307",1561,735,2
"308",1632,663,5
"309",1320,947,4
"310",939,678,5
"311",1590,1024,4
"312",1288,468,5
"313",393,791,4
"314",2272,356,3
"315",22,450,5
"316",923,359,2
"317",913,109,5
"318",669,403,5
"319",2667,79,4
"320",1356,158,3
"321",2342,215,1
"322",2645,964,4
"323",272,782,5
"324",1736,807,1
"325",2087,386,5
"326",110,417,5
"327",448,304,3
"328",2429,875,3
"329",1136,905,5
"330",1487,173,4
"331",2398,420,4
"332",111,859,5
"333",583,291,3
"334",2692,130,3
"335",321,895,4
"336",2444,126,4
"337",990,1015,1
"338",2515,716,4
"339",195,180,5
"340",1348,17,5
"341",1082,978,5
"342",1992,621,4
"343",2070,701,2
"344",1091,838,4
"345",2036,885,1
"346",725,946,4
"347",54,342,4
"348",1244,954,5
"349",524,1008,5
"350",1840,536,4
"351",2429,234,3
"352",591,794,5
"353",802,217,4
"354",2142,365,4
"355",2094,945,4
"356",2236,958,3
"357",2494,991,5
"358",1609,782,4
"359",413,770,4
"360",724,906,5
"361",785,215,2
"362",1737,333,3
"363",2147,56,5
"364",85,145,4
"365",2405,591,5
"366",662,203,5
"367",2956,445,4
"368",2636,776,4
"369",663,7,3
"370",735,43,5
"371",976,228,4
"372",546,499,1
"373",2861,540,2
"374",470,336,2
"375",1690,285,4
"376",1571,399,4
"377",157,448,4
"378",2928,62,2
"379",143,182,4
"380",935,801,1
"381",2619,698,4
"382",749,945,4
"383",870,378,4
"384",378,423,3
"385",2843,991,1
"386",866,155,4
"387",1900,267,4
"388",222,894,2
"389",117,888,3
"390",125,683,3
"391",2508,791,4
"392",601,810,3
"393",334,1012,4
"394",1316,304,5
"395",2133,732,3
"396",486,369,1
"397",378,136,3
"398",2755,899,2
"399",648,289,3
"400",1602,312,4
"401",2665,817,3
"402",2813,894,3
"403",566,614,4
"404",2826,799,4
"405",2389,1007,4
"406",2825,627,5
"407",165,587,5
"408",213,707,3
"409",284,545,5
"410",1799,831,3
"411",2244,488,4
"412",2623,816,4
"413",2210,688,3
"414",787,407,2
"415",1484,169,2
"416",1748,829,5
"417",1468,281,4
"418",282,791,4
"419",937,491,4
"420",1386,762,4
"421",809,950,4
"422",165,140,3
"423",100,643,5
"424",2011,74,3
"425",2133,579,2
"426",893,18,4
"427",134,701,3
"428",2584,1032,4
"429",2086,212,5
"430",464,97,3
"431",857,481,4
"432",1660,232,1
"433",703,372,5
"434",618,789,5
"435",347,897,4
"436",617,421,3
"437",2980,565,4
"438",2176,495,5
"439",381,708,4
"440",131,415,3
"441",1814,787,5
"442",1432,276,5
"443",831,972,4
"444",2580,25,4
"445",1970,319,2
"446",2261,731,3
"447",1290,740,2
"448",1927,16,4
"449",2821,126,4
"450",2167,897,3
"451",1556,342,4
"452",846,708,4
"453",2236,150,4
"454",1698,97,5
"455",309,867,3
"456",238,738,4
"457",298,480,2
"458",2123,693,5
"459",890,238,3
"460",103,93,5
"461",2107,688,4
"462",588,347,4
"463",305,823,3
"464",2414,235,2
"465",2962,746,5
"466",2813,600,4
"467",438,365,4
"468",2581,1012,2
"469",581,549,4
"470",114,594,5
"471",1093,7,5
"472",1182,250,3
"473",1119,632,4
"474",1213,629,5
"475",138,195,5
"476",1972,726,4
"477",2989,645,4
"478",326,933,3
"479",468,176,3
"480",38,494,5
"481",221,371,4
"482",91,680,5
"483",1994,749,3
"484",1784,408,5
"485",1142,1029,5
"486",2151,406,5
"487",2766,203,3
"488",2076,952,4
"489",304,652,3
"490",348,257,1
"491",1168,397,3
"492",2698,973,3
"493",976,769,4
"494",117,191,4
"495",1749,557,5
"496",2407,978,5
"497",831,117,4
"498",790,548,3
"499",710,514,4
"500",2302,618,3
"501",2214,911,5
"502",1660,254,2
"503",687,839,3
"504",2650,329,2
"505",2407,313,5
"506",1865,710,5
"507",2584,960,4
"508",1091,205,4
"509",1462,273,3
"510",1904,494,5
"511",2611,99,2
"512",501,725,2
"513",232,584,4
"514",42,522,4
"515",843,280,2
"516",1936,775,2
"517",2573,393,4
"518",2722,1027,5
"519",1283,709,3
"520",1188,1010,4
"521",1352,719,4
"522",3000,340,3
"523",1271,694,3
"524",1701,170,5
"525",58,60,4
"526",1548,988,3
"527",1753,29,2
"528",715,875,5
"529",2584,990,3
"530",990,319,3
"531",2833,620,3
"532",2365,832,3
"533",318,740,5
"534",1062,746,5
"535",1393,15,3
"536",2205,576,4
"537",826,62,4
"538",2960,1034,4
"539",49,554,4
"540",657,827,3
"541",1381,217,3
"542",1906,652,4
"543",1044,552,4
"544",738,595,5
"545",457,632,2
"546",1617,23,5
"547",2528,301,4
"548",537,88,3
"549",1292,532,5
"550",2335,239,3
"551",2751,572,3
"552",647,16,4
"553",174,772,3
"554",1437,512,5
"555",2416,625,4
"556",2734,172,5
"557",1556,122,4
"558",2919,139,4
"559",1782,969,3
"560",2428,650,2
"561",2084,938,2
"562",1333,347,4
"563",58,866,5
"564",575,650,5
"565",540,764,5
"566",2860,37,5
"567",1966,883,3
"568",2356,421,5
"569",1655,531,4
"570",2305,494,5
"571",493,668,4
"572",1115,1009,4
"573",2198,730,4
"574",2661,12,1
"575",3,390,2
"576",2943,705,4
"577",1816,638,4
"578",2859,297,4
"579",2860,721,4
"580",329,273,4
"581",2899,627,3
"582",207,822,5
"583",2213,423,5
"584",27,63,4
"585",2444,744,4
"586",1417,701,3
"587",2335,966,3
"588",1272,408,5
"589",1840,414,5
"590",147,678,3
"591",2453,178,3
"592",2888,747,5
"593",486,497,4
"594",684,330,3
"595",575,393,4
"596",318,465,4
"597",2641,314,3
"598",2611,328,3
"599",493,947,4
"600",1982,445,3
"601",1542,78,3
"602",2215,663,5
"603",2305,984,4
"604",170,2,5
"605",25,973,4
"606",1870,873,3
"607",1642,471,4
"608",792,215,4
"609",1165,545,4
"610",2787,121,4
"611",2748,397,5
"612",1424,625,4
"613",2624,805,5
"614",1019,342,4
"615",656,289,1
"616",1830,27,2
"617",2611,649,3
"618",1404,605,2
"619",1761,107,5
"620",1523,772,5
"621",1193,937,4
"622",287,589,4
"623",2581,176,1
"624",554,950,4
"625",2071,627,3
"626",1982,948,4
"627",2159,494,2
"628",2090,553,3
"629",2957,648,4
"630",2698,560,1
"631",692,821,2
"632",443,464,3
"633",52,984,4
"634",1040,613,4
"635",29,97,5
"636",882,597,1
"637",1685,703,4
"638",2954,166,2
"639",1031,1026,4
"640",1775,914,5
"641",1091,414,5
"642",2849,608,3
"643",505,169,3
"644",390,214,2
"645",2299,701,4
"646",1287,794,4
"647",1918,495,4
"648",6,345,3
"649",375,572,2
"650",2868,542,4
"651",1109,775,3
"652",1444,970,1
"653",754,209,5
"654",1633,277,5
"655",1966,148,4
"656",1702,625,2
"657",114,706,5
"658",2359,805,3
"659",1256,1003,4
"660",1848,275,5
"661",2604,308,4
"662",1874,850,3
"663",1646,505,4
"664",2117,587,5
"665",1121,329,3
"666",2687,522,2
"667",1653,490,3
"668",1167,559,5
"669",549,323,4
"670",2954,390,4
"671",2322,218,5
"672",2133,399,3
"673",2618,761,3
"674",1188,771,3
"675",540,664,1
"676",608,765,3
"677",215,1032,5
"678",2734,509,4
"679",2902,97,5
"680",1729,36,4
"681",1147,540,5
"682",855,813,5
"683",94,405,4
"684",2886,592,2
"685",554,693,4
"686",588,1024,4
"687",2289,806,5
"688",1632,900,4
"689",305,362,3
"690",1701,856,4
"691",2866,74,2
"692",1550,765,3
"693",72,189,4
"694",2737,670,4
"695",1864,247,3
"696",1657,558,3
"697",2844,632,5
"698",467,875,2
"699",1772,702,5
"700",793,355,3
"701",14,334,3
"702",890,927,4
"703",116,119,3
"704",2821,973,4
"705",1316,251,4
"706",2691,605,5
"707",244,772,4
"708",1572,601,5
"709",869,60,5
"710",1972,945,5
"711",2132,997,2
"712",1591,829,5
"713",2928,327,4
"714",709,811,4
"715",1283,916,3
"716",2793,350,2
"717",787,225,4
"718",1879,990,4
"719",2606,373,5
"720",2369,438,4
"721",1095,202,5
"722",1973,202,3
"723",339,863,3
"724",1869,375,3
"725",898,782,5
"726",2207,895,3
"727",56,1020,3
"728",588,713,3
"729",1885,183,3
"730",2794,965,2
"731",99,964,5
"732",1352,549,3
"733",2175,129,5
"734",1748,3,3
"735",604,424,3
"736",438,209,5
"737",577,226,4
"738",1405,509,4
"739",1440,588,4
"740",1069,981,4
"741",477,277,3
"742",2470,967,3
"743",944,342,4
"744",2445,390,4
"745",1814,678,5
"746",1079,573,3
"747",2589,709,5
"748",1322,4,3
"749",669,48,4
"750",866,153,2
"751",1098,262,3
"752",1061,290,3
"753",2065,40,3
"754",2555,34,3
"755",136,675,3
"756",809,769,3
"757",2187,366,3
"758",1874,56,4
"759",2208,1004,4
"760",2344,9,4
"761",1572,669,5
"762",1034,62,4
"763",214,391,3
"764",1394,978,5
"765",2493,787,5
"766",2133,176,2
"767",1420,296,4
"768",846,937,1
"769",1603,564,4
"770",1874,364,3
"771",1370,250,4
"772",2305,900,3
"773",1146,703,4
"774",2182,350,4
"775",2954,290,4
"776",2166,601,5
"777",1891,241,5
"778",1825,126,4
"779",1848,653,4
"780",764,99,4
"781",2955,632,4
"782",919,35,4
"783",39,228,5
"784",2029,772,3
"785",2923,45,3
"786",2581,938,3
"787",2339,550,3
"788",583,45,4
"789",1914,423,4
"790",1690,20,4
"791",1929,667,1
"792",2164,247,4
"793",2393,663,5
"794",939,516,5
"795",1895,137,2
"796",1360,810,4
"797",1169,819,3
"798",259,405,4
"799",1345,789,4
"800",326,980,3
"801",2335,255,2
"802",1874,412,3
"803",2058,679,3
"804",597,808,4
"805",1271,422,5
"806",1222,195,3
"807",2927,643,5
"808",589,883,5
"809",2899,67,3
"810",58,993,5
"811",985,172,2
"812",81,356,4
"813",509,45,5
"814",1913,154,3
"815",546,63,3
"816",2380,160,5
"817",2897,393,4
"818",1560,875,2
"819",2107,640,3
"820",2651,513,5
"821",2265,277,2
"822",2425,620,4
"823",1653,984,5
"824",1817,310,2
"825",2651,973,4
"826",377,645,3
"827",1109,779,4
"828",615,973,4
"829",2206,660,4
"830",1941,45,3
"831",822,843,5
"832",203,99,3
"833",2335,241,5
"834",1644,763,3
"835",1270,1015,3
"836",2619,193,4
"837",1308,897,3
"838",2941,663,4
"839",286,928,4
"840",1479,801,2
"841",1322,524,2
"842",1172,215,3
"843",2397,429,4
"844",2208,102,4
"845",214,835,2
"846",856,732,3
"847",583,1029,2
"848",952,211,4
"849",501,730,1
"850",774,548,4
"851",1440,233,5
"852",1217,730,4
"853",2770,662,4
"854",2918,1031,1
"855",466,767,4
"856",125,687,3
"857",840,192,3
"858",1053,439,5
"859",92,27,5
"860",612,407,1
"861",784,140,1
"862",2211,189,4
"863",1799,13,4
"864",868,92,1
"865",1196,15,4
"866",1605,2,1
"867",2471,364,3
"868",2594,667,4
"869",359,688,4
"870",973,107,4
"871",2924,115,2
"872",2946,439,4
"873",2824,925,2
"874",86,2,4
"875",1613,846,5
"876",2207,527,3
"877",2827,773,3
"878",2885,62,5
"879",519,954,2
"880",1939,823,4
"881",304,825,5
"882",2983,11,5
"883",979,560,3
"884",650,104,5
"885",786,486,4
"886",1320,446,4
"887",2245,7,3
"888",2438,1034,4
"889",2425,652,3
"890",1744,783,5
"891",2000,55,3
"892",1481,993,2
"893",1820,423,4
"894",1268,668,3
"895",2589,255,4
"896",2707,457,1
"897",2891,920,5
"898",1595,395,4
"899",2140,236,4
"900",1226,806,5
"901",2549,817,4
"902",1729,353,3
"903",2944,596,3
"904",733,80,5
"905",1533,435,5
"906",2389,45,5
"907",2213,553,5
"908",524,550,5
"909",938,947,5
"910",2886,321,3
"911",885,455,4
"912",1386,540,5
"913",323,949,3
"914",2393,679,4
"915",809,814,5
"916",2370,72,4
"917",2208,657,5
"918",2395,834,4
"919",1692,503,4
"920",1170,346,4
"921",2998,491,3
"922",2386,880,4
"923",2881,143,3
"924",1308,456,3
"925",2398,664,4
"926",893,488,4
"927",1230,971,4
"928",1316,161,5
"929",2416,42,4
"930",1189,1028,2
"931",807,129,4
"932",686,478,3
"933",213,373,3
"934",937,831,2
"935",438,126,5
"936",60,546,2
"937",2611,978,4
"938",2786,467,4
"939",2370,304,5
"940",48,830,1
"941",1872,654,5
"942",594,650,4
"943",116,61,3
"944",375,481,4
"945",11,769,3
"946",2902,736,4
"947",1655,875,3
"948",2705,40,5
"949",1188,937,3
"950",129,560,4
"951",14,211,5
"952",2648,201,2
"953",1839,657,3
"954",116,594,3
"955",2704,816,5
"956",2524,241,4
"957",2117,578,3
"958",247,1006,5
"959",2305,543,5
"960",1330,1021,4
"961",1456,607,4
"962",1825,370,4
"963",1724,158,2
"964",2353,953,4
"965",1740,994,5
"966",2103,2,3
"967",1957,109,4
"968",1667,847,5
"969",2351,696,1
"970",1821,834,5
"971",408,36,4
"972",171,576,4
"973",569,362,3
"974",552,765,4
"975",131,815,3
"976",1910,452,5
"977",1599,765,3
"978",1500,828,3
"979",386,353,4
"980",2352,351,5
"981",2233,968,4
"982",601,221,3
"983",1689,584,5
"984",786,393,4
"985",2334,343,3
"986",850,703,4
"987",2058,479,4
"988",129,19,4
"989",893,60,5
"990",2229,609,4
"991",1287,219,3
"992",282,240,4
"993",907,772,3
"994",2386,394,5
"995",1082,751,4
"996",100,771,3
"997",1702,996,4
"998",2398,595,4
"999",935,799,5
"1000",1341,78,3
"1001",78,94,3
"1002",2445,652,3
"1003",2238,871,4
"1004",1444,1003,2
"1005",2016,355,4
"1006",2276,267,3
"1007",2482,997,4
"1008",1021,491,2
"1009",2861,25,4
"1010",2971,984,4
"1011",916,217,2
"1012",2050,261,3
"1013",918,322,4
"1014",780,952,5
"1015",922,855,3
"1016",990,131,1
"1017",638,818,4
"1018",658,521,4
"1019",441,841,4
"1020",2884,687,5
"1021",113,816,5
"1022",2753,457,1
"1023",48,839,2
"1024",2393,873,3
"1025",1665,108,4
"1026",98,708,4
"1027",1514,1024,3
"1028",2956,315,4
"1029",2603,1013,2
"1030",562,314,4
"1031",1267,489,3
"1032",2698,192,4
"1033",844,588,2
"1034",937,432,4
"1035",1032,719,3
"1036",2385,381,2
"1037",2868,327,4
"1038",2507,36,5
"1039",1941,242,4
"1040",2938,42,2
"1041",233,29,4
"1042",211,1010,5
"1043",2046,15,4
"1044",624,936,3
"1045",2551,888,4
"1046",137,286,3
"1047",546,603,1
"1048",2671,715,4
"1049",2798,810,3
"1050",2609,461,3
"1051",1903,495,4
"1052",1610,163,4
"1053",783,770,5
"1054",1493,45,2
"1055",143,908,5
"1056",689,784,5
"1057",1542,446,3
"1058",1547,558,4
"1059",1657,150,4
"1060",1934,150,4
"1061",2841,865,5
"1062",1342,400,5
"1063",2162,947,5
"1064",1290,547,3
"1065",1934,837,4
"1066",1996,431,4
"1067",2060,113,2
"1068",2356,353,4
"1069",163,251,4
"1070",2611,858,3
"1071",760,997,5
"1072",2730,545,4
"1073",756,241,3
"1074",2820,685,4
"1075",1284,652,5
"1076",2872,506,3
"1077",2832,36,3
"1078",1560,968,3
"1079",1417,322,4
"1080",129,772,4
"1081",2229,534,4
"1082",2732,618,2
"1083",431,604,3
"1084",1767,936,3
"1085",2902,746,2
"1086",1792,304,3
"1087",708,302,5
"1088",1450,320,5
"1089",92,241,4
"1090",2167,891,3
"1091",869,506,4
"1092",1256,442,4
"1093",2276,753,3
"1094",2397,343,4
"1095",882,248,3
"1096",979,93,3
"1097",997,282,3
"1098",1285,70,4
"1099",1458,407,1
"1100",2924,905,3
"1101",1082,966,5
"1102",2764,891,4
"1103",24,18,5
"1104",2592,74,5
"1105",1312,2,5
"1106",2100,15,2
"1107",2412,123,1
"1108",1852,789,4
"1109",1497,86,3
"1110",1522,702,5
"1111",174,597,3
"1112",537,212,5
"1113",2320,735,4
"1114",251,519,5
"1115",613,373,2
"1116",1932,197,3
"1117",2987,850,4
"1118",45,62,5
"1119",673,494,5
"1120",449,190,4
"1121",2715,177,5
"1122",1111,342,5
"1123",1127,558,2
"1124",1320,509,4
"1125",2249,354,3
"1126",2587,511,3
"1127",2227,28,5
"1128",70,589,4
"1129",2500,232,5
"1130",2025,984,4
"1131",965,810,3
"1132",1773,875,2
"1133",322,396,2
"1134",359,304,2
"1135",2788,889,4
"1136",1600,438,3
"1137",591,585,4
"1138",1389,346,3
"1139",1393,280,3
"1140",1216,956,3
"1141",939,289,4
"1142",1323,549,5
"1143",2276,617,3
"1144",2004,822,5
"1145",1662,925,4
"1146",216,207,5
"1147",126,979,1
"1148",1080,774,4
"1149",846,5,5
"1150",2033,74,4
"1151",162,726,3
"1152",1872,187,4
"1153",194,1018,4
"1154",2868,996,4
"1155",2444,940,2
"1156",1459,363,4
"1157",2271,601,4
"1158",318,204,4
"1159",578,595,3
"1160",15,981,3
"1161",2913,374,5
"1162",242,448,3
"1163",590,913,1
"1164",1182,330,3
"1165",2144,967,4
"1166",2906,788,4
"1167",1971,99,3
"1168",432,813,3
"1169",562,246,4
"1170",270,684,3
"1171",663,112,5
"1172",2011,845,3
"1173",2319,1019,5
"1174",2058,822,5
"1175",1535,1016,4
"1176",2087,68,4
"1177",1618,808,5
"1178",1869,856,4
"1179",1500,211,4
"1180",2630,903,4
"1181",2016,6,3
"1182",791,258,3
"1183",761,752,4
"1184",2649,984,5
"1185",353,518,4
"1186",2694,603,3
"1187",1542,22,3
"1188",2839,779,3
"1189",2053,314,3
"1190",598,975,1
"1191",1622,364,4
"1192",997,64,2
"1193",194,338,5
"1194",517,102,2
"1195",1869,545,4
"1196",1578,996,5
"1197",2326,711,2
"1198",356,229,4
"1199",2060,892,3
"1200",2404,658,5
"1201",323,605,4
"1202",1539,661,4
"1203",1101,488,3
"1204",2412,69,2
"1205",2470,102,3
"1206",1114,937,4
"1207",2243,97,5
"1208",1290,860,3
"1209",1369,855,4
"1210",961,860,3
"1211",292,419,4
"1212",1895,497,1
"1213",764,1031,4
"1214",507,194,5
"1215",136,718,3
"1216",1525,408,2
"1217",2947,44,4
"1218",2353,754,4
"1219",305,851,5
"1220",2978,256,4
"1221",2073,202,2
"1222",2874,997,2
"1223",2520,751,5
"1224",1970,246,3
"1225",1715,435,4
"1226",941,494,5
"1227",2046,969,4
"1228",964,330,4
"1229",2992,673,2
"1230",2636,635,5
"1231",2583,75,4
"1232",1250,296,3
"1233",1262,110,2
"1234",89,122,3
"1235",1679,312,5
"1236",1611,604,4
"1237",322,697,1
"1238",828,178,3
"1239",661,720,3
"1240",676,907,3
"1241",1830,40,4
"1242",125,561,4
"1243",1013,451,4
"1244",1673,937,2
"1245",1336,965,3
"1246",1154,623,4
"1247",2704,457,5
"1248",1639,94,2
"1249",2156,916,3
"1250",2097,845,5
"1251",1295,1008,4
"1252",1516,405,2
"1253",854,974,4
"1254",2829,90,1
"1255",973,481,4
"1256",1109,652,4
"1257",2495,422,5
"1258",407,886,4
"1259",1496,497,2
"1260",2657,9,4
"1261",745,588,2
"1262",1283,241,4
"1263",482,923,4
"1264",1888,148,5
"1265",566,603,1
"1266",2820,189,5
"1267",572,333,5
"1268",1109,211,3
"1269",904,718,5
"1270",2739,774,4
"1271",1644,867,4
"1272",2027,730,5
"1273",1437,37,5
"1274",2451,937,3
"1275",2052,297,3
"1276",2730,470,4
"1277",1239,322,4
"1278",409,706,3
"1279",659,652,5
"1280",1106,519,3
"1281",284,709,5
"1282",2213,93,5
"1283",86,744,4
"1284",870,604,4
"1285",1657,908,5
"1286",774,330,2
"1287",2117,937,4
"1288",537,58,3
"1289",2889,595,4
"1290",1772,369,4
"1291",766,196,5
"1292",245,69,4
"1293",2155,228,4
"1294",85,86,3
"1295",137,618,5
"1296",394,412,5
"1297",288,497,2
"1298",1787,900,3
"1299",24,579,4
"1300",2505,15,3
"1301",2185,110,1
"1302",2383,152,4
"1303",493,309,3
"1304",708,769,4
"1305",1024,333,5
"1306",592,548,3
"1307",1639,289,5
"1308",1098,291,4
"1309",2887,614,5
"1310",171,759,3
"1311",172,770,5
"1312",2202,473,3
"1313",349,746,3
"1314",2215,856,2
"1315",527,1012,3
"1316",2825,481,4
"1317",1161,283,4
"1318",1380,255,4
"1319",2607,1010,4
"1320",2207,949,3
"1321",2227,277,3
"1322",1813,169,3
"1323",1488,301,4
"1324",2539,828,4
"1325",667,923,3
"1326",2663,513,3
"1327",850,491,4
"1328",1690,189,4
"1329",822,786,4
"1330",2720,674,4
"1331",921,745,4
"1332",1025,594,5
"1333",1389,152,4
"1334",2465,730,2
"1335",1955,15,3
"1336",1095,198,4
"1337",2613,544,4
"1338",2244,128,3
"1339",1867,486,3
"1340",2907,2,3
"1341",2539,529,5
"1342",933,1,5
"1343",564,113,4
"1344",446,418,4
"1345",394,221,5
"1346",2676,288,2
"1347",397,121,4
"1348",1806,308,4
"1349",2489,20,4
"1350",760,397,5
"1351",237,110,2
"1352",2787,601,5
"1353",1642,415,3
"1354",450,1011,1
"1355",2667,168,4
"1356",304,471,5
"1357",843,342,5
"1358",216,438,3
"1359",324,110,3
"1360",2226,97,4
"1361",1880,491,1
"1362",1085,17,4
"1363",683,355,3
"1364",376,99,3
"1365",2437,978,3
"1366",2639,545,2
"1367",2140,186,4
"1368",2947,366,3
"1369",39,806,3
"1370",2887,935,5
"1371",1754,519,3
"1372",1866,344,3
"1373",2000,6,5
"1374",2924,1002,3
"1375",16,767,5
"1376",2766,603,3
"1377",304,627,4
"1378",2981,60,4
"1379",2961,659,4
"1380",1741,273,3
"1381",1299,488,5
"1382",201,211,4
"1383",2563,960,4
"1384",814,719,4
"1385",2392,142,4
"1386",2865,412,2
"1387",214,318,2
"1388",818,857,4
"1389",2242,95,5
"1390",208,399,5
"1391",2484,595,5
"1392",378,495,4
"1393",339,378,3
"1394",443,154,4
"1395",1823,667,3
"1396",411,175,5
"1397",1742,197,1
"1398",791,1014,3
"1399",70,499,4
"1400",1139,770,5
"1401",2236,1007,5
