"","X1_validation","X2_validation","Y_validation"
"249",2382,576,4
"250",2213,582,4
"251",2965,145,2
"252",2934,853,5
"253",2208,838,3
"254",2381,297,4
"255",1198,949,5
"256",2778,951,5
"257",2358,229,5
"258",751,813,5
"259",2882,672,3
"260",1313,919,4
"261",2838,609,5
"262",34,175,5
"263",969,90,4
"264",2227,763,3
"265",2431,279,2
"266",318,1009,4
"267",276,97,4
"268",2671,761,3
"269",419,221,2
"270",22,688,3
"271",2674,947,5
"272",1456,1003,3
"273",870,870,4
"274",685,615,3
"275",1306,610,2
"276",511,595,4
"277",2271,607,4
"278",809,1028,4
"279",681,99,4
"280",976,744,4
"281",1258,256,3
"282",90,445,2
"283",1677,1008,5
"284",1067,630,5
"285",2769,28,2
"286",2592,197,3
"287",134,74,5
"288",1786,473,3
"289",2836,353,4
"290",864,7,2
"291",1084,613,3
"292",2525,819,3
"293",1938,1029,4
"294",2017,448,4
"295",820,221,4
"296",1204,393,4
"297",1711,701,4
"298",2567,545,5
"299",352,203,3
"300",2034,537,4
"301",157,1009,4
"302",2778,131,4
"303",1527,243,3
"304",1411,643,3
"305",905,559,4
"306",772,238,3
"307",1291,69,3
"308",2144,837,4
"309",2,27,2
"310",1693,105,4
"311",2293,845,3
"312",2892,701,4
"313",326,547,3
"314",2889,867,4
"315",122,932,3
"316",1761,439,5
"317",1602,1003,3
"318",2870,1002,3
"319",514,19,2
"320",1356,566,5
"321",80,513,1
"322",783,555,3
"323",2579,20,4
"324",1986,55,1
"325",2057,304,2
"326",1645,979,3
"327",1434,578,3
"328",1525,694,4
"329",2386,681,3
"330",2437,1011,5
"331",199,982,4
"332",752,312,4
"333",2630,1003,3
"334",1003,863,5
"335",2897,397,3
"336",966,703,3
"337",2396,928,5
"338",262,743,4
"339",2815,560,2
"340",234,93,4
"341",172,506,4
"342",524,1033,5
"343",153,36,3
"344",1064,450,3
"345",598,189,2
"346",2919,532,5
"347",943,126,4
"348",1904,480,4
"349",629,319,3
"350",2602,18,3
"351",1479,137,3
"352",2313,208,5
"353",378,228,4
"354",2042,658,5
"355",1531,327,4
"356",21,974,5
"357",1100,553,1
"358",249,906,3
"359",592,445,4
"360",1473,43,4
"361",2536,205,1
"362",139,907,2
"363",2535,297,4
"364",747,1018,4
"365",2424,477,4
"366",1776,458,3
"367",491,435,4
"368",1197,791,5
"369",2768,618,3
"370",379,638,5
"371",2551,81,3
"372",332,840,3
"373",1271,275,4
"374",813,448,3
"375",2711,491,4
"376",2707,712,4
"377",1574,416,2
"378",337,310,4
"379",1006,15,3
"380",737,663,5
"381",217,55,4
"382",202,334,4
"383",1735,395,2
"384",1216,72,3
"385",2433,616,5
"386",909,232,5
"387",1450,836,3
"388",299,494,4
"389",2432,929,4
"390",1749,261,4
"391",1429,60,4
"392",584,435,5
"393",298,170,4
"394",272,273,3
"395",1067,756,4
"396",1587,546,3
"397",740,552,4
"398",321,643,4
"399",542,238,5
"400",806,358,5
"401",1519,1021,5
"402",216,674,1
"403",2421,674,4
"404",2117,572,5
"405",26,813,5
"406",2337,941,4
"407",1592,974,2
"408",161,848,4
"409",265,616,4
"410",2516,686,3
"411",2124,192,2
"412",1112,264,5
"413",1332,286,4
"414",2888,650,4
"415",1486,488,4
"416",652,982,4
"417",1783,673,4
"418",1321,643,4
"419",797,68,3
"420",1008,770,4
"421",2903,770,5
"422",922,672,3
"423",688,791,3
"424",996,632,4
"425",2387,245,3
"426",2284,822,5
"427",2172,39,3
"428",2060,835,3
"429",2100,929,5
"430",2125,657,3
"431",1581,946,4
"432",196,40,4
"433",212,448,5
"434",2676,53,5
"435",1067,703,5
"436",2923,297,4
"437",1203,388,3
"438",2843,589,3
"439",876,881,2
"440",1734,682,5
"441",1460,224,3
"442",2058,196,5
"443",699,107,3
"444",2690,202,5
"445",551,668,4
"446",155,426,2
"447",734,433,5
"448",2167,345,2
"449",2424,780,4
"450",2216,128,4
"451",1733,905,4
"452",2103,679,4
"453",2711,885,3
"454",2239,818,3
"455",237,408,3
"456",405,828,3
"457",37,126,5
"458",143,660,4
"459",2995,890,3
"460",514,109,3
"461",2079,737,4
"462",21,762,5
"463",2647,242,4
"464",1853,400,5
"465",638,217,3
"466",2729,248,2
"467",840,536,5
"468",688,582,2
"469",2525,478,3
"470",1394,175,5
"471",26,374,4
"472",814,622,4
"473",1891,5,3
"474",2711,1028,3
"475",2180,86,1
"476",531,705,2
"477",720,37,5
"478",1415,888,4
"479",1380,617,4
"480",2217,594,2
"481",2388,760,4
"482",805,28,3
"483",1085,175,5
"484",1761,117,5
"485",2906,563,4
"486",2535,180,5
"487",345,422,4
"488",2449,456,4
"489",1628,36,5
"490",1667,211,5
"491",2545,636,4
"492",1567,926,3
"493",135,860,4
"494",1512,165,5
"495",44,700,2
"496",744,428,3
"497",753,739,5
"498",586,820,3
"499",1058,396,4
"500",518,949,3
"501",2817,59,4
"502",1362,419,4
"503",417,912,2
"504",458,96,5
"505",2976,752,1
"506",1579,497,3
"507",401,966,5
"508",1818,228,4
"509",693,549,4
"510",2595,138,2
"511",1246,547,4
"512",2758,770,5
"513",652,831,4
"514",1657,116,1
"515",123,64,3
"516",1864,197,3
"517",2042,449,5
"518",2797,767,3
"519",457,21,5
"520",128,81,3
"521",2908,407,4
"522",1186,595,5
"523",519,572,2
"524",2307,555,4
"525",1416,108,1
"526",1848,902,4
"527",910,323,5
"528",430,813,4
"529",1460,409,2
"530",1886,82,3
"531",838,18,4
"532",1954,371,3
"533",2797,823,3
"534",106,869,4
"535",2882,215,3
"536",1005,492,2
"537",713,326,5
"538",1225,967,5
"539",2216,30,5
"540",1054,679,4
"541",1634,927,3
"542",1901,638,5
"543",1829,93,3
"544",2685,941,4
"545",2742,510,4
"546",2621,211,5
"547",795,913,4
"548",428,1010,4
"549",1697,878,4
"550",2647,228,4
"551",411,193,5
"552",2639,213,5
"553",2742,80,4
"554",2632,644,5
"555",104,376,2
"556",332,256,3
"557",1867,285,4
"558",1507,382,4
"559",2042,594,4
"560",1126,173,3
"561",1527,515,5
"562",1928,169,3
"563",2936,621,5
"564",411,674,1
"565",1304,81,4
"566",1459,564,4
"567",2658,810,4
"568",1250,600,4
"569",2592,57,3
"570",1916,506,5
"571",2303,709,4
"572",2776,447,3
"573",328,706,4
"574",2212,1028,1
"575",2102,945,4
"576",1817,72,4
"577",417,735,4
"578",2708,147,5
"579",2437,999,2
"580",2617,333,3
"581",623,53,4
"582",420,67,4
"583",2713,42,2
"584",898,769,3
"585",142,609,4
"586",2794,369,4
"587",821,68,4
"588",1658,759,5
"589",534,725,4
"590",668,241,2
"591",973,998,5
"592",2555,443,4
"593",2757,537,5
"594",2925,978,4
"595",2766,849,5
"596",380,674,3
"597",1292,136,3
"598",392,335,4
"599",2946,838,3
"600",2458,315,4
"601",2824,259,4
"602",261,555,4
"603",1330,352,2
"604",546,669,5
"605",2785,810,4
"606",48,334,4
"607",1418,35,3
"608",1946,700,4
"609",1953,506,5
"610",2042,829,5
"611",1212,826,2
"612",828,492,4
"613",26,1016,2
"614",2776,588,4
"615",1256,588,5
"616",1329,245,3
"617",2630,450,4
"618",2081,451,4
"619",2225,217,4
"620",578,604,4
"621",2467,343,3
"622",2551,832,2
"623",796,68,4
"624",2916,433,3
"625",1295,560,1
"626",1099,17,4
"627",42,141,3
"628",2229,808,4
"629",1641,121,5
"630",609,127,3
"631",848,367,3
"632",2287,971,4
"633",196,121,5
"634",2473,462,4
"635",2813,652,3
"636",1348,521,4
"637",1620,950,1
"638",2682,744,4
"639",1521,142,3
"640",2646,939,5
"641",1572,474,4
"642",26,564,3
"643",754,596,4
"644",2666,816,5
"645",2033,304,3
"646",2671,549,4
"647",1306,195,3
"648",1698,928,4
"649",152,867,5
"650",241,337,3
"651",2667,603,5
"652",2558,207,3
"653",1411,577,5
"654",2115,465,3
"655",735,471,4
"656",2696,380,3
"657",2753,949,4
"658",2062,210,3
"659",992,281,4
"660",494,232,5
"661",2177,506,5
"662",1947,370,4
"663",2933,753,3
"664",2408,687,5
"665",2690,810,4
"666",2301,1032,4
"667",795,572,3
"668",2197,813,3
"669",1343,197,3
"670",2574,847,4
"671",2350,35,4
"672",331,24,3
"673",1938,263,4
"674",405,903,3
"675",480,233,4
"676",2786,135,3
"677",143,580,4
"678",2278,81,3
"679",1167,869,5
"680",2496,667,4
"681",1576,346,3
"682",259,726,4
"683",1508,169,4
"684",808,902,3
"685",1037,234,4
"686",1456,965,3
"687",2152,370,5
"688",2279,556,3
"689",732,863,5
"690",1815,74,4
"691",1153,969,5
"692",1718,439,5
"693",2070,107,3
"694",2157,210,4
"695",1553,204,5
"696",2885,850,3
"697",2969,500,3
"698",2577,5,4
"699",562,650,5
"700",2915,334,3
"701",1748,806,3
"702",1182,292,4
"703",2075,1010,1
"704",2331,218,5
"705",384,208,4
"706",464,949,3
"707",1804,955,3
"708",2256,569,3
"709",1136,529,3
"710",2588,32,4
"711",2007,847,5
"712",2816,25,3
"713",1060,400,4
"714",2049,571,4
"715",1102,392,3
"716",1350,137,4
"717",2428,830,5
"718",74,866,4
"719",2875,508,2
"720",113,188,3
"721",263,613,4
"722",2977,965,2
"723",1291,431,5
"724",1893,447,3
"725",2625,830,3
"726",65,67,2
"727",41,587,3
"728",2421,860,3
"729",1700,275,4
"730",418,974,4
"731",1632,625,5
"732",2328,229,4
"733",1415,496,5
"734",93,432,5
"735",1473,365,4
"736",2703,121,3
"737",435,768,4
"738",2298,573,5
"739",2444,297,4
"740",531,241,3
"741",2893,95,5
"742",2019,1029,3
"743",1627,315,5
"744",2744,36,4
"745",2276,635,5
"746",2563,619,4
"747",1565,443,4
"748",1285,382,4
"749",1407,136,4
"750",534,657,1
"751",281,499,4
"752",1733,601,5
"753",917,719,4
"754",2837,230,3
"755",346,823,3
"756",2652,992,4
"757",282,800,4
"758",914,297,3
"759",46,444,3
"760",1079,812,5
"761",157,312,2
"762",2970,491,2
"763",1062,177,5
"764",2689,454,3
"765",2198,1030,3
"766",1250,768,4
"767",457,251,5
"768",2457,486,4
"769",71,688,3
"770",111,1033,5
"771",628,847,1
"772",661,587,4
"773",1624,729,3
"774",831,541,5
"775",437,614,2
"776",2328,100,1
"777",732,247,4
"778",2948,172,4
"779",2043,787,5
"780",481,978,2
"781",1683,166,4
"782",854,755,3
"783",164,45,5
"784",679,100,2
"785",1969,626,4
"786",1592,172,5
"787",425,90,3
"788",1549,70,3
"789",2216,709,5
"790",1139,695,4
"791",246,72,4
"792",2399,43,3
"793",2436,617,3
"794",602,229,3
"795",1043,343,4
"796",2139,169,4
"797",789,942,3
"798",574,353,3
"799",387,937,4
"800",127,766,5
"801",2790,495,4
"802",436,137,4
"803",2430,497,3
"804",1482,1000,4
"805",2726,836,3
"806",753,831,5
"807",136,650,5
"808",2252,130,3
"809",1809,424,3
"810",651,121,4
"811",981,79,5
"812",410,606,1
"813",1954,13,4
"814",32,883,2
"815",277,997,3
"816",2297,304,3
"817",2787,532,5
"818",1763,869,5
"819",2883,619,3
"820",2615,73,5
"821",2967,862,4
"822",2754,830,1
"823",2086,439,4
"824",1672,1029,5
"825",2769,208,4
"826",2899,633,2
"827",925,538,5
"828",2695,62,5
"829",1762,811,4
"830",1930,494,3
"831",2835,667,2
"832",330,521,4
"833",23,856,4
"834",2688,576,1
"835",2464,173,4
"836",550,474,5
"837",1064,841,2
"838",158,137,2
"839",702,840,5
"840",106,855,4
"841",485,232,5
"842",1073,159,1
"843",357,310,3
"844",512,495,5
"845",795,866,4
"846",2768,702,5
"847",1899,627,4
"848",24,35,4
"849",1291,273,4
"850",1924,266,3
"851",1806,947,4
"852",844,123,1
"853",625,1017,3
"854",425,197,4
"855",2831,506,4
"856",1632,285,5
"857",1852,578,4
"858",2431,583,4
"859",1851,792,5
"860",783,231,4
"861",1873,969,1
"862",797,173,3
"863",2229,1003,5
"864",2915,478,3
"865",2506,88,4
"866",489,206,4
"867",11,629,2
"868",1243,250,4
"869",602,492,3
"870",2628,309,3
"871",483,382,1
"872",1352,671,5
"873",1038,445,3
"874",898,12,2
"875",1211,72,4
"876",709,767,4
"877",607,206,4
"878",43,950,3
"879",670,529,4
"880",2043,333,4
"881",224,399,5
"882",2424,528,3
"883",547,836,5
"884",1054,860,4
"885",2347,669,3
"886",2686,438,3
"887",1815,608,3
"888",2765,900,5
"889",720,864,5
"890",664,926,3
"891",1801,217,4
"892",401,934,3
"893",879,515,2
"894",357,751,4
"895",736,467,3
"896",464,268,3
"897",1450,725,3
"898",2432,253,2
"899",1293,542,4
"900",2557,604,4
"901",199,688,3
"902",1115,812,5
"903",2331,687,5
"904",1565,29,4
"905",338,95,4
"906",1440,570,4
"907",1001,911,4
"908",2686,972,5
"909",2790,742,2
"910",158,989,5
"911",398,592,2
"912",1417,910,3
"913",932,683,3
"914",2871,680,5
"915",2324,525,3
"916",783,941,5
"917",2931,614,4
"918",2234,983,3
"919",2792,905,4
"920",1829,932,4
"921",1585,979,4
"922",798,209,5
"923",2094,827,2
"924",2857,147,5
"925",2987,636,3
"926",132,396,4
"927",847,116,2
"928",139,49,3
"929",322,60,4
"930",808,427,4
"931",2369,187,3
"932",164,924,4
"933",155,141,3
"934",1216,311,1
"935",2270,81,4
"936",289,212,5
"937",1402,544,4
"938",101,438,3
"939",131,214,4
"940",512,984,3
"941",592,431,3
"942",2559,118,5
"943",2817,951,4
"944",2030,972,5
"945",426,683,4
"946",785,88,5
"947",2991,497,3
"948",2962,250,5
"949",2461,954,3
"950",2022,106,2
"951",2156,681,4
"952",1201,246,3
"953",2114,850,5
"954",1331,178,5
"955",400,905,5
"956",2886,972,2
"957",2391,480,3
"958",178,613,3
"959",1541,958,3
"960",1500,1032,4
"961",1230,439,3
"962",2527,761,3
"963",449,699,3
"964",1958,413,4
"965",2197,764,4
"966",2677,781,3
"967",479,372,2
"968",1055,577,4
"969",2986,426,3
"970",1015,292,3
"971",126,310,3
"972",206,887,3
"973",2735,736,4
"974",70,277,4
"975",1640,875,5
"976",346,974,3
"977",1725,128,5
"978",1653,904,3
"979",1173,342,3
"980",1102,702,4
"981",1992,672,5
"982",665,717,4
"983",2704,1033,3
"984",691,35,2
"985",1609,892,2
"986",1901,333,5
"987",59,2,4
"988",1765,865,5
"989",1197,850,5
"990",996,725,4
"991",854,370,5
"992",2742,101,4
"993",1952,632,4
"994",1054,584,5
"995",1293,55,4
"996",2713,829,4
"997",753,36,5
"998",975,475,5
"999",2621,147,4
"1000",2207,531,3
"1001",2212,839,1
"1002",1651,574,5
"1003",2489,748,4
"1004",1566,450,4
"1005",839,770,4
"1006",2714,1000,3
"1007",83,778,1
"1008",1553,668,5
"1009",2298,469,5
"1010",2480,822,4
"1011",2744,236,4
"1012",184,440,4
"1013",437,822,5
"1014",1853,911,5
"1015",753,380,4
"1016",654,417,5
"1017",110,465,3
"1018",1193,836,5
"1019",2769,297,5
"1020",1577,532,3
"1021",1437,416,4
"1022",2067,175,4
"1023",2893,376,1
"1024",2856,1029,5
"1025",457,770,4
"1026",2520,441,3
"1027",2883,371,5
"1028",795,951,3
"1029",638,211,4
"1030",848,396,2
"1031",684,485,4
"1032",2719,444,4
"1033",2653,693,3
"1034",2316,897,3
"1035",2564,510,4
"1036",93,31,5
"1037",47,926,3
"1038",923,598,5
"1039",2665,140,3
"1040",66,161,5
"1041",1475,825,4
"1042",2769,14,5
"1043",818,78,5
"1044",2169,802,1
"1045",1020,886,4
"1046",454,605,4
"1047",2916,145,5
"1048",1907,259,4
"1049",1194,568,2
"1050",2039,48,3
"1051",465,836,5
"1052",2906,613,3
"1053",1350,310,4
"1054",26,563,3
"1055",2610,372,2
"1056",2265,423,4
"1057",861,151,3
"1058",2049,250,5
"1059",1299,748,4
"1060",202,156,4
"1061",2460,107,5
"1062",496,397,5
"1063",401,145,5
"1064",1628,40,5
"1065",1407,626,4
"1066",888,739,5
"1067",2009,650,5
"1068",2567,944,1
"1069",748,589,3
"1070",346,610,4
"1071",241,839,3
"1072",1886,251,4
"1073",350,693,4
"1074",3000,255,3
"1075",1448,531,4
"1076",2381,630,5
"1077",2767,210,3
"1078",1327,232,5
"1079",1148,327,2
"1080",2798,732,3
"1081",2705,101,4
"1082",303,5,2
"1083",504,65,5
"1084",2115,425,3
"1085",526,908,4
"1086",822,60,5
"1087",1107,532,3
"1088",1313,7,2
"1089",1102,454,3
"1090",2480,1017,4
"1091",1993,734,4
"1092",2701,26,4
"1093",2099,294,3
"1094",523,69,3
"1095",1889,30,3
"1096",1016,546,3
"1097",1411,517,4
"1098",2698,185,5
"1099",187,260,3
"1100",1470,514,3
"1101",1140,867,5
"1102",1884,279,4
"1103",2586,390,4
"1104",2516,688,5
"1105",1237,585,2
"1106",558,537,4
"1107",1245,172,4
"1108",2775,13,3
"1109",564,759,5
"1110",2237,981,3
"1111",2941,870,5
"1112",1068,94,3
"1113",1944,62,4
"1114",2725,273,3
"1115",2827,973,3
"1116",1854,718,4
"1117",2002,349,2
"1118",1743,789,5
"1119",2107,103,4
"1120",1704,497,3
"1121",494,581,4
"1122",2329,787,5
"1123",2132,941,5
"1124",2632,61,4
"1125",2658,187,3
"1126",776,558,4
"1127",147,533,5
"1128",2671,180,5
"1129",2406,204,5
"1130",1252,248,1
"1131",2841,867,4
"1132",1391,897,4
"1133",11,485,2
"1134",293,728,3
"1135",2470,867,3
"1136",1913,353,5
"1137",1213,880,3
"1138",1848,129,5
"1139",119,947,2
"1140",744,973,4
"1141",2173,337,2
"1142",2765,634,4
"1143",1889,740,4
"1144",783,480,4
"1145",2705,15,4
"1146",2182,1003,4
"1147",242,834,2
"1148",810,956,4
"1149",1480,92,3
"1150",93,663,5
"1151",2898,355,4
"1152",48,997,4
"1153",1371,248,2
"1154",2335,335,4
"1155",2769,304,5
"1156",1486,635,5
"1157",197,249,5
"1158",1287,557,5
"1159",1042,688,2
"1160",1747,172,3
"1161",2769,491,2
"1162",1711,49,4
"1163",88,703,4
"1164",365,208,4
"1165",2473,361,3
"1166",1340,320,2
"1167",167,825,3
"1168",1001,982,4
"1169",2998,852,5
"1170",315,471,4
"1171",1235,241,4
"1172",302,943,4
"1173",1075,130,5
"1174",969,473,5
"1175",2157,725,3
"1176",579,935,4
"1177",1642,356,4
"1178",81,670,5
"1179",2370,949,5
"1180",2592,832,4
"1181",748,612,3
"1182",811,448,2
"1183",2048,939,5
"1184",2323,978,5
"1185",2056,815,4
"1186",447,430,4
"1187",921,823,4
"1188",328,601,5
"1189",682,807,3
"1190",167,140,3
"1191",2993,283,4
"1192",2302,747,4
"1193",593,398,4
"1194",119,925,3
"1195",2926,508,3
"1196",866,583,4
"1197",278,350,4
"1198",2060,416,4
"1199",2497,54,5
"1200",1594,9,4
"1201",1044,979,3
"1202",2366,703,4
"1203",495,496,5
"1204",1466,448,5
"1205",2919,740,3
"1206",2154,1011,4
"1207",2742,743,5
"1208",680,242,4
"1209",2413,433,4
"1210",1629,138,5
"1211",2426,95,5
"1212",685,494,2
"1213",2878,775,5
"1214",535,63,5
"1215",1726,218,4
"1216",1348,408,5
"1217",2788,62,3
"1218",2359,609,5
"1219",1668,323,5
"1220",2924,888,5
"1221",2215,557,4
"1222",1361,1019,5
"1223",2824,368,4
"1224",437,306,3
"1225",25,422,5
"1226",1338,789,5
"1227",2203,600,4
"1228",2024,355,5
"1229",2492,48,4
"1230",777,42,3
"1231",1347,674,3
"1232",1413,251,4
"1233",943,334,4
"1234",1039,241,4
"1235",2871,228,5
"1236",498,428,1
"1237",629,572,3
"1238",1149,147,5
"1239",596,487,4
"1240",1564,155,4
"1241",1295,13,4
"1242",143,293,3
"1243",2221,916,4
"1244",1178,658,5
"1245",2687,906,2
"1246",270,647,4
"1247",1670,23,5
"1248",779,31,3
"1249",162,1004,5
"1250",1942,372,1
"1251",433,494,3
"1252",2528,217,2
"1253",2354,322,5
"1254",73,917,3
"1255",1984,1016,3
"1256",815,697,5
"1257",528,671,5
"1258",1180,806,5
"1259",2212,423,4
"1260",1201,811,3
"1261",2833,862,4
"1262",985,333,5
"1263",584,598,5
"1264",350,911,5
"1265",2352,174,3
"1266",2869,221,5
"1267",1961,513,3
"1268",332,725,3
"1269",2718,92,5
"1270",2982,63,3
"1271",941,224,3
"1272",1629,762,5
"1273",2301,219,1
"1274",2023,885,3
"1275",2387,632,2
"1276",886,543,3
"1277",42,614,2
"1278",367,824,5
"1279",776,369,2
"1280",848,747,3
"1281",1406,82,2
"1282",2961,888,5
"1283",2981,966,4
"1284",1899,126,5
"1285",37,15,4
"1286",644,57,5
"1287",1985,668,4
"1288",356,528,3
"1289",1751,491,2
"1290",130,561,5
"1291",648,48,4
"1292",2430,695,4
"1293",2632,877,3
"1294",871,1019,3
"1295",2835,927,5
"1296",2995,28,5
"1297",1750,688,4
"1298",16,388,4
"1299",265,271,5
"1300",273,370,2
"1301",1358,928,3
"1302",2960,790,3
"1303",1346,325,3
"1304",2104,996,5
"1305",1644,897,3
"1306",1043,330,4
"1307",1785,297,4
"1308",1570,278,3
"1309",1383,264,4
"1310",2136,289,4
"1311",2782,853,4
"1312",1884,241,5
"1313",2783,114,4
"1314",111,450,4
"1315",101,537,5
"1316",795,1007,5
"1317",1904,257,3
"1318",2194,370,4
"1319",1832,399,4
"1320",2650,584,5
"1321",2365,494,5
"1322",2311,478,3
"1323",1329,646,3
"1324",1774,57,5
"1325",564,18,1
"1326",2447,317,3
"1327",522,123,3
"1328",1228,198,3
"1329",1936,819,3
"1330",183,15,4
"1331",1063,632,5
"1332",480,153,4
"1333",884,67,4
"1334",2993,203,3
"1335",1058,831,2
"1336",2659,977,4
"1337",1573,364,3
"1338",1854,480,3
"1339",2757,432,3
"1340",1224,89,5
"1341",272,717,3
"1342",645,496,5
"1343",158,672,5
"1344",2400,749,3
"1345",80,364,3
"1346",1267,984,5
"1347",2562,578,3
"1348",1533,541,4
"1349",2627,676,4
"1350",1388,90,4
"1351",1003,816,4
"1352",1337,1006,3
"1353",2653,649,2
"1354",2123,459,3
"1355",1524,840,3
"1356",2786,887,2
"1357",2956,622,3
"1358",2674,1,3
"1359",2720,2,5
"1360",2464,946,3
"1361",2983,985,4
"1362",593,492,2
"1363",1556,122,3
"1364",667,1006,4
"1365",2044,209,4
"1366",2660,696,4
"1367",1045,386,3
"1368",2190,607,5
"1369",529,5,5
"1370",2064,169,4
"1371",2818,408,5
"1372",2679,67,4
"1373",859,372,3
"1374",2254,37,3
"1375",454,445,3
"1376",1456,702,5
"1377",962,461,5
"1378",2082,478,4
"1379",554,693,3
"1380",1600,870,3
"1381",755,592,4
"1382",664,327,3
"1383",2147,121,5
"1384",327,228,5
"1385",2028,369,5
"1386",1149,966,5
"1387",564,2,2
"1388",2089,557,5
"1389",1626,810,3
"1390",2890,693,3
"1391",438,732,4
"1392",838,91,4
"1393",2100,516,5
"1394",680,779,4
"1395",976,421,5
"1396",2431,676,5
"1397",2020,927,4
"1398",2374,208,5
"1399",2943,115,3
