"","X1_validation","X2_validation","Y_validation_add1"
"307",1291,69,3.24927610312764
"308",2144,837,3.79481676990932
"309",2,27,2.08856673501882
"310",1693,105,3.97265963653308
"311",2293,845,3.21937751208805
"312",2892,701,4.23418645721922
"313",326,547,3.10812305706737
"314",2889,867,3.76766840819701
"315",122,932,2.85504525315577
"316",1761,439,5.13390168889775
"317",1602,1003,3.05773022261058
"318",2870,1002,2.97302525358005
"319",514,19,1.97591174580683
"320",1356,566,5.12222626082582
"321",80,513,0.963390664400329
"322",783,555,3.00444770183776
"323",2579,20,4.07464824616548
"324",1986,55,0.948598154615374
"325",2057,304,1.82517239890773
"326",1645,979,2.7991715072865
"327",1434,578,3.04259996323027
"328",1525,694,4.12956583229411
"329",2386,681,2.71422115482217
"330",2437,1011,5.15295609240466
"331",199,982,3.93582077966848
"332",752,312,3.99775547396774
"333",2630,1003,2.95667500917284
"334",1003,863,4.96805566462367
"335",2897,397,3.11204573380657
"336",966,703,3.21959346190992
"337",2396,928,5.02143594966171
"338",262,743,3.99109411026234
"339",2815,560,2.09791155296832
"340",234,93,4.10254256934158
"341",172,506,3.95590396012744
"342",524,1033,4.81904515133023
"343",153,36,2.71487061409194
"344",1064,450,3.14450021993957
"345",598,189,1.77941322311596
"346",2919,532,5.18176695920651
"347",943,126,3.82268862597786
"348",1904,480,4.02959386138725
"349",629,319,3.20405094065501
"350",2602,18,3.02268889231959
"351",1479,137,3.2684678171957
"352",2313,208,4.97877981999169
"353",378,228,4.07488804675595
"354",2042,658,4.90127253772723
"355",1531,327,3.88381916579776
"356",21,974,5.23984158851165
"357",1100,553,1.08830747176077
"358",249,906,2.93710278160403
"359",592,445,4.1003184720793
"360",1473,43,4.15944883008681
"361",2536,205,0.928086090993302
"362",139,907,2.272122532355
"363",2535,297,4.08233768248893
"364",747,1018,3.98431425130672
"365",2424,477,3.75703735539301
"366",1776,458,3.03649465818855
"367",491,435,3.86762397505535
"368",1197,791,5.24423409498487
"369",2768,618,2.89622407466429
"370",379,638,5.12131327487421
"371",2551,81,3.23457854210129
"372",332,840,3.13797729750607
"373",1271,275,4.12865204481327
"374",813,448,2.85743719201348
"375",2711,491,3.89188738594514
"376",2707,712,4.0692159058475
"377",1574,416,2.14355882140645
"378",337,310,4.0870197405058
"379",1006,15,3.01647211885362
"380",737,663,5.03136870674801
"381",217,55,3.8416521496171
"382",202,334,3.88865575315665
"383",1735,395,1.80927885679788
"384",1216,72,2.82380822089049
"385",2433,616,5.06485144445596
"386",909,232,5.02652656088625
"387",1450,836,2.85031739583834
"388",299,494,3.87193595028749
"389",2432,929,3.96880624936133
"390",1749,261,3.97502945774279
"391",1429,60,3.97516005573452
"392",584,435,4.88355963416448
"393",298,170,3.95329164709728
"394",272,273,3.15075133689059
"395",1067,756,3.96016943620021
"396",1587,546,3.13626051351255
"397",740,552,4.2415443247512
"398",321,643,4.01717345374924
"399",542,238,5.04344116597096
"400",806,358,5.02703205146508
"401",1519,1021,5.14225740566515
"402",216,674,0.788665765345359
"403",2421,674,4.17494477601666
"404",2117,572,5.01034788222407
"405",26,813,5.09251969677932
"406",2337,941,3.95254856808827
"407",1592,974,1.9537125268973
"408",161,848,4.04762059442138
"409",265,616,3.68677415112498
"410",2516,686,2.95696947948182
"411",2124,192,2.04344754986529
"412",1112,264,4.83641155978283
"413",1332,286,3.97091576797926
"414",2888,650,4.17745523254688
"415",1486,488,3.92351449598421
"416",652,982,4.01035670020832
"417",1783,673,4.14511409671448
"418",1321,643,4.1918797007757
"419",797,68,3.11728696097194
"420",1008,770,4.16537252652421
"421",2903,770,5.01276057565235
"422",922,672,2.86503701940633
"423",688,791,3.10186713031126
"424",996,632,4.1131929988851
"425",2387,245,2.93187260969895
"426",2284,822,5.0818087005433
"427",2172,39,2.95702261465428
"428",2060,835,2.92959337480242
"429",2100,929,5.0106643812303
"430",2125,657,2.91141771882308
"431",1581,946,3.82379695578438
"432",196,40,3.84493697421888
"433",212,448,5.09564629960681
"434",2676,53,5.02015824731419
"435",1067,703,5.0489453228141
"436",2923,297,3.78335386481413
"437",1203,388,2.98016960793718
"438",2843,589,3.0827387363719
"439",876,881,2.0132872063777
"440",1734,682,4.93383843264522
"441",1460,224,3.08795368080896
"442",2058,196,5.13803483053438
"443",699,107,3.09016780152619
"444",2690,202,5.04515239546646
"445",551,668,3.77572799237381
"446",155,426,2.16187251727639
"447",734,433,5.26886398592842
"448",2167,345,1.93801237547601
"449",2424,780,4.17419711099215
"450",2216,128,3.95932544322187
"451",1733,905,3.93766279758616
"452",2103,679,3.92362028026558
"453",2711,885,2.90896861235142
"454",2239,818,3.10741468355997
"455",237,408,2.83629477356993
"456",405,828,3.16354647895192
"457",37,126,5.1325168166512
"458",143,660,4.25909076129485
"459",2995,890,3.06803635392647
"460",514,109,2.93490586277134
"461",2079,737,4.08076833942527
"462",21,762,5.00585817342458
"463",2647,242,3.99578940803948
"464",1853,400,4.85887852336652
"465",638,217,2.83888604724399
"466",2729,248,2.09015332241121
"467",840,536,5.02278078345007
"468",688,582,1.95990318264455
"469",2525,478,3.00812476051468
"470",1394,175,4.93454757925893
"471",26,374,4.14459654187303
"472",814,622,3.78104092831449
"473",1891,5,2.95786466080529
"474",2711,1028,2.82361403780121
"475",2180,86,1.15333746929997
"476",531,705,2.00312432581764
"477",720,37,4.97813106874836
"478",1415,888,4.01591184767237
"479",1380,617,3.84924020739661
"480",2217,594,2.24404080531974
"481",2388,760,4.25104662592995
"482",805,28,3.10640777120616
"483",1085,175,4.87434855976127
"484",1761,117,5.07725261237526
"485",2906,563,4.17682531015737
"486",2535,180,5.00142373106301
"487",345,422,4.20229352813235
"488",2449,456,3.94449636500998
"489",1628,36,4.97573762881543
"490",1667,211,4.91044649441561
"491",2545,636,3.92886522976582
"492",1567,926,3.20678729534608
"493",135,860,3.92769112526301
"494",1512,165,4.85021116754897
"495",44,700,1.88086206226927
"496",744,428,2.7674199001331
"497",753,739,5.12976441414076
"498",586,820,3.12937616403861
"499",1058,396,3.79054577496596
"500",518,949,2.86327909282446
"501",2817,59,4.21071141132215
"502",1362,419,3.99823549826974
"503",417,912,2.1611666399833
"504",458,96,4.95492988541117
"505",2976,752,0.98970416946489
"506",1579,497,3.11330897868138
"507",401,966,5.14275552628539
"508",1818,228,4.08800223764554
"509",693,549,4.09454802359271
"510",2595,138,2.09294253916696
"511",1246,547,4.12397302223035
"512",2758,770,4.82586014365304
"513",652,831,4.13073766228171
"514",1657,116,1.20679478934409
"515",123,64,2.95341309226278
"516",1864,197,2.87996224615131
"517",2042,449,5.19183789663759
"518",2797,767,2.92699052624588
"519",457,21,5.26144020827784
"520",128,81,3.03538091481299
"521",2908,407,3.98740430806414
"522",1186,595,5.08149237945954
"523",519,572,2.16384086418233
"524",2307,555,3.92346532965123
"525",1416,108,0.719788023920152
"526",1848,902,4.14062548661403
"527",910,323,4.89702866097433
"528",430,813,4.13635990468241
"529",1460,409,2.028624801277
"530",1886,82,2.8972217475626
"531",838,18,3.95345590771499
"532",1954,371,2.93748386402442
"533",2797,823,3.0305694482399
"534",106,869,4.01933801755042
"535",2882,215,2.94503972922953
"536",1005,492,1.90866784415767
"537",713,326,4.94748256328298
"538",1225,967,5.12284824966657
"539",2216,30,4.88365159590454
"540",1054,679,3.98062413117136
"541",1634,927,2.83746273813462
"542",1901,638,4.95955546298546
"543",1829,93,2.74049674339199
"544",2685,941,3.99548650906554
"545",2742,510,3.79382854272108
"546",2621,211,4.84970174259368
"547",795,913,3.95033531131784
"548",428,1010,3.90174768070661
"549",1697,878,4.04650113693278
"550",2647,228,3.95687922757279
"551",411,193,4.98609662627382
"552",2639,213,5.16117722546206
"553",2742,80,4.05354646897753
"554",2632,644,4.95331028887879
"555",104,376,1.80945199176413
"556",332,256,2.80614103555705
"557",1867,285,4.20917743497361
"558",1507,382,3.89052030549183
"559",2042,594,4.0558435751734
"560",1126,173,3.06892031732212
"561",1527,515,5.02044450673075
"562",1928,169,3.12760476154948
"563",2936,621,5.14284844242719
"564",411,674,1.07821790308088
"565",1304,81,3.98094160209416
"566",1459,564,3.87462591525212
"567",2658,810,3.87005256274446
"568",1250,600,4.16138577641378
"569",2592,57,2.79379589541739
"570",1916,506,5.10557466611643
"571",2303,709,3.92778524153144
"572",2776,447,2.81885536992603
"573",328,706,4.0125023056631
"574",2212,1028,1.10605880729412
"575",2102,945,3.87018062509021
"576",1817,72,4.13013293559434
"577",417,735,3.85201027244914
"578",2708,147,5.04846610602082
"579",2437,999,2.06932356771591
"580",2617,333,2.97466407726521
"581",623,53,3.94821076085215
"582",420,67,3.99464272363538
"583",2713,42,1.95131668590888
"584",898,769,2.77180353958848
"585",142,609,3.88103930155494
"586",2794,369,4.04024080740875
"587",821,68,4.02823404028932
"588",1658,759,5.23684047150828
"589",534,725,3.91529242751102
"590",668,241,1.84352891891232
"591",973,998,4.86413491035558
"592",2555,443,4.10495450255943
"593",2757,537,5.06491096652632
"594",2925,978,3.65904502955817
"595",2766,849,4.95196164389608
"596",380,674,3.35355266778742
"597",1292,136,2.94320210797399
"598",392,335,4.02391444302147
"599",2946,838,2.94579703552026
"600",2458,315,4.23020228978774
"601",2824,259,4.1813699309089
"602",261,555,3.88582973647315
"603",1330,352,2.02408713749259
"604",546,669,4.87691549726326
"605",2785,810,4.04769356363627
"606",48,334,3.85836734425539
"607",1418,35,2.87160156083395
"608",1946,700,4.08961278223284
"609",1953,506,5.15482514466819
"610",2042,829,4.88256062555841
"611",1212,826,1.82097746489342
"612",828,492,3.92841085289832
"613",26,1016,2.05957772186664
"614",2776,588,3.94327000200871
"615",1256,588,4.79807591154461
"616",1329,245,3.06284134306429
"617",2630,450,3.94347962251944
"618",2081,451,4.12993038403935
"619",2225,217,4.00713669668558
"620",578,604,3.80725731748674
"621",2467,343,2.79561249547112
"622",2551,832,2.16312053756453
"623",796,68,4.05283473997533
"624",2916,433,3.10780326267712
"625",1295,560,0.887200933908151
"626",1099,17,3.98162591133044
"627",42,141,2.92381380248953
"628",2229,808,3.70802513422265
"629",1641,121,5.14232477014634
"630",609,127,2.93984014048028
"631",848,367,3.14756150916052
"632",2287,971,4.12125652195823
"633",196,121,4.94448247836946
"634",2473,462,4.02174777420722
"635",2813,652,3.2451749944537
"636",1348,521,3.81832000569683
"637",1620,950,0.887588462575869
"638",2682,744,4.08502229866987
"639",1521,142,2.95376431696076
"640",2646,939,4.7898679963091
"641",1572,474,4.00445083465228
"642",26,564,3.09395016057952
"643",754,596,3.76992729695216
"644",2666,816,4.97456827094595
"645",2033,304,2.87602996678643
"646",2671,549,4.07932390882353
"647",1306,195,3.08951029095124
"648",1698,928,3.90337545903926
"649",152,867,5.16307294969842
"650",241,337,2.96969472459227
"651",2667,603,5.22100785547226
"652",2558,207,3.02951752674752
"653",1411,577,5.18758744475262
"654",2115,465,2.84022202251164
"655",735,471,4.22828575295295
"656",2696,380,3.22870723167486
"657",2753,949,4.15051582651252
"658",2062,210,3.23224388264194
"659",992,281,3.70036523204311
"660",494,232,5.05095954986132
"661",2177,506,4.83912208147361
"662",1947,370,3.97876938348402
"663",2933,753,3.1917772372158
"664",2408,687,4.85688137831759
"665",2690,810,3.97659995670797
"666",2301,1032,3.91570924276473
"667",795,572,2.95574907312518
"668",2197,813,3.01521815319906
"669",1343,197,3.00740888211251
"670",2574,847,3.99414022046491
"671",2350,35,4.03545879218304
"672",331,24,3.19342440768647
"673",1938,263,4.09240554145567
"674",405,903,2.92134043182322
"675",480,233,3.93125803274608
"676",2786,135,3.02311987040912
"677",143,580,4.0982701975638
"678",2278,81,2.90844084877085
"679",1167,869,4.94704488182584
"680",2496,667,3.84563071160718
"681",1576,346,2.8367969948034
"682",259,726,4.21913439640437
"683",1508,169,3.79256043420036
"684",808,902,3.41331148817023
"685",1037,234,4.11807183272326
"686",1456,965,2.95449798820185
"687",2152,370,4.93011371850031
"688",2279,556,2.95144786749776
"689",732,863,5.01190160376802
"690",1815,74,4.06533357051089
"691",1153,969,4.92471965898627
"692",1718,439,4.98515474761221
"693",2070,107,2.98614762072345
"694",2157,210,3.92953309926835
"695",1553,204,5.02243151964013
"696",2885,850,3.10067780204793
"697",2969,500,3.05527083421321
"698",2577,5,3.91890839169716
"699",562,650,4.74008204699882
"700",2915,334,2.81137922712964
"701",1748,806,2.72187243628623
"702",1182,292,3.84951976886112
"703",2075,1010,1.06668223141741
"704",2331,218,4.87699383135755
"705",384,208,3.93587371944882
"706",464,949,3.22811237785832
"707",1804,955,2.95269164969698
"708",2256,569,2.97203251829332
"709",1136,529,3.04291329309686
"710",2588,32,3.7938683851283
"711",2007,847,5.05347315603532
"712",2816,25,3.12703337026726
"713",1060,400,3.90298153072921
"714",2049,571,4.04990862217074
"715",1102,392,3.13661594289677
"716",1350,137,4.03436850223577
"717",2428,830,5.04119930115072
"718",74,866,3.94947515888205
"719",2875,508,1.79226766093474
"720",113,188,3.12994320022998
"721",263,613,3.72966833157686
"722",2977,965,1.95363654981741
"723",1291,431,5.10774034791049
"724",1893,447,3.23187447460196
"725",2625,830,3.14794200488761
"726",65,67,2.01664714329433
"727",41,587,3.15552809614841
"728",2421,860,2.7947494832273
"729",1700,275,4.01710102106589
"730",418,974,4.12148318197053
"731",1632,625,5.0961585901797
"732",2328,229,4.07278088829623
"733",1415,496,4.95254732017406
"734",93,432,5.02543096886804
"735",1473,365,3.88197331398714
"736",2703,121,2.78314549011648
"737",435,768,3.74439353411547
"738",2298,573,5.05548901473934
"739",2444,297,4.00274941119183
"740",531,241,3.20610549947523
"741",2893,95,4.9445515459715
"742",2019,1029,3.02304130578148
"743",1627,315,4.87230800080122
"744",2744,36,4.25842319135045
"745",2276,635,4.9724463500805
"746",2563,619,3.93255316994911
"747",1565,443,4.04403496311338
"748",1285,382,4.08327458073684
"749",1407,136,3.99269864958446
"750",534,657,0.954025939426022
"751",281,499,3.92727858851805
"752",1733,601,4.81836841107232
"753",917,719,4.01540551245996
"754",2837,230,2.80817902872401
"755",346,823,3.05056398252934
"756",2652,992,4.15681307268996
"757",282,800,4.02446031834074
"758",914,297,3.13747890830299
"759",46,444,2.85349834808799
"760",1079,812,5.10664233434256
"761",157,312,1.81481563913207
"762",2970,491,2.17815986513005
"763",1062,177,5.04363194638799
"764",2689,454,3.10832437880986
"765",2198,1030,2.92517130877152
"766",1250,768,3.95132072111194
"767",457,251,4.69900137280741
"768",2457,486,4.0623231192339
"769",71,688,3.1571763984656
"770",111,1033,5.04828810988725
"771",628,847,1.18882917493995
"772",661,587,4.13717539139334
"773",1624,729,2.85644754478924
"774",831,541,5.15781339206309
"775",437,614,2.08182149009023
"776",2328,100,0.840140336403618
"777",732,247,4.13212189787578
"778",2948,172,3.80217088162579
"779",2043,787,4.93817927255023
"780",481,978,2.15454749404538
"781",1683,166,4.01115018343726
"782",854,755,2.73201603763046
"783",164,45,4.74435404220115
"784",679,100,1.90521588424993
"785",1969,626,3.67364096724654
"786",1592,172,5.11621021785976
"787",425,90,3.03556225565684
"788",1549,70,2.93867519934227
"789",2216,709,5.06580519882303
"790",1139,695,4.02789344570422
"791",246,72,3.86046700314381
"792",2399,43,2.73682243527826
"793",2436,617,3.09237254274478
"794",602,229,2.98067559085652
"795",1043,343,4.01190880517208
"796",2139,169,4.07970646463566
"797",789,942,2.90484616983488
"798",574,353,3.13498111066528
"799",387,937,4.1018287413271
"800",127,766,4.8009013820431
"801",2790,495,3.79727259534758
"802",436,137,4.13276265720738
"803",2430,497,2.84667547036493
"804",1482,1000,4.11962292018172
"805",2726,836,2.99570751620744
"806",753,831,5.0629581511441
"807",136,650,5.00965243999471
"808",2252,130,3.36121675148281
"809",1809,424,3.08896127517712
"810",651,121,4.09772788296796
"811",981,79,5.13465249935162
"812",410,606,1.10333611152474
"813",1954,13,4.00713689447583
"814",32,883,2.18459957033742
"815",277,997,3.14660216362339
"816",2297,304,3.11431759115022
"817",2787,532,5.01508682761601
"818",1763,869,5.20904742255989
"819",2883,619,2.67898839393495
"820",2615,73,4.79920999891643
"821",2967,862,3.86084441220682
"822",2754,830,1.03487510596383
"823",2086,439,4.231219183613
"824",1672,1029,4.90750322108672
"825",2769,208,3.89516501751004
"826",2899,633,1.96166990463736
"827",925,538,4.88881489082421
"828",2695,62,5.03341237038333
"829",1762,811,3.99779869114288
"830",1930,494,3.11434102944616
"831",2835,667,1.90986606838416
"832",330,521,3.9407176381842
"833",23,856,3.91108781776868
"834",2688,576,0.805770598206059
"835",2464,173,3.99034887528607
"836",550,474,5.14836654944115
"837",1064,841,1.83120974596278
"838",158,137,1.73453578686748
"839",702,840,4.94053494011023
"840",106,855,3.8964013076525
"841",485,232,4.9859955815879
"842",1073,159,0.971661948554313
"843",357,310,3.31355758388393
"844",512,495,5.21236552653122
"845",795,866,4.18951621948498
"846",2768,702,5.17888154460789
"847",1899,627,3.94443936258653
"848",24,35,4.00551213144134
"849",1291,273,3.94949392842174
"850",1924,266,3.21350686293085
"851",1806,947,4.18850137378777
"852",844,123,0.725004790005746
"853",625,1017,2.84541391969617
"854",425,197,3.78470471494163
"855",2831,506,3.92188045975796
"856",1632,285,5.00189790437655
"857",1852,578,4.01090973431829
"858",2431,583,4.15227856115895
"859",1851,792,5.17015191811106
"860",783,231,4.06545515176352
"861",1873,969,1.03566853317527
"862",797,173,3.10889011647593
"863",2229,1003,4.8880779739429
"864",2915,478,2.75260852891269
"865",2506,88,3.92120982297143
"866",489,206,4.15243303900906
"867",11,629,2.10156031942264
"868",1243,250,4.14257460662117
"869",602,492,2.7043273913909
"870",2628,309,2.86280935951213
"871",483,382,0.789046879076419
"872",1352,671,5.03362013245318
"873",1038,445,2.76960886349089
"874",898,12,2.13174451420657
"875",1211,72,4.11723162743565
"876",709,767,3.7849019025439
"877",607,206,3.99004683513127
"878",43,950,3.07005966668073
"879",670,529,4.13672898572766
"880",2043,333,3.9179555511418
"881",224,399,4.77209031645366
"882",2424,528,2.84654265920361
"883",547,836,5.30767912309793
"884",1054,860,4.05926012975252
"885",2347,669,2.77356055817011
"886",2686,438,2.80435804010042
"887",1815,608,3.13618356703403
"888",2765,900,4.76126596519547
"889",720,864,4.95238482712398
