"","X1_validation","X2_validation","Y_validation"
"416",168,458,4
"417",2048,241,5
"418",1571,146,2
"419",2672,458,5
"420",2908,113,5
"421",899,16,5
"422",988,229,4
"423",1421,56,1
"424",2751,317,4
"425",473,241,4
"426",2413,86,4
"427",396,600,3
"428",41,726,3
"429",2247,411,4
"430",1203,17,5
"431",1526,47,4
"432",686,760,3
"433",354,899,3
"434",2392,947,4
"435",700,117,4
"436",1366,952,4
"437",2592,365,3
"438",2931,465,5
"439",2688,193,3
"440",1374,1003,3
"441",1828,857,3
"442",1987,455,3
"443",2333,546,4
"444",15,594,3
"445",1518,516,1
"446",1126,760,4
"447",926,410,1
"448",865,655,3
"449",612,829,4
"450",757,419,4
"451",2602,452,3
"452",2208,354,5
"453",2722,126,5
"454",2652,852,3
"455",847,314,4
"456",756,330,3
"457",492,427,4
"458",750,110,2
"459",657,486,4
"460",2907,40,1
"461",1627,911,5
"462",39,35,4
"463",2751,603,3
"464",1641,192,2
"465",2989,957,4
"466",2674,857,3
"467",1832,423,4
"468",2464,34,4
"469",1215,254,3
"470",1820,825,3
"471",1271,870,4
"472",484,460,3
"473",1909,979,3
"474",1983,52,3
"475",2084,934,4
"476",1234,870,4
"477",1358,542,3
"478",2759,448,3
"479",2862,977,4
"480",1028,402,4
"481",1519,505,4
"482",707,212,4
"483",2457,217,4
"484",1762,770,3
"485",2005,272,3
"486",2176,5,5
"487",1156,507,4
"488",1854,476,4
"489",2705,273,4
"490",1222,439,3
"491",2891,670,3
"492",187,350,3
"493",2432,674,1
"494",2782,573,3
"495",969,553,4
"496",1501,285,3
"497",2601,53,5
"498",2412,40,3
"499",184,383,1
"500",2596,850,5
"501",2768,591,2
"502",252,629,3
"503",1623,853,5
"504",1146,829,5
"505",2681,83,3
"506",2147,1007,4
"507",2491,518,4
"508",730,444,3
"509",727,693,4
"510",1940,601,4
"511",2012,276,2
"512",1738,622,3
"513",1425,892,4
"514",935,950,4
"515",1203,1002,3
"516",1073,791,3
"517",1093,844,4
"518",2420,878,5
"519",1651,630,4
"520",1515,541,3
"521",1957,731,4
"522",1561,943,2
"523",806,221,1
"524",700,857,3
"525",286,875,3
"526",1643,916,5
"527",1807,374,4
"528",2986,506,2
"529",2527,364,4
"530",2702,110,3
"531",1613,921,3
"532",85,584,4
"533",2272,408,2
"534",694,629,4
"535",2963,785,5
"536",2772,862,4
"537",1348,929,4
"538",1481,705,5
"539",2951,910,4
"540",1939,939,2
"541",1749,719,3
"542",2368,1021,2
"543",2809,358,5
"544",2463,495,4
"545",450,229,3
"546",28,351,4
"547",1295,426,3
"548",1901,649,2
"549",33,701,4
"550",1341,771,2
"551",881,127,3
"552",587,816,5
"553",1683,906,3
"554",543,135,3
"555",2164,711,4
"556",485,877,4
"557",937,984,3
"558",2184,699,4
"559",2774,174,3
"560",1457,95,3
"561",1012,48,5
"562",170,749,3
"563",1030,846,3
"564",2902,336,4
"565",2728,364,1
"566",51,563,1
"567",500,472,3
"568",950,297,3
"569",2984,363,1
"570",2540,570,5
"571",2390,206,5
"572",2221,713,4
"573",1210,626,4
"574",814,8,1
"575",1207,487,4
"576",1618,720,3
"577",739,445,3
"578",2180,805,4
"579",1510,496,3
"580",1825,502,5
"581",25,791,4
"582",2694,20,4
"583",1187,421,4
"584",581,805,3
"585",1788,497,3
"586",266,1014,4
"587",422,243,3
"588",539,839,3
"589",1042,99,4
"590",2187,211,5
"591",2941,769,4
"592",1987,987,4
"593",2444,43,4
"594",2327,759,3
"595",1448,208,3
"596",2845,678,5
"597",661,61,3
"598",607,326,3
"599",702,94,3
"600",2348,372,2
"601",2954,430,4
"602",2133,989,3
"603",1847,955,3
"604",2800,354,2
"605",85,806,5
"606",2413,799,4
"607",2934,818,4
"608",352,903,3
"609",2160,940,2
"610",1694,400,3
"611",2564,1024,4
"612",85,381,3
"613",1663,996,5
"614",1744,814,4
"615",1436,364,4
"616",1816,835,4
"617",2051,545,4
"618",2043,582,4
"619",307,480,4
"620",2803,400,2
"621",1793,434,5
"622",726,682,5
"623",1002,775,3
"624",2062,727,5
"625",2133,79,3
"626",896,739,5
"627",2432,424,4
"628",1489,817,2
"629",2560,465,5
"630",1506,709,4
"631",1424,469,4
"632",368,108,5
"633",2547,994,3
"634",2502,416,3
"635",1117,340,3
"636",1763,607,4
"637",2730,550,3
"638",2060,61,5
"639",1230,48,4
"640",1386,21,2
"641",1266,646,4
"642",706,841,2
"643",1505,86,4
"644",1615,225,3
"645",389,350,4
"646",2753,787,4
"647",1392,839,4
"648",627,744,4
"649",1131,15,4
"650",526,176,4
"651",36,857,5
"652",2390,553,4
"653",2984,544,3
"654",2914,207,4
"655",381,572,4
"656",117,998,4
"657",1563,824,1
"658",2276,5,5
"659",1207,1034,4
"660",784,649,2
"661",133,748,5
"662",268,923,3
"663",2301,411,3
"664",980,946,4
"665",407,346,4
"666",816,996,5
"667",2847,324,4
"668",2681,628,3
"669",1290,824,4
"670",1788,997,4
"671",905,36,4
"672",2065,71,5
"673",2271,1013,4
"674",2828,901,3
"675",396,459,3
"676",5,800,4
"677",1445,6,4
"678",2586,194,4
"679",1126,401,3
"680",2215,293,4
"681",2952,390,3
"682",1901,832,3
"683",2523,745,4
"684",838,441,3
"685",1807,69,3
"686",434,424,3
"687",783,242,5
"688",1069,350,3
"689",101,810,3
"690",753,35,2
"691",569,687,4
"692",2736,848,5
"693",2410,1032,5
"694",2068,312,4
"695",1139,940,2
"696",1361,617,4
"697",100,165,2
"698",946,532,4
"699",2538,585,2
"700",2632,5,2
"701",2987,635,5
"702",1123,737,4
"703",2049,108,4
"704",412,110,3
"705",1338,808,4
"706",527,21,5
"707",2950,232,3
"708",44,152,2
"709",1953,103,3
"710",2316,365,3
"711",1126,1006,3
"712",1426,761,4
"713",2638,846,2
"714",2696,598,4
"715",2156,941,4
"716",1660,857,3
"717",1348,928,4
"718",1219,683,4
"719",774,609,5
"720",1613,149,5
"721",2386,324,5
"722",1699,354,5
"723",1111,212,5
"724",1983,743,5
"725",298,26,4
"726",1155,848,3
"727",1318,916,3
"728",827,576,3
"729",335,355,2
"730",2884,170,5
"731",2150,122,4
"732",678,1028,2
"733",2556,695,3
"734",2772,1032,4
"735",678,589,3
"736",1432,981,3
"737",703,190,2
"738",2521,604,4
"739",1535,630,4
"740",2891,172,3
"741",522,665,2
"742",420,190,3
"743",2466,331,4
"744",2279,446,1
"745",2723,448,2
"746",2792,814,5
"747",1924,414,4
"748",2155,850,5
"749",1505,365,3
"750",1443,926,3
"751",202,826,5
"752",1320,822,5
"753",2196,382,4
"754",2389,2,5
"755",170,327,4
"756",1787,888,5
"757",1955,730,3
"758",2784,329,3
"759",530,647,5
"760",1710,841,3
"761",2916,114,3
"762",2844,360,3
"763",2666,765,4
"764",2520,86,5
"765",1784,882,4
"766",915,51,2
"767",762,29,4
"768",1908,682,5
"769",2010,743,5
"770",2315,928,3
"771",413,488,3
"772",569,314,5
"773",1559,913,3
"774",1442,476,5
"775",1550,586,3
"776",2746,277,3
"777",2077,407,2
"778",707,958,2
"779",1865,304,2
"780",606,215,4
"781",2863,53,4
"782",790,827,4
"783",2793,80,4
"784",1739,1,3
"785",617,849,1
"786",2097,101,3
"787",2432,116,5
"788",1121,298,5
"789",2235,169,4
"790",684,232,5
"791",2496,818,2
"792",217,625,4
"793",1189,492,3
"794",2332,921,3
"795",1248,830,3
"796",1504,1003,3
"797",2541,513,4
"798",1012,240,3
"799",2012,501,5
"800",1065,576,4
"801",1363,292,2
"802",1714,161,3
"803",854,144,4
"804",849,660,4
"805",2653,212,5
"806",259,782,5
"807",2047,241,5
"808",1197,641,4
"809",2913,310,4
"810",1317,823,2
"811",2087,224,5
"812",2541,107,4
"813",1211,72,4
"814",2538,780,3
"815",401,275,1
"816",2038,928,4
"817",2944,587,5
"818",87,812,4
"819",331,171,3
"820",1380,684,3
"821",1111,397,4
"822",2368,719,4
"823",1272,242,4
"824",2541,296,4
"825",1791,739,5
"826",1458,162,2
"827",2146,496,3
"828",1811,363,4
"829",2038,277,3
"830",1415,490,3
"831",593,687,3
"832",2179,122,5
"833",766,84,3
"834",2805,84,3
"835",385,810,3
"836",2823,5,5
"837",1643,805,3
"838",2070,733,4
"839",285,116,3
"840",2866,810,4
"841",2931,1010,1
"842",1220,1029,5
"843",1626,899,3
"844",297,346,4
"845",1054,497,3
"846",1813,607,5
"847",1663,1017,3
"848",2605,769,2
"849",1475,356,3
"850",307,787,3
"851",255,422,5
"852",1343,209,4
"853",2314,247,4
"854",1069,325,4
"855",197,658,4
"856",1682,535,5
"857",256,173,3
"858",1146,639,5
"859",932,423,4
"860",2937,696,4
"861",2770,726,5
"862",1905,63,4
"863",716,169,5
"864",1773,150,1
"865",1020,254,4
"866",1917,984,5
"867",9,357,5
"868",189,1003,4
"869",424,773,3
"870",1951,978,5
"871",1070,509,3
"872",439,333,4
"873",953,484,5
"874",864,97,3
"875",1764,576,4
"876",2438,835,3
"877",2284,117,5
"878",1807,499,3
"879",1707,610,4
"880",912,365,3
"881",2913,406,5
"882",1381,388,3
"883",1452,351,4
"884",1858,911,5
"885",1364,392,4
"886",93,470,4
"887",1445,915,4
"888",1901,28,4
"889",2636,1019,4
"890",201,220,3
"891",1513,883,4
"892",774,88,5
"893",433,557,4
"894",92,636,3
"895",1219,541,4
"896",98,857,3
"897",753,1034,3
"898",2042,727,3
"899",153,916,4
"900",369,703,3
"901",1037,54,5
"902",633,724,4
"903",669,472,3
"904",1122,440,5
"905",627,618,3
"906",1445,424,4
"907",2503,99,3
"908",250,497,3
"909",1233,632,5
"910",2695,355,5
"911",1182,186,4
"912",95,491,4
"913",2863,318,3
"914",967,724,4
"915",1811,208,5
"916",2510,554,2
"917",1696,28,5
"918",1668,786,3
"919",720,917,5
"920",1690,255,3
"921",1933,538,5
"922",855,751,4
"923",2140,402,5
"924",1006,573,2
"925",1101,746,4
"926",798,196,2
"927",1454,1006,4
"928",2977,542,3
"929",1955,51,4
"930",2,60,4
"931",1274,498,3
"932",1712,180,5
"933",1667,829,4
"934",1333,966,3
"935",2320,445,4
"936",2400,374,5
"937",70,279,4
"938",1858,880,5
"939",1556,860,4
"940",2163,69,5
"941",1048,257,5
"942",1647,798,4
"943",1168,326,2
"944",1941,791,5
"945",1136,888,4
"946",2240,928,3
"947",1342,334,5
"948",2253,397,4
"949",667,195,4
"950",1699,964,4
"951",2321,390,3
"952",1230,805,3
"953",3000,965,1
"954",2974,557,5
"955",2567,155,4
"956",2908,416,4
"957",2313,6,5
"958",1173,941,3
"959",65,145,4
"960",1475,236,2
"961",2520,902,4
"962",1696,820,4
"963",1102,484,3
"964",1499,361,4
"965",357,145,5
"966",1682,674,5
"967",2629,392,5
"968",569,64,3
"969",2016,361,3
"970",2974,334,5
"971",2279,92,4
"972",2409,704,3
"973",2940,897,4
"974",765,400,3
"975",359,6,4
"976",1273,400,3
"977",1435,594,4
"978",456,374,5
"979",1807,316,2
"980",345,152,3
"981",2439,632,3
"982",1763,211,5
"983",151,624,4
"984",2826,831,5
"985",2760,823,3
"986",2073,258,3
"987",705,187,2
"988",189,892,3
"989",2839,387,5
"990",2556,659,2
"991",1921,277,4
"992",1285,154,4
"993",1888,319,3
"994",2100,604,5
"995",1304,17,3
"996",426,249,4
"997",2818,449,1
"998",2366,695,4
"999",1539,638,5
"1000",1898,885,4
"1001",958,13,1
"1002",2562,618,4
"1003",1112,1003,4
"1004",1673,905,3
"1005",1540,312,5
"1006",2575,566,5
"1007",719,761,2
"1008",2956,29,4
"1009",2312,121,4
"1010",2731,669,5
"1011",1424,173,1
"1012",1811,863,3
"1013",2514,655,4
"1014",2533,626,5
"1015",2312,115,2
"1016",2915,762,1
"1017",1688,28,4
"1018",1031,448,3
"1019",171,649,3
"1020",2274,669,3
"1021",1247,893,3
"1022",2211,1022,4
"1023",656,217,2
"1024",459,584,4
"1025",1964,363,4
"1026",915,519,3
"1027",708,450,3
"1028",1034,563,3
"1029",2174,210,2
"1030",1958,837,3
"1031",637,555,4
"1032",335,724,4
"1033",2005,258,4
"1034",1187,661,4
"1035",487,228,5
"1036",1334,681,5
"1037",372,826,5
"1038",2143,757,5
"1039",996,421,5
"1040",2520,499,3
"1041",2509,75,4
"1042",2816,178,2
"1043",2848,884,3
"1044",412,53,3
"1045",2530,687,4
"1046",359,1009,5
"1047",992,792,3
"1048",2934,363,4
"1049",2057,443,2
"1050",454,814,5
"1051",1774,652,3
"1052",2291,566,3
"1053",1412,761,5
"1054",627,645,2
"1055",2747,937,4
"1056",500,507,5
"1057",337,747,4
"1058",1182,165,5
"1059",1779,588,1
"1060",2910,532,1
"1061",1375,579,4
"1062",1809,1024,3
"1063",294,932,2
"1064",625,458,4
"1065",2529,585,2
"1066",46,847,4
"1067",350,396,4
"1068",963,541,4
"1069",996,156,5
"1070",2835,979,3
"1071",3000,419,5
"1072",209,333,4
"1073",2951,488,2
"1074",825,73,2
"1075",2406,373,4
"1076",176,688,3
"1077",2991,209,3
"1078",22,701,4
"1079",1754,397,4
"1080",1597,669,4
"1081",1543,400,4
"1082",1939,365,3
"1083",2331,730,3
"1084",589,329,5
"1085",2617,1024,3
"1086",508,290,3
"1087",653,1,4
"1088",2237,51,4
"1089",795,797,4
"1090",2479,830,3
"1091",2705,795,3
"1092",905,906,4
"1093",2210,540,4
"1094",2360,1009,4
"1095",24,310,4
"1096",1574,790,3
"1097",1565,840,2
"1098",2507,376,4
"1099",626,1028,4
"1100",2830,422,4
"1101",1825,744,4
"1102",1001,16,4
"1103",138,28,4
"1104",2619,739,3
"1105",1071,907,4
"1106",1482,70,3
"1107",2153,507,4
"1108",111,152,4
"1109",903,857,3
"1110",460,541,5
"1111",1667,761,3
"1112",90,1033,5
"1113",2716,529,3
"1114",2054,83,1
"1115",2669,359,1
"1116",1491,520,4
"1117",1407,479,4
"1118",1090,377,5
"1119",1154,905,3
"1120",1303,35,5
"1121",1594,414,5
"1122",1553,814,5
"1123",359,196,4
"1124",427,867,4
"1125",1682,979,2
"1126",1605,315,5
"1127",226,730,1
"1128",699,939,1
"1129",548,678,5
"1130",932,263,4
"1131",1122,309,4
"1132",1549,146,4
"1133",2153,438,3
"1134",667,655,5
"1135",1458,285,4
"1136",2458,536,4
"1137",2197,643,3
"1138",1223,315,5
"1139",2556,867,4
"1140",306,220,2
"1141",1909,708,5
"1142",2524,556,3
"1143",602,596,5
"1144",1045,355,3
"1145",2687,829,4
"1146",1095,130,3
"1147",120,365,3
"1148",2464,228,5
"1149",2766,814,3
"1150",939,732,1
"1151",1185,346,3
"1152",957,766,5
"1153",2476,654,3
"1154",531,74,3
"1155",2078,1029,4
"1156",1284,224,5
"1157",1261,548,3
"1158",773,333,3
"1159",516,507,4
"1160",2534,848,3
"1161",2590,813,4
"1162",2480,980,5
"1163",2314,306,4
"1164",1826,113,4
"1165",1842,653,5
"1166",2956,1018,3
"1167",611,325,3
"1168",2954,347,4
"1169",680,701,5
"1170",2467,448,3
"1171",1153,850,4
"1172",2681,332,4
"1173",2874,884,3
"1174",2184,399,4
"1175",684,272,4
"1176",1259,319,3
"1177",1033,719,3
"1178",1936,881,3
"1179",281,192,4
"1180",794,709,5
"1181",166,247,4
"1182",474,42,4
"1183",1882,124,3
"1184",2016,648,5
"1185",2511,204,4
"1186",2341,250,5
"1187",1206,333,2
"1188",908,18,3
"1189",1544,495,5
"1190",907,342,5
"1191",843,497,5
"1192",2885,681,5
"1193",1042,540,4
"1194",2380,725,2
"1195",574,15,4
"1196",354,90,4
"1197",2853,546,3
"1198",1450,191,4
"1199",1912,513,3
"1200",73,46,5
"1201",2234,446,3
"1202",1049,839,4
"1203",2046,107,4
"1204",542,961,4
"1205",2097,405,3
"1206",1326,791,3
"1207",1897,185,4
"1208",1614,268,5
"1209",735,635,4
"1210",1354,72,4
"1211",1431,691,5
"1212",2761,681,5
"1213",1563,151,4
"1214",1163,164,3
"1215",1905,129,4
"1216",957,221,3
"1217",55,608,3
"1218",599,61,4
"1219",2471,206,3
"1220",1170,337,4
"1221",1044,372,4
"1222",2835,1021,5
"1223",681,298,3
"1224",1028,717,3
"1225",2765,917,5
"1226",1387,458,3
"1227",35,813,5
"1228",2149,813,4
"1229",1445,99,5
"1230",859,681,4
"1231",610,596,3
"1232",2160,290,2
"1233",529,39,4
"1234",2605,130,4
"1235",284,954,5
"1236",2747,688,3
"1237",1924,663,5
"1238",2702,507,4
"1239",2417,188,4
"1240",2461,440,5
"1241",572,256,4
"1242",553,494,4
"1243",2122,651,5
"1244",1244,17,4
"1245",2060,768,5
"1246",1197,16,3
"1247",1926,181,3
"1248",748,222,3
"1249",1645,536,4
"1250",341,65,4
"1251",2375,674,4
"1252",1734,752,2
"1253",2177,1030,3
"1254",679,213,3
"1255",2160,689,4
"1256",2034,737,3
"1257",1927,110,3
"1258",892,900,3
"1259",2439,814,3
"1260",2122,1016,2
"1261",2770,919,4
"1262",1015,71,3
"1263",2684,686,4
"1264",2725,86,4
"1265",72,247,4
"1266",471,609,3
"1267",1127,16,4
"1268",961,820,3
"1269",210,937,5
"1270",2254,437,4
"1271",809,884,4
"1272",2569,113,3
"1273",861,636,3
"1274",2542,436,4
"1275",721,250,4
"1276",1485,855,4
"1277",2856,499,2
"1278",1495,838,4
"1279",1378,178,3
"1280",520,977,4
"1281",1421,5,3
"1282",129,180,4
"1283",1921,721,3
"1284",1754,21,4
"1285",500,908,3
"1286",968,984,5
"1287",1167,866,4
"1288",77,550,5
"1289",1118,95,4
"1290",2938,401,4
"1291",1901,96,2
"1292",170,923,4
"1293",721,529,5
"1294",1353,125,3
"1295",2087,603,5
"1296",2851,707,3
"1297",2975,761,3
"1298",2537,80,4
"1299",2050,122,3
"1300",896,321,3
"1301",2628,851,5
"1302",2439,604,4
"1303",1789,609,3
"1304",2915,424,5
"1305",1927,635,5
"1306",1983,446,5
"1307",2804,134,4
"1308",1003,39,4
"1309",1081,216,3
"1310",1153,448,3
"1311",2270,446,4
"1312",1036,526,4
"1313",681,242,2
"1314",1817,454,4
"1315",1674,461,4
"1316",754,44,3
"1317",2092,822,4
"1318",2049,432,5
"1319",1263,287,3
"1320",1597,17,2
"1321",496,55,4
"1322",482,873,4
"1323",2782,772,4
"1324",2594,951,5
"1325",2912,972,5
"1326",1694,223,3
"1327",1309,643,4
"1328",2660,174,3
"1329",1001,887,3
"1330",1122,85,5
"1331",848,173,2
"1332",2817,779,3
"1333",1770,949,4
"1334",1388,545,5
"1335",401,229,3
"1336",1747,229,3
"1337",1868,158,3
"1338",690,729,2
"1339",2569,730,2
"1340",203,564,3
"1341",54,463,3
"1342",32,650,5
"1343",2727,79,3
"1344",2163,440,3
"1345",2984,937,2
"1346",60,15,3
"1347",393,396,3
"1348",2605,487,5
"1349",1318,247,4
"1350",1689,410,1
"1351",2885,688,5
"1352",703,494,3
"1353",1680,445,4
"1354",1990,719,2
"1355",2777,540,4
"1356",1473,951,3
"1357",1537,74,4
"1358",686,1018,4
"1359",2771,811,3
"1360",1658,725,4
"1361",466,512,5
"1362",1478,789,4
"1363",552,526,2
"1364",1553,110,5
"1365",1376,782,3
"1366",2804,766,5
"1367",2210,637,4
"1368",611,724,4
"1369",1690,445,1
"1370",2186,928,4
"1371",1940,742,1
"1372",471,513,4
"1373",1884,69,3
"1374",1925,199,5
"1375",1836,212,4
"1376",774,222,2
"1377",442,521,3
"1378",951,107,4
"1379",2880,829,5
"1380",590,979,4
"1381",1586,189,5
"1382",1690,769,3
"1383",2915,654,3
"1384",2568,913,5
"1385",1116,743,4
"1386",2364,868,2
"1387",2934,893,4
"1388",2828,1003,4
"1389",1240,861,3
"1390",2075,589,3
"1391",2405,400,4
"1392",1523,652,4
"1393",1064,138,2
"1394",2696,839,4
