"","X1_test","X2_test","Y_test"
"129",1128,2,3
"130",2255,2,1
"131",2879,2,5
"132",2419,2,3
"133",2724,2,3
"134",2018,2,5
"135",1159,2,4
"136",1548,2,5
"137",2707,2,3
"138",1055,2,5
"139",2082,2,2
"140",1907,2,4
"141",1416,2,5
"142",905,2,3
"143",1905,2,4
"144",2630,2,5
"145",1700,2,4
"146",600,2,4
"147",904,2,3
"148",2822,2,5
"149",708,2,4
"150",2762,2,3
"151",808,2,3
"152",2881,2,4
"153",1250,2,4
"154",3,2,4
"155",2982,2,4
"156",683,2,3
"157",1692,2,3
"158",2452,2,3
"159",2343,2,3
"160",2314,2,4
"161",1943,2,3
"162",2286,2,4
"163",1091,2,5
"164",1641,2,4
"165",680,2,5
"166",929,2,4
"167",1272,2,3
"168",1398,2,4
"169",2847,2,4
"170",2384,2,5
"171",1982,2,3
"172",2625,2,4
"173",2514,2,4
"174",543,2,3
"175",2774,2,4
"176",1430,2,4
"177",581,2,3
"178",734,2,4
"179",1384,2,2
"180",696,2,4
"181",401,2,2
"182",2623,2,3
"183",1227,2,2
"184",971,2,4
"185",2135,2,3
"186",170,2,3
"187",619,2,3
"188",2536,2,3
"189",2744,2,4
"190",959,2,4
"191",2312,2,1
"192",2569,2,5
"193",2520,2,3
"194",2482,2,5
"195",360,2,5
"196",1721,2,3
"197",2160,2,2
"198",919,2,3
"199",244,2,3
"200",1281,2,4
"201",2916,2,4
"202",811,2,3
"203",1864,2,4
"204",1964,2,5
"205",2928,2,5
"206",1102,2,2
"207",2146,2,4
"208",2897,2,5
"209",551,2,5
"210",1732,2,5
"211",299,2,4
"212",2686,2,3
"213",1374,2,2
"214",309,2,5
"215",1044,2,4
"216",653,2,3
"217",2963,2,5
"218",353,2,4
"219",1098,2,2
"220",405,2,3
"221",1114,2,4
"222",1997,2,4
"223",2158,2,5
"224",2097,2,5
"225",392,2,4
"226",295,2,5
"227",2655,2,5
"228",2261,2,4
"229",1124,2,3
"230",428,2,4
"231",2717,2,4
"232",1160,2,5
"233",388,2,3
"234",1600,2,3
"235",1313,2,4
"236",1789,2,4
"237",666,2,4
"238",2638,2,3
"239",2756,2,4
"240",793,2,3
"241",80,2,3
"242",912,2,3
"243",1817,2,2
"244",2428,2,5
"245",2136,2,5
"246",932,2,3
"247",2228,2,1
"248",1950,2,5
"249",155,2,4
"250",2007,2,4
"251",194,2,4
"252",876,2,2
"253",846,2,4
"254",2607,2,3
"255",1830,2,5
"256",703,2,1
"257",818,2,3
"258",2458,2,4
"259",2199,2,3
"260",1162,2,3
"261",1018,2,4
"262",76,2,5
"263",2565,2,2
"264",2278,2,3
"265",46,2,5
"266",2795,2,3
"267",2139,2,5
"268",2063,2,2
"269",1085,2,5
"270",30,2,3
"271",333,2,4
"272",1932,2,4
"273",2533,2,4
"274",1295,2,1
"275",874,2,3
"276",953,2,4
"277",458,2,5
"278",143,2,5
"279",2911,2,3
"280",1155,2,3
"281",2573,2,4
"282",1103,2,3
"283",556,2,5
"284",185,2,5
"285",2171,2,4
"286",2910,2,4
"287",43,2,4
"288",1394,2,4
"289",1746,2,5
"290",626,2,5
"291",2700,2,5
"292",2361,3,2
"293",2183,3,3
"294",1947,3,4
"295",2984,3,3
"296",695,3,4
"297",1527,3,4
"298",301,3,3
"299",2465,3,4
"300",2434,3,5
"301",116,3,3
"302",2255,3,3
"303",635,3,3
"304",1581,3,4
"305",2299,3,2
"306",2555,3,3
"307",955,3,3
"308",1820,3,2
"309",1905,3,3
"310",2371,3,4
"311",1614,3,3
"312",1053,3,3
"313",1680,3,2
"314",2954,3,3
"315",1197,3,5
"316",1015,3,2
"317",2639,3,3
"318",1496,3,2
"319",2316,3,3
"320",2148,3,3
"321",829,3,4
"322",2716,3,3
"323",586,3,3
"324",1078,3,2
"325",249,3,2
"326",1000,3,5
"327",2955,3,3
"328",2099,3,3
"329",2195,3,4
"330",1365,3,3
"331",2967,3,4
"332",221,3,2
"333",66,3,4
"334",891,3,3
"335",2953,3,2
"336",1339,3,3
"337",652,3,4
"338",1539,3,3
"339",139,3,5
"340",2717,3,2
"341",272,3,5
"342",1115,3,4
"343",2507,3,3
"344",1640,3,5
"345",2848,3,2
"346",1896,3,3
"347",2206,3,3
"348",1703,3,1
"349",2985,3,3
"350",2494,3,4
"351",2722,3,2
"352",333,3,3
"353",1676,3,3
"354",2129,3,2
"355",310,3,3
"356",106,4,4
"357",782,4,4
"358",723,4,4
"359",839,4,5
"360",20,4,3
"361",51,4,4
"362",2311,4,2
"363",290,4,4
"364",200,4,5
"365",828,4,5
"366",2009,4,4
"367",2671,4,4
"368",2382,4,5
"369",688,4,5
"370",2567,4,4
"371",2660,4,5
"372",2001,4,5
"373",2399,4,4
"374",2783,4,5
"375",112,4,4
"376",2276,4,4
"377",2882,4,3
"378",2094,4,5
"379",988,4,3
"380",550,4,3
"381",1815,4,1
"382",2938,4,5
"383",398,4,4
"384",16,4,3
"385",2908,4,5
"386",1064,4,4
"387",322,4,4
"388",1023,4,4
"389",1993,4,4
"390",868,4,5
"391",659,4,4
"392",716,4,3
"393",255,4,4
"394",1805,4,4
"395",2830,4,4
"396",1992,4,5
"397",2511,4,1
"398",1239,4,4
"399",2081,4,4
"400",2916,4,4
"401",1702,4,5
"402",2271,4,4
"403",1102,4,4
"404",551,4,5
"405",299,4,4
"406",2686,4,4
"407",748,4,5
"408",583,4,5
"409",996,4,4
"410",2407,4,3
"411",2223,4,2
"412",2705,4,3
"413",2790,4,5
"414",2124,4,2
"415",593,4,3
"416",2221,4,4
"417",81,4,4
"418",1954,4,4
"419",2387,4,3
"420",2551,4,3
"421",1503,4,3
"422",48,4,4
"423",633,4,5
"424",457,4,4
"425",1830,4,5
"426",2759,4,5
"427",1876,4,3
"428",154,4,5
"429",2575,4,4
"430",1162,4,5
"431",1757,4,3
"432",1676,4,4
"433",953,4,3
"434",2949,4,5
"435",1806,4,5
"436",196,4,4
"437",2778,4,5
"438",577,4,3
"439",1304,5,2
"440",298,5,4
"441",187,5,3
"442",2363,5,3
"443",2799,5,1
"444",2442,5,2
"445",2390,5,5
"446",1173,5,4
"447",884,5,5
"448",749,5,3
"449",2120,5,5
"450",1818,5,3
"451",2534,5,3
"452",824,5,4
"453",2119,5,5
"454",446,5,2
"455",1983,5,4
"456",232,5,4
"457",1231,5,4
"458",1569,5,3
"459",1042,5,5
"460",1182,5,4
"461",147,5,4
"462",1146,5,5
"463",463,5,3
"464",1533,5,1
"465",641,5,1
"466",321,5,5
"467",1665,5,4
"468",1253,5,3
"469",167,5,5
"470",2631,5,4
"471",853,5,5
"472",2528,5,5
"473",1257,5,4
"474",2043,5,4
"475",1765,5,4
"476",550,5,5
"477",474,5,5
"478",406,5,4
"479",655,5,5
"480",2707,5,1
"481",1907,5,4
"482",2453,5,4
"483",259,5,5
"484",2017,5,5
"485",2213,5,5
"486",1320,5,4
"487",770,5,5
"488",1672,5,3
"489",1259,5,5
"490",1250,5,1
"491",1946,5,5
"492",1109,5,3
"493",1425,5,4
"494",2026,5,5
"495",437,5,1
"496",2350,5,4
"497",55,5,2
"498",815,5,5
"499",991,5,5
"500",2483,5,4
"501",2384,5,2
"502",998,5,5
"503",659,5,4
"504",1071,5,5
"505",1267,5,4
"506",514,5,4
"507",2217,5,4
"508",258,5,4
"509",2747,5,5
"510",2477,5,3
"511",696,5,5
"512",14,5,5
"513",2491,5,5
"514",2439,5,4
"515",804,5,5
"516",1491,5,1
"517",760,5,3
"518",67,5,5
"519",2703,5,3
"520",1518,5,1
"521",2410,5,3
"522",927,5,3
"523",82,5,4
"524",744,5,4
"525",1078,5,2
"526",2447,5,3
"527",960,5,5
"528",697,5,3
"529",928,5,3
"530",2833,5,3
"531",2583,5,3
"532",1799,5,4
"533",919,5,4
"534",467,5,3
"535",414,5,4
"536",1511,5,5
"537",1662,5,4
"538",2216,5,4
"539",2816,5,4
"540",2765,5,4
"541",356,5,2
"542",1176,5,1
"543",2143,5,3
"544",497,5,5
"545",2484,5,4
"546",2400,5,5
"547",2539,5,5
"548",1501,5,5
"549",1076,5,5
"550",763,5,3
"551",891,5,4
"552",887,5,5
"553",2600,5,3
"554",2300,5,3
"555",540,5,4
"556",358,5,4
"557",794,5,3
"558",1352,5,3
"559",2681,5,5
"560",2331,5,4
"561",1221,5,4
"562",424,5,2
"563",2790,5,5
"564",464,5,4
"565",2310,5,4
"566",109,5,3
"567",427,5,4
"568",1689,5,4
"569",2016,5,5
"570",2869,5,5
"571",1744,5,4
"572",1937,5,3
"573",347,5,4
"574",594,5,5
"575",1965,5,5
"576",2221,5,4
"577",722,5,5
"578",2835,5,1
"579",384,5,5
"580",2169,5,4
"581",2663,5,4
"582",2551,5,5
"583",1216,5,4
"584",2027,5,4
"585",2761,5,5
"586",2134,5,3
"587",64,5,5
"588",2848,5,5
"589",797,5,4
"590",1008,5,5
"591",704,5,5
"592",1783,5,4
"593",2038,5,4
"594",1017,5,5
"595",2782,5,3
"596",578,5,4
"597",1165,5,5
"598",2353,5,4
"599",237,5,3
"600",2464,5,4
"601",630,5,5
"602",59,5,5
"603",2392,5,3
"604",192,5,2
"605",977,5,4
"606",2436,5,4
"607",2463,5,4
"608",2533,5,4
"609",2542,5,2
"610",1214,5,3
"611",1255,5,4
"612",219,5,4
"613",2718,5,1
"614",2815,5,4
"615",281,5,4
"616",2037,5,4
"617",196,5,5
"618",2448,5,5
"619",2313,6,5
"620",839,6,4
"621",2060,6,4
"622",2409,6,4
"623",2492,6,5
"624",2290,6,4
"625",2370,6,4
"626",132,6,4
"627",2727,6,4
"628",133,6,5
"629",26,6,4
"630",962,6,4
"631",1986,6,2
"632",1001,6,4
"633",673,6,3
"634",2621,6,5
"635",6,6,5
"636",2049,6,4
"637",344,6,4
"638",2072,6,3
"639",1836,6,4
"640",301,6,4
"641",2766,6,5
"642",2219,6,4
"643",2358,6,5
"644",1007,6,5
"645",297,6,1
"646",1845,6,4
"647",1211,6,3
"648",1803,6,4
"649",1182,6,3
"650",989,6,4
"651",602,6,3
"652",1099,6,3
"653",650,6,3
"654",294,6,4
"655",2048,6,5
"656",107,6,4
"657",2657,6,4
"658",1979,6,4
"659",13,6,5
"660",24,6,4
"661",1989,6,5
"662",576,6,5
"663",2769,6,5
"664",2767,6,5
"665",52,6,4
"666",2299,6,5
"667",2995,6,3
"668",2938,6,5
"669",925,6,5
"670",1905,6,3
"671",2117,6,5
"672",2610,6,5
"673",1538,6,4
"674",431,6,2
"675",729,6,4
"676",1614,6,4
"677",2895,6,5
"678",1946,6,5
"679",534,6,4
"680",779,6,5
"681",2285,6,3
"682",2844,6,4
"683",69,6,5
"684",1119,6,3
"685",1273,6,4
"686",2096,6,4
"687",1411,6,5
"688",1326,6,4
"689",1071,6,4
"690",419,6,4
"691",2335,6,4
"692",5,6,5
"693",1585,6,1
"694",1384,6,4
"695",1992,6,5
"696",14,6,5
"697",2830,6,4
"698",2356,6,4
"699",1138,6,4
"700",150,6,4
"701",1321,6,4
"702",804,6,4
"703",2652,6,4
"704",2755,6,4
"705",1061,6,5
"706",737,6,3
"707",2798,6,4
"708",2159,6,5
"709",4,6,4
"710",245,6,4
"711",28,6,3
"712",2410,6,3
"713",2719,6,4
"714",1342,6,3
"715",2447,6,4
"716",2482,6,4
"717",2460,6,5
"718",2099,6,4
"719",2912,6,4
"720",1353,6,4
"721",2801,6,5
"722",518,6,4
"723",2466,6,4
"724",1102,6,5
"725",2146,6,5
"726",1443,6,4
"727",969,6,5
"728",2686,6,4
"729",1786,6,5
"730",1833,6,4
"731",748,6,3
"732",2838,6,5
"733",2526,6,5
"734",1114,6,5
"735",1339,6,4
"736",1306,6,3
"737",1468,6,4
"738",662,6,3
"739",73,6,3
"740",1054,6,5
"741",2310,6,3
"742",388,6,3
"743",2585,6,5
"744",2537,6,5
"745",593,6,4
"746",1749,6,4
"747",2709,6,5
"748",347,6,4
"749",793,6,4
"750",1694,6,4
"751",440,6,4
"752",275,6,3
"753",2479,6,4
"754",1954,6,5
"755",1512,6,5
"756",2663,6,4
"757",2956,6,4
"758",738,6,5
"759",155,6,3
"760",2007,6,5
"761",2851,6,5
"762",606,6,3
"763",1703,6,4
"764",1407,6,5
"765",512,6,3
"766",2785,6,4
"767",537,6,4
"768",1129,6,4
"769",703,6,4
"770",498,6,5
"771",2728,6,5
"772",2386,6,5
"773",192,6,4
"774",1757,6,4
"775",250,6,5
"776",2617,6,4
"777",2987,6,4
"778",1604,6,5
"779",1295,6,5
"780",1915,6,5
"781",2646,6,5
"782",175,6,4
"783",2563,6,4
"784",2934,6,3
"785",105,6,3
"786",2264,6,4
"787",157,6,2
"788",616,6,3
"789",2871,6,4
"790",795,6,4
"791",1938,6,5
"792",2910,6,4
"793",2100,6,5
"794",1634,6,4
"795",2368,6,3
"796",2626,7,3
"797",1315,7,3
"798",806,7,4
"799",1304,7,3
"800",1693,7,2
"801",1784,7,4
"802",2442,7,3
"803",1201,7,2
"804",1674,7,5
"805",2986,7,3
"806",2678,7,1
"807",1763,7,5
"808",2933,7,3
"809",1648,7,3
"810",65,7,4
"811",1362,7,3
"812",1527,7,3
"813",2495,7,3
"814",1194,7,4
"815",2714,7,5
"816",1042,7,3
"817",1191,7,3
"818",521,7,5
"819",1099,7,3
"820",2580,7,5
"821",880,7,4
"822",1533,7,1
"823",1794,7,3
"824",215,7,2
"825",2262,7,3
"826",1979,7,4
"827",2806,7,3
"828",1414,7,3
"829",1949,7,4
"830",670,7,5
"831",576,7,3
"832",1175,7,4
"833",2475,7,5
"834",2292,7,3
"835",223,7,4
"836",2957,7,3
"837",1436,7,3
"838",2352,7,4
"839",2318,7,1
"840",2402,7,2
"841",328,7,4
"842",1286,7,5
"843",16,7,4
"844",210,7,4
"845",377,7,3
"846",2454,7,4
"847",808,7,4
"848",1946,7,4
"849",252,7,3
"850",1598,7,3
"851",1813,7,5
"852",1621,7,3
"853",96,7,3
"854",1272,7,3
"855",164,7,3
"856",2847,7,3
"857",2056,7,4
"858",484,7,3
"859",2817,7,4
"860",2025,7,4
"861",1071,7,3
"862",5,7,4
"863",690,7,2
"864",2887,7,4
"865",1131,7,3
"866",2747,7,5
"867",862,7,4
"868",2500,7,3
"869",2830,7,3
"870",2597,7,3
"871",1138,7,1
"872",2768,7,4
"873",1906,7,4
"874",1775,7,1
"875",1340,7,4
"876",2159,7,4
"877",1446,7,2
"878",2410,7,4
"879",2744,7,4
"880",99,7,4
"881",960,7,5
"882",1939,7,3
"883",1740,7,5
"884",292,7,5
"885",1350,7,4
"886",2160,7,4
"887",2545,7,3
"888",1348,7,1
"889",1646,7,4
"890",2271,7,3
"891",420,7,4
"892",195,7,4
"893",1964,7,4
"894",1102,7,3
"895",1780,7,3
"896",1076,7,4
"897",1999,7,3
"898",1044,7,4
"899",119,7,3
"900",2577,7,5
"901",996,7,4
"902",947,7,4
"903",405,7,1
"904",598,7,1
"905",1221,7,4
"906",1928,7,3
"907",847,7,5
"908",2092,7,4
"909",501,7,2
"910",2221,7,3
"911",1622,7,2
"912",2814,7,4
"913",2919,7,3
"914",2850,7,5
"915",236,7,4
"916",1741,7,2
"917",703,7,3
"918",498,7,4
"919",632,7,4
"920",2575,7,4
"921",1825,7,4
"922",237,7,4
"923",2078,7,3
"924",284,7,4
"925",2436,7,3
"926",333,7,3
"927",1295,7,5
"928",2185,7,3
"929",426,7,4
"930",2803,7,3
"931",1180,7,5
"932",2675,7,2
"933",71,7,2
"934",2878,7,5
"935",1449,7,4
"936",1610,7,4
"937",163,8,4
"938",125,8,4
"939",205,8,2
"940",1363,8,3
"941",1356,8,5
"942",962,8,4
"943",1763,8,4
"944",340,8,1
"945",1835,8,2
"946",580,8,5
"947",507,8,3
"948",2783,8,4
"949",321,8,3
"950",2527,8,4
"951",2168,8,4
"952",2882,8,3
"953",591,8,5
"954",576,8,3
"955",2767,8,5
"956",1597,8,4
"957",2630,8,4
"958",2971,8,2
"959",2430,8,3
"960",609,8,3
"961",770,8,3
"962",3,8,4
"963",523,8,2
"964",1861,8,4
"965",2070,8,5
"966",2203,8,4
"967",2954,8,4
"968",1641,8,4
"969",18,8,4
"970",868,8,4
"971",998,8,5
"972",1551,8,3
"973",514,8,3
"974",942,8,1
"975",792,8,5
"976",2597,8,3
"977",754,8,3
"978",1775,8,3
"979",601,8,3
"980",2833,8,3
"981",1701,8,3
"982",2306,8,5
"983",638,8,5
"984",280,8,4
"985",1804,8,1
"986",2686,8,4
"987",1038,8,4
"988",1908,8,3
"989",1332,8,5
"990",2681,8,5
"991",2223,8,4
"992",2787,8,5
"993",1689,8,4
"994",800,8,5
"995",2709,8,3
"996",1531,8,4
"997",347,8,5
"998",80,8,2
"999",2893,8,5
"1000",236,8,4
"1001",2180,8,4
"1002",1452,8,4
"1003",2319,8,2
"1004",2647,8,4
"1005",2340,8,5
"1006",90,8,4
"1007",508,8,4
"1008",425,8,3
"1009",196,8,5
"1010",643,9,4
"1011",298,9,5
"1012",2471,9,4
"1013",1363,9,3
"1014",2390,9,5
"1015",1644,9,4
"1016",2579,9,5
"1017",673,9,4
"1018",1945,9,4
"1019",1217,9,4
"1020",2671,9,4
"1021",433,9,5
"1022",446,9,4
"1023",2039,9,3
"1024",2444,9,4
"1025",1846,9,5
"1026",1988,9,4
"1027",2150,9,1
"1028",550,9,5
"1029",1556,9,4
"1030",1958,9,4
"1031",1055,9,4
"1032",1820,9,3
"1033",920,9,5
"1034",631,9,4
"1035",2914,9,4
"1036",677,9,5
"1037",303,9,5
"1038",2971,9,5
"1039",875,9,4
"1040",1584,9,2
"1041",2954,9,4
"1042",2025,9,3
"1043",1722,9,4
"1044",2711,9,4
"1045",2886,9,4
"1046",1624,9,4
"1047",1925,9,3
"1048",1207,9,3
"1049",2623,9,4
"1050",697,9,4
"1051",1881,9,5
"1052",124,9,5
"1053",1427,9,5
"1054",796,9,5
"1055",2216,9,4
"1056",492,9,5
"1057",2951,9,5
"1058",1798,9,5
"1059",564,9,4
"1060",2295,9,3
"1061",2802,9,4
"1062",1809,9,4
"1063",370,9,4
"1064",1661,9,4
"1065",844,9,5
"1066",857,9,4
"1067",855,9,4
"1068",2169,9,3
"1069",859,9,5
"1070",2649,9,4
"1071",2915,9,3
"1072",856,9,4
"1073",2721,9,4
"1074",2278,9,5
"1075",2990,9,5
"1076",508,9,2
"1077",332,9,4
"1078",77,9,4
"1079",1576,9,4
"1080",1978,9,4
"1081",2270,10,4
"1082",1304,10,2
"1083",1693,10,3
"1084",2329,10,5
"1085",854,10,5
"1086",433,10,4
"1087",1586,10,3
"1088",1099,10,3
"1089",1403,10,4
"1090",2197,10,4
"1091",2408,10,5
"1092",1436,10,4
"1093",261,10,3
"1094",1848,10,4
"1095",2284,10,5
"1096",2797,10,4
"1097",2522,10,4
"1098",2350,10,4
"1099",437,10,4
"1100",595,10,4
"1101",2711,10,4
"1102",681,10,5
"1103",588,10,5
"1104",67,10,4
"1105",960,10,5
"1106",1534,10,4
"1107",1353,10,3
"1108",2967,10,3
"1109",1374,10,4
"1110",1044,10,5
"1111",1038,10,4
"1112",807,10,4
"1113",2223,10,4
"1114",2705,10,4
"1115",2763,10,1
"1116",2645,10,4
"1117",2956,10,4
"1118",2851,10,4
"1119",2260,10,3
"1120",2494,10,5
"1121",1968,10,4
"1122",1258,10,3
"1123",2563,10,3
"1124",1225,10,3
"1125",539,10,5
"1126",2970,10,5
"1127",1706,11,4
"1128",839,11,5
"1129",1592,11,3
"1130",338,11,5
"1131",298,11,5
"1132",2390,11,4
"1133",2896,11,5
"1134",2766,11,4
"1135",580,11,5
"1136",1045,11,3
"1137",400,11,5
"1138",376,11,4
"1139",1469,11,5
"1140",1750,11,5
"1141",2289,11,1
"1142",1581,11,3
"1143",2299,11,4
"1144",2773,11,5
"1145",732,11,5
"1146",1519,11,5
"1147",500,11,5
"1148",1073,11,5
"1149",1609,11,1
"1150",1679,11,3
"1151",680,11,5
"1152",1859,11,4
"1153",2889,11,4
"1154",1380,11,3
"1155",581,11,5
"1156",2062,11,3
"1157",1384,11,5
"1158",798,11,1
"1159",1207,11,4
"1160",2388,11,5
"1161",409,11,5
"1162",737,11,5
"1163",2073,11,4
"1164",2513,11,5
"1165",2312,11,2
"1166",861,11,5
"1167",1864,11,5
"1168",2521,11,5
"1169",1786,11,5
"1170",891,11,5
"1171",1058,11,5
"1172",996,11,5
"1173",435,11,4
"1174",1650,11,4
"1175",2739,11,5
"1176",2169,11,5
"1177",1084,11,5
"1178",2426,11,4
"1179",2132,11,4
"1180",906,11,5
"1181",2024,11,5
"1182",1897,11,5
"1183",1305,11,5
"1184",817,11,3
"1185",528,11,4
"1186",967,11,1
"1187",1315,12,2
"1188",1560,12,5
"1189",2958,12,4
"1190",1336,12,3
"1191",108,12,5
"1192",2009,12,4
"1193",2102,12,4
"1194",2301,12,5
"1195",1758,12,4
"1196",400,12,5
"1197",1431,12,1
"1198",116,12,4
"1199",988,12,1
"1200",546,12,3
"1201",1175,12,3
"1202",2622,12,4
"1203",1905,12,5
"1204",2279,12,4
"1205",1541,12,4
"1206",904,12,4
"1207",1440,12,3
"1208",808,12,3
"1209",584,12,2
"1210",2784,12,4
"1211",769,12,3
"1212",2516,12,5
"1213",2744,12,2
"1214",2023,12,3
"1215",2410,12,4
"1216",2459,12,3
"1217",499,12,4
"1218",1939,12,3
"1219",2164,12,3
"1220",913,12,4
"1221",178,12,5
"1222",66,12,4
"1223",2113,12,4
"1224",109,12,5
"1225",1954,12,4
"1226",465,12,4
"1227",1912,12,2
"1228",1640,12,5
"1229",496,12,5
"1230",1293,12,3
"1231",1300,12,3
"1232",2575,12,2
"1233",1878,12,3
"1234",953,12,4
"1235",1800,12,3
"1236",2949,12,4
"1237",1561,12,2
"1238",1410,12,2
"1239",2100,12,4
"1240",2171,12,3
"1241",806,13,5
"1242",552,13,3
"1243",1831,13,5
"1244",312,13,4
"1245",222,13,5
"1246",450,13,4
"1247",266,13,3
"1248",2442,13,2
"1249",132,13,4
"1250",2687,13,5
"1251",2671,13,3
"1252",2900,13,2
"1253",834,13,4
"1254",31,13,4
"1255",2072,13,3
"1256",567,13,4
"1257",2495,13,2
"1258",1110,13,4
"1259",1032,13,2
"1260",2628,13,4
"1261",1182,13,1
"1262",507,13,3
"1263",2783,13,3
"1264",2393,13,4
"1265",167,13,3
"1266",1507,13,4
"1267",2434,13,5
"1268",1962,13,4
"1269",379,13,4
"1270",2622,13,5
"1271",1902,13,4
"1272",1519,13,5
"1273",1499,13,4
"1274",2222,13,5
"1275",1541,13,3
"1276",1608,13,3
"1277",3,13,4
"1278",1944,13,5
"1279",2411,13,4
"1280",2883,13,4
"1281",680,13,4
"1282",929,13,2
"1283",2889,13,2
"1284",1060,13,3
"1285",2813,13,3
"1286",1340,13,4
"1287",813,13,1
"1288",1696,13,3
"1289",2246,13,4
"1290",2042,13,5
"1291",2922,13,4
"1292",156,13,4
"1293",766,13,5
"1294",2271,13,3
"1295",195,13,4
"1296",2894,13,5
"1297",1547,13,3
"1298",1044,13,4
"1299",2170,13,4
"1300",1337,13,1
"1301",1402,13,4
"1302",1306,13,3
"1303",1412,13,5
"1304",2591,13,1
"1305",109,13,4
"1306",2793,13,4
"1307",2640,13,4
"1308",526,13,3
"1309",1843,13,2
"1310",565,13,2
"1311",2126,13,3
"1312",912,13,1
"1313",2814,13,4
"1314",1961,13,3
"1315",1707,13,5
"1316",2194,13,5
"1317",2392,13,4
"1318",982,13,4
"1319",425,13,1
"1320",2103,13,5
"1321",2934,13,5
"1322",2858,13,4
"1323",2171,13,4
"1324",1746,13,5
"1325",1509,14,4
"1326",106,14,3
"1327",2060,14,4
"1328",125,14,2
"1329",2467,14,5
"1330",179,14,3
"1331",2421,14,4
"1332",1774,14,4
"1333",854,14,3
"1334",733,14,4
"1335",1189,14,3
"1336",1418,14,3
"1337",1007,14,3
"1338",35,14,4
"1339",297,14,1
"1340",1870,14,5
"1341",1100,14,2
"1342",2783,14,4
"1343",1846,14,3
"1344",2852,14,3
"1345",2094,14,5
"1346",1543,14,5
"1347",455,14,4
"1348",1918,14,5
"1349",955,14,2
"1350",1905,14,5
"1351",1984,14,5
"1352",609,14,5
"1353",1514,14,3
"1354",1930,14,2
"1355",437,14,1
"1356",2596,14,3
"1357",1993,14,3
"1358",1747,14,1
"1359",304,14,2
"1360",1832,14,5
"1361",2410,14,4
"1362",10,14,1
"1363",533,14,5
"1364",1917,14,5
"1365",960,14,5
"1366",2593,14,2
"1367",1353,14,3
"1368",2449,14,4
"1369",2765,14,1
"1370",2079,14,3
"1371",139,14,1
"1372",1468,14,4
"1373",564,14,3
"1374",2585,14,5
"1375",494,14,1
"1376",275,14,3
"1377",2333,14,3
"1378",2027,14,2
"1379",2848,14,3
"1380",237,14,5
"1381",2899,14,3
"1382",2533,14,4
"1383",647,14,3
"1384",1104,14,3
"1385",539,14,5
"1386",2947,14,3
"1387",1315,15,3
"1388",2060,15,4
"1389",1415,15,3
"1390",623,15,5
"1391",1299,15,4
"1392",312,15,5
"1393",2799,15,4
"1394",1089,15,4
"1395",2757,15,4
"1396",2123,15,4
"1397",2133,15,4
"1398",2122,15,4
"1399",1462,15,4
"1400",1745,15,5
"1401",1296,15,4
"1402",933,15,4
"1403",1686,15,5
"1404",688,15,3
