"","X1_validation","X2_validation","Y_validation"
"409",677,3,5
"410",2830,396,3
"411",1427,111,4
"412",2524,79,5
"413",1721,893,2
"414",1772,121,2
"415",525,43,5
"416",2399,2,5
"417",969,427,5
"418",2954,2,5
"419",29,76,5
"420",985,14,3
"421",1275,9,5
"422",1603,211,4
"423",2998,583,4
"424",123,79,5
"425",2934,33,5
"426",23,29,5
"427",909,103,5
"428",308,44,5
"429",1433,166,5
"430",2370,252,5
"431",1855,932,4
"432",1406,515,4
"433",1104,178,5
"434",1836,49,4
"435",692,412,5
"436",2197,481,3
"437",1824,205,5
"438",2059,60,4
"439",1248,49,3
"440",243,10,3
"441",2458,58,5
"442",2916,180,5
"443",1859,443,3
"444",139,76,4
"445",2313,2,4
"446",2911,380,5
"447",1776,23,3
"448",1539,17,5
"449",213,173,3
"450",890,134,3
"451",11,807,1
"452",87,384,3
"453",1452,62,4
"454",628,35,5
"455",2254,779,1
"456",74,178,3
"457",2754,149,3
"458",1182,59,5
"459",1555,315,5
"460",2689,704,4
"461",2046,979,5
"462",1514,292,4
"463",2665,142,5
"464",858,911,5
"465",1228,232,5
"466",993,940,5
"467",1743,156,3
"468",2574,668,3
"469",921,391,4
"470",1897,997,5
"471",2792,737,5
"472",2514,181,5
"473",62,345,4
"474",1575,378,3
"475",2649,24,3
"476",1422,173,4
"477",1295,120,5
"478",768,62,2
"479",2237,312,1
"480",487,873,5
"481",2985,232,5
"482",851,912,5
"483",390,20,3
"484",1886,116,5
"485",1056,384,4
"486",1467,368,4
"487",972,117,2
"488",1522,963,4
"489",1147,405,3
"490",178,140,5
"491",1743,265,4
"492",696,37,5
"493",960,394,4
"494",278,415,5
"495",954,144,5
"496",1777,976,4
"497",2079,93,3
"498",1824,7,5
"499",217,729,3
"500",1904,30,5
"501",918,39,3
"502",701,31,5
"503",1022,497,2
"504",230,983,5
"505",1433,131,5
"506",753,126,5
"507",1534,621,5
"508",2167,120,5
"509",1329,605,3
"510",691,264,5
"511",1010,8,5
"512",2098,16,5
"513",1494,374,3
"514",1634,832,5
"515",1474,99,4
"516",30,281,4
"517",946,60,3
"518",905,340,5
"519",2233,161,5
"520",2026,142,5
"521",875,3,4
"522",1288,354,5
"523",428,314,5
"524",2260,52,4
"525",1459,250,5
"526",2663,255,3
"527",2069,66,5
"528",2480,10,4
"529",655,6,5
"530",203,824,3
"531",2421,176,3
"532",790,383,5
"533",1419,42,3
"534",2212,243,5
"535",2255,356,5
"536",2578,522,5
"537",1721,962,5
"538",1387,243,4
"539",986,319,5
"540",782,80,2
"541",28,107,5
"542",411,48,5
"543",1677,491,5
"544",2847,115,5
"545",1002,191,4
"546",1675,12,4
"547",896,59,5
"548",1813,222,5
"549",2127,241,1
"550",1534,700,5
"551",347,26,5
"552",1900,942,5
"553",1630,414,5
"554",229,827,3
"555",1619,932,3
"556",419,315,2
"557",479,58,3
"558",1828,29,5
"559",435,364,3
"560",1559,396,4
"561",2426,33,4
"562",390,957,4
"563",699,116,4
"564",1104,166,4
"565",635,658,3
"566",249,75,4
"567",1817,220,5
"568",1602,89,5
"569",258,108,5
"570",1135,6,5
"571",345,29,5
"572",2467,614,4
"573",1505,328,4
"574",369,111,4
"575",2134,336,3
"576",2524,71,5
"577",153,421,5
"578",640,310,5
"579",839,76,4
"580",1169,63,5
"581",1305,153,1
"582",2981,373,4
"583",219,42,4
"584",789,157,5
"585",2863,3,5
"586",1621,779,4
"587",1131,7,5
"588",1901,480,3
"589",2586,251,4
"590",547,786,4
"591",2231,853,5
"592",979,243,5
"593",645,627,5
"594",2627,75,2
"595",689,39,5
"596",2860,955,5
"597",770,172,5
"598",1312,92,4
"599",136,541,1
"600",1411,12,4
"601",485,340,3
"602",2495,218,4
"603",2010,364,4
"604",804,73,5
"605",1935,351,3
"606",741,47,1
"607",2330,386,3
"608",1287,982,5
"609",1614,593,5
"610",1296,68,3
"611",354,315,5
"612",529,45,5
"613",897,760,1
"614",2222,399,5
"615",2798,438,4
"616",418,64,5
"617",1548,233,5
"618",949,44,4
"619",2316,401,3
"620",2205,146,2
"621",1991,86,1
"622",39,94,5
"623",1150,213,4
"624",493,219,5
"625",804,25,5
"626",1463,116,3
"627",31,9,4
"628",1692,520,3
"629",269,500,5
"630",699,729,5
"631",2459,14,5
"632",1343,106,5
"633",278,314,5
"634",541,455,3
"635",1894,40,5
"636",1125,175,5
"637",105,783,5
"638",228,176,5
"639",1786,255,5
"640",2898,151,5
"641",1841,731,3
"642",2953,91,4
"643",845,51,5
"644",2283,925,4
"645",787,287,3
"646",248,609,5
"647",2402,8,1
"648",1481,408,5
"649",1875,162,4
"650",1808,828,4
"651",2747,831,5
"652",2548,45,4
"653",2963,253,2
"654",103,28,5
"655",1874,51,4
"656",723,216,5
"657",1623,60,5
"658",1214,25,4
"659",2825,303,2
"660",996,466,5
"661",2093,649,1
"662",1472,32,5
"663",2794,804,5
"664",1678,527,2
"665",2840,155,5
"666",1663,511,5
"667",983,172,3
"668",734,897,3
"669",1848,1,2
"670",462,12,5
"671",1934,343,5
"672",2274,252,5
"673",794,178,5
"674",2034,532,4
"675",1067,45,4
"676",2888,394,5
"677",1092,260,4
"678",1614,129,2
"679",144,468,4
"680",2127,57,3
"681",364,89,4
"682",768,168,2
"683",1850,111,5
"684",1546,25,5
"685",1626,97,5
"686",537,197,5
"687",2102,230,5
"688",2406,32,5
"689",2906,42,4
"690",2320,67,5
"691",870,236,3
"692",1738,485,3
"693",931,581,5
"694",2495,403,4
"695",2584,369,4
"696",2524,12,5
"697",2830,295,4
"698",2634,453,5
"699",751,448,3
"700",2880,889,5
"701",1650,25,5
"702",185,279,3
"703",2847,71,2
"704",2879,434,5
"705",556,789,1
"706",551,211,4
"707",2167,262,5
"708",2464,13,5
"709",2551,38,1
"710",1778,404,3
"711",2771,178,5
"712",1259,702,5
"713",830,9,5
"714",1811,399,5
"715",760,154,2
"716",2136,279,2
"717",1073,912,4
"718",1916,499,5
"719",2697,443,5
"720",1447,98,2
"721",72,481,4
"722",1701,412,1
"723",2609,3,5
"724",170,86,5
"725",2931,55,3
"726",54,699,5
"727",2947,49,2
"728",1785,34,4
"729",562,142,4
"730",2312,48,4
"731",1941,39,5
"732",1105,433,4
"733",2103,3,4
"734",1651,463,4
"735",1852,161,5
"736",1679,109,5
"737",2563,52,5
"738",2948,45,5
"739",895,360,4
"740",1505,397,4
"741",793,184,5
"742",2227,73,5
"743",1576,743,5
"744",2196,717,4
"745",268,498,2
"746",1757,194,5
"747",1511,309,3
"748",2139,615,5
"749",2002,223,4
"750",544,483,4
"751",207,979,4
"752",1303,612,3
"753",2679,881,5
"754",768,4,4
"755",2180,186,4
"756",2021,651,3
"757",112,454,4
"758",2953,30,5
"759",639,933,5
"760",2494,55,3
"761",624,81,4
"762",2908,279,4
"763",2361,301,4
"764",936,602,4
"765",1853,157,5
"766",96,2,3
"767",2033,142,3
"768",2817,44,5
"769",2255,350,4
"770",315,3,5
"771",2990,802,2
"772",2193,626,4
"773",1029,9,4
"774",940,174,5
"775",2546,406,5
"776",2263,234,5
"777",607,534,4
"778",702,70,5
"779",846,94,5
"780",332,749,5
"781",311,124,4
"782",2616,150,5
"783",834,882,5
"784",1382,144,5
"785",573,23,4
"786",2203,30,5
"787",220,26,4
"788",2050,490,5
"789",2570,91,4
"790",2044,75,3
"791",2085,182,5
"792",2378,360,3
"793",2179,211,4
"794",2492,115,5
"795",2507,364,5
"796",347,296,2
"797",2754,804,5
"798",724,161,5
"799",1662,140,5
"800",2984,19,5
"801",847,36,5
"802",128,832,5
"803",131,9,4
"804",313,623,4
"805",1521,45,5
"806",585,22,5
"807",1485,55,5
"808",906,36,5
"809",889,44,5
"810",430,79,4
"811",2854,4,5
"812",2632,225,3
"813",2869,771,2
"814",2115,119,5
"815",1927,119,5
"816",1708,43,4
"817",2947,161,3
"818",2929,150,4
"819",2876,55,2
"820",65,186,5
"821",1744,405,4
"822",2180,33,5
"823",2972,97,5
"824",490,317,5
"825",2225,612,1
"826",2268,332,3
"827",2196,645,5
"828",1650,63,5
"829",595,182,5
"830",2637,278,5
"831",729,968,1
"832",2218,153,2
"833",2494,44,4
"834",1725,168,3
"835",670,381,3
"836",941,277,2
"837",1002,39,3
"838",2785,418,5
"839",2512,26,5
"840",2422,2,5
"841",1484,23,4
"842",2932,273,4
"843",267,434,5
"844",2897,368,3
"845",2312,42,4
"846",2840,178,4
"847",974,164,2
"848",2155,144,5
"849",1789,219,4
"850",198,499,5
"851",412,54,5
"852",2886,103,3
"853",1389,895,5
"854",1184,706,1
"855",1435,80,4
"856",61,36,5
"857",873,314,5
"858",1028,131,5
"859",859,66,5
"860",1494,885,5
"861",582,76,5
"862",982,149,4
"863",2241,721,5
"864",827,869,4
"865",1814,56,2
"866",1418,242,5
"867",1747,156,5
"868",1805,278,5
"869",19,66,5
"870",1038,146,2
"871",1669,2,5
"872",2373,21,4
"873",643,61,3
"874",1375,414,2
"875",1479,47,1
"876",1496,751,5
"877",1971,10,4
"878",621,178,4
"879",2626,368,5
"880",2317,332,4
"881",939,76,5
"882",999,97,5
"883",925,63,5
"884",2554,560,5
"885",912,157,5
"886",405,288,4
"887",1454,715,4
"888",1163,705,5
"889",1051,313,5
"890",2950,478,5
"891",1818,421,4
"892",1757,291,4
"893",1041,76,5
"894",1247,751,5
"895",924,673,5
"896",971,111,5
"897",2163,60,5
"898",2921,80,5
"899",2784,1,5
"900",295,27,2
"901",75,969,1
"902",2289,896,3
"903",1813,72,5
"904",1622,459,5
"905",2290,625,5
"906",990,51,5
"907",155,192,5
"908",444,139,5
"909",238,231,3
"910",630,2,5
"911",2825,196,3
"912",2224,886,5
"913",406,276,4
"914",2063,253,4
"915",983,493,5
"916",1696,159,5
"917",58,21,4
"918",1565,23,4
"919",649,174,3
"920",528,92,5
"921",206,4,5
"922",633,1,4
"923",2054,876,5
"924",1350,55,5
"925",2232,976,5
"926",2193,726,5
"927",1635,96,4
"928",949,605,5
"929",51,21,5
"930",48,29,5
"931",2104,635,4
"932",901,145,4
"933",119,795,4
"934",1974,775,1
"935",2872,144,5
"936",2445,41,5
"937",501,968,2
"938",700,110,1
"939",1779,148,5
"940",2165,380,5
"941",1597,109,5
"942",2928,409,4
"943",2659,12,5
"944",2400,538,3
"945",442,43,5
"946",2045,49,5
"947",318,176,5
"948",2267,465,5
"949",1313,161,4
"950",389,454,3
"951",2540,102,5
"952",655,94,5
"953",1011,165,5
"954",2377,68,4
"955",1256,183,5
"956",1803,15,5
"957",1817,89,1
"958",1768,446,5
"959",523,690,5
"960",2996,404,4
"961",1688,952,5
"962",2610,354,5
"963",2065,206,4
"964",2416,403,4
"965",1750,110,3
"966",1429,480,5
"967",2677,285,5
"968",1267,75,5
"969",1467,555,3
"970",1318,325,5
"971",1226,79,5
"972",150,833,4
"973",355,494,4
"974",816,420,5
"975",235,245,4
"976",2420,255,4
"977",2995,371,5
"978",2924,174,3
"979",2572,256,1
"980",2598,192,5
"981",2309,311,4
"982",1400,56,3
"983",1276,474,5
"984",1242,569,4
"985",2266,774,5
"986",2112,9,5
"987",1486,479,5
"988",2143,243,5
"989",1820,308,5
"990",2755,652,5
"991",1685,205,2
"992",1387,35,4
"993",774,373,3
"994",2054,45,4
"995",2498,391,5
"996",356,260,5
"997",1728,17,4
"998",716,75,5
"999",2302,571,3
"1000",893,67,5
"1001",2059,703,4
"1002",1335,98,5
"1003",1771,209,4
"1004",2704,30,5
"1005",2285,69,5
"1006",155,3,5
"1007",809,12,5
"1008",693,111,5
"1009",1759,174,4
"1010",2882,76,5
"1011",686,2,4
"1012",890,34,5
"1013",1531,125,5
"1014",2980,173,5
"1015",640,281,5
"1016",1566,308,5
"1017",249,111,5
"1018",258,217,5
"1019",2763,14,3
"1020",501,237,4
"1021",186,1,4
"1022",938,315,5
"1023",767,14,4
"1024",2983,705,5
"1025",161,336,5
"1026",1239,7,5
"1027",2009,60,5
"1028",48,379,5
"1029",2491,394,5
"1030",1546,9,4
"1031",954,356,5
"1032",365,194,4
"1033",1990,322,1
"1034",592,284,5
"1035",992,161,5
"1036",100,8,5
"1037",2458,527,1
"1038",1146,81,4
"1039",1524,764,4
"1040",1945,266,5
"1041",22,618,5
"1042",2004,1,5
"1043",2667,61,5
"1044",2541,4,5
"1045",2810,498,5
"1046",98,902,5
"1047",1455,184,5
"1048",1374,29,4
"1049",1924,14,5
"1050",2198,46,5
"1051",1413,44,2
"1052",531,288,4
"1053",1961,2,5
"1054",214,278,5
"1055",2384,176,5
"1056",955,360,3
"1057",1605,292,4
"1058",2532,70,4
"1059",1875,96,5
"1060",2498,17,5
"1061",1908,124,5
"1062",2360,654,4
"1063",947,93,1
"1064",548,23,4
"1065",2523,258,5
"1066",256,128,2
"1067",2846,21,5
"1068",2102,660,2
"1069",124,332,5
"1070",187,604,2
"1071",1535,62,4
"1072",2623,55,3
"1073",2145,572,5
"1074",1251,380,5
"1075",1616,7,4
"1076",2970,848,4
"1077",2260,27,4
"1078",2611,206,5
"1079",505,284,4
"1080",412,19,5
"1081",344,69,5
"1082",381,166,5
"1083",2748,334,4
"1084",316,17,5
"1085",266,721,4
"1086",326,320,5
"1087",2056,428,2
"1088",1642,200,5
"1089",650,214,5
"1090",2856,17,5
"1091",906,161,4
"1092",2843,180,3
"1093",2689,207,4
"1094",2739,518,5
"1095",2893,48,4
"1096",116,80,4
"1097",600,733,3
"1098",420,3,4
"1099",953,184,5
"1100",872,415,5
"1101",2710,590,5
"1102",2362,251,3
"1103",1423,382,2
"1104",2957,97,3
"1105",1938,43,5
"1106",55,431,2
"1107",2766,31,5
"1108",2532,955,5
"1109",1981,299,5
"1110",109,396,4
"1111",715,31,5
"1112",2766,100,5
"1113",316,12,4
"1114",1792,262,5
"1115",2288,335,4
"1116",1268,3,5
"1117",735,356,5
"1118",2494,175,3
"1119",879,166,5
"1120",563,578,1
"1121",2131,883,2
"1122",1980,240,5
"1123",2698,151,5
"1124",1543,835,5
"1125",2556,3,5
"1126",1104,15,5
"1127",2216,39,2
"1128",1221,319,4
"1129",1018,16,4
"1130",1112,182,5
"1131",450,29,5
"1132",2962,76,5
"1133",1915,345,2
"1134",2704,183,5
"1135",2144,157,5
"1136",2097,65,5
"1137",384,37,5
"1138",1117,780,4
"1139",2419,7,5
"1140",775,19,4
"1141",1610,131,5
"1142",1188,21,4
"1143",1811,106,4
"1144",2555,960,5
"1145",167,631,5
"1146",2856,42,5
"1147",2375,465,5
"1148",165,66,5
"1149",323,137,4
"1150",1238,94,4
"1151",1269,182,5
"1152",56,562,5
"1153",2908,380,5
"1154",2925,822,5
"1155",1954,22,5
"1156",2283,581,5
"1157",710,36,5
"1158",1087,6,5
"1159",2954,291,5
"1160",1933,963,2
"1161",2172,54,3
"1162",865,102,5
"1163",706,278,3
"1164",2541,23,5
"1165",195,333,4
"1166",2026,492,3
"1167",297,466,3
"1168",1794,384,4
"1169",2558,151,2
"1170",1187,387,1
"1171",1708,336,5
"1172",2106,3,2
"1173",1404,682,2
"1174",1410,84,1
"1175",2199,213,4
"1176",2618,33,4
"1177",1664,147,1
"1178",734,237,3
"1179",2016,459,5
"1180",2187,314,5
"1181",1944,61,5
"1182",1831,445,4
"1183",2484,120,2
"1184",1468,69,5
"1185",175,32,5
"1186",1451,17,3
"1187",469,80,5
"1188",688,258,5
"1189",2468,243,5
"1190",2653,156,5
"1191",2364,362,5
"1192",1754,538,2
"1193",326,89,4
"1194",1177,21,5
"1195",1850,856,5
"1196",518,21,5
"1197",1325,115,5
"1198",1527,34,5
"1199",2846,317,5
"1200",2843,1,4
"1201",2826,696,5
"1202",2284,351,4
"1203",122,79,5
"1204",2525,59,5
"1205",2186,366,3
"1206",2691,982,4
"1207",1336,336,5
"1208",2510,464,2
"1209",2041,12,5
"1210",173,601,5
"1211",1858,252,5
"1212",1032,543,5
"1213",2115,266,4
"1214",297,81,4
"1215",2693,2,5
"1216",1732,4,3
"1217",2925,44,5
"1218",850,166,5
"1219",134,32,5
"1220",1855,967,5
"1221",818,552,3
"1222",345,94,5
"1223",1153,33,4
"1224",308,485,5
"1225",2557,183,5
"1226",255,460,4
"1227",1908,130,4
"1228",632,100,5
"1229",1616,313,5
"1230",2886,978,3
"1231",1930,912,4
"1232",2846,180,4
"1233",2927,213,3
"1234",2416,31,5
"1235",2716,92,5
"1236",2025,27,5
"1237",585,154,5
"1238",2332,116,3
"1239",386,846,5
"1240",1003,194,5
"1241",1966,96,5
"1242",1841,985,5
"1243",349,706,3
"1244",762,880,5
"1245",1222,674,5
"1246",1964,430,2
"1247",2852,950,5
"1248",1451,749,4
"1249",1515,10,2
"1250",2331,26,3
"1251",1674,265,5
"1252",323,45,4
"1253",487,585,5
"1254",2662,79,5
"1255",111,577,5
"1256",1351,845,5
"1257",1601,518,5
"1258",1469,55,4
"1259",1685,212,5
"1260",794,3,5
"1261",2539,847,5
"1262",1092,91,4
"1263",1587,89,4
"1264",244,118,1
"1265",769,614,5
"1266",2182,161,4
"1267",2181,707,5
"1268",350,15,4
"1269",1257,139,4
"1270",1269,46,5
"1271",1879,243,5
"1272",1965,39,4
"1273",1903,364,4
"1274",1513,72,5
"1275",1102,35,5
"1276",1765,64,4
"1277",2472,54,5
"1278",2669,995,5
"1279",2297,459,4
"1280",2817,44,5
"1281",2475,246,5
"1282",2041,32,5
"1283",519,747,4
"1284",46,825,5
"1285",2975,497,1
"1286",1786,564,5
"1287",974,59,4
"1288",2951,361,5
"1289",17,273,5
"1290",1703,168,5
"1291",2051,44,5
"1292",1192,194,5
"1293",1267,930,2
"1294",1762,83,5
"1295",578,518,5
"1296",2704,33,4
"1297",814,91,2
"1298",1488,231,1
"1299",68,416,4
"1300",2534,427,3
"1301",1214,100,5
"1302",2124,206,4
"1303",518,803,5
"1304",2337,287,5
"1305",1612,850,3
"1306",522,78,2
"1307",820,89,5
"1308",290,937,5
"1309",2791,80,5
"1310",2938,692,5
"1311",1643,371,5
"1312",704,14,3
"1313",269,8,1
"1314",2265,59,4
"1315",518,250,5
"1316",1369,860,4
"1317",2468,191,1
"1318",1862,994,5
"1319",1333,95,5
"1320",2581,152,3
"1321",1647,362,3
"1322",1761,860,5
"1323",2345,12,5
"1324",2151,260,4
"1325",2817,2,5
"1326",2593,518,5
"1327",539,10,4
"1328",2769,876,5
"1329",2450,824,5
"1330",2490,726,5
"1331",2870,610,4
"1332",1363,92,4
"1333",100,73,4
"1334",2513,2,4
"1335",243,893,4
"1336",1900,728,4
"1337",2496,3,5
"1338",2188,60,4
"1339",621,554,2
"1340",748,76,4
"1341",2827,416,5
"1342",130,604,3
"1343",2425,328,3
"1344",20,1,5
"1345",2162,76,4
"1346",2538,80,4
"1347",222,134,1
"1348",295,194,5
"1349",2993,17,5
"1350",2627,599,5
"1351",1519,75,4
"1352",971,1,4
"1353",1962,290,5
"1354",376,310,5
"1355",41,69,4
"1356",10,1,5
"1357",2049,80,4
"1358",2144,315,5
"1359",2302,221,3
"1360",446,132,5
"1361",2474,438,5
"1362",1048,7,5
"1363",1508,869,2
"1364",1225,239,3
"1365",2587,985,5
"1366",2563,700,5
"1367",2069,232,5
"1368",753,3,5
"1369",1658,55,5
"1370",2739,979,5
"1371",2418,104,5
"1372",715,355,3
"1373",1008,564,5
"1374",2671,366,3
"1375",473,832,3
"1376",489,52,3
"1377",2809,46,4
"1378",1422,316,5
"1379",1881,538,2
"1380",1342,459,3
"1381",2664,947,4
"1382",504,69,4
"1383",2314,3,5
"1384",318,77,1
"1385",825,266,5
"1386",1785,488,5
"1387",1677,204,5
"1388",2851,101,4
"1389",562,39,5
"1390",2916,459,5
"1391",1613,12,3
"1392",1468,17,5
"1393",2080,453,3
"1394",1195,384,5
"1395",2314,47,4
"1396",2389,266,5
"1397",344,574,4
"1398",257,176,5
"1399",171,117,1
"1400",1353,281,5
"1401",2714,59,4
"1402",775,186,5
