"","X1_test","X2_test","Y_test"
"162",184,464,5
"163",184,148,5
"164",184,647,5
"165",184,94,5
"166",184,115,5
"167",2564,219,5
"168",2564,74,5
"169",2564,150,5
"170",1943,51,5
"171",1943,108,5
"172",1943,544,4
"173",2183,978,4
"174",2183,132,5
"175",2427,910,3
"176",2427,247,5
"177",2427,271,5
"178",2427,758,5
"179",2004,172,5
"180",2004,43,5
"181",24,17,3
"182",24,295,5
"183",2118,172,1
"184",2118,730,4
"185",2118,780,5
"186",2118,57,5
"187",2503,34,5
"188",1950,172,5
"189",1950,171,5
"190",1950,681,5
"191",1950,177,5
"192",1950,295,4
"193",1950,194,5
"194",2552,624,5
"195",2552,34,5
"196",2552,34,5
"197",2552,522,4
"198",2362,274,5
"199",2362,880,5
"200",1123,978,2
"201",1123,197,5
"202",1123,149,1
"203",1123,880,1
"204",1947,66,5
"205",1947,126,5
"206",1947,13,5
"207",1947,173,4
"208",1947,896,1
"209",1947,550,4
"210",1947,280,5
"211",1947,780,4
"212",1947,571,5
"213",1947,8,4
"214",1722,1,5
"215",1722,132,5
"216",2935,638,4
"217",2935,646,4
"218",2935,361,4
"219",1660,744,5
"220",1825,416,5
"221",1089,56,4
"222",1089,165,5
"223",1856,188,4
"224",1856,759,5
"225",1856,563,4
"226",1193,724,5
"227",1193,916,4
"228",1193,96,4
"229",2651,38,5
"230",2651,9,5
"231",2651,803,3
"232",2651,881,4
"233",2049,320,4
"234",2049,49,4
"235",2049,759,3
"236",2049,67,4
"237",2049,75,4
"238",2049,937,3
"239",2049,507,4
"240",2049,635,3
"241",2049,63,4
"242",2049,996,3
"243",2049,434,3
"244",1304,385,4
"245",1304,139,5
"246",1304,888,5
"247",1793,646,5
"248",1793,568,4
"249",1793,297,5
"250",1203,74,5
"251",1203,271,5
"252",1203,243,4
"253",2050,657,5
"254",2050,174,5
"255",306,162,5
"256",306,73,5
"257",306,114,5
"258",528,161,5
"259",528,751,5
"260",528,69,3
"261",728,218,5
"262",728,50,5
"263",728,34,5
"264",728,10,5
"265",728,608,5
"266",728,115,5
"267",1434,700,1
"268",1434,254,1
"269",1434,404,5
"270",1434,132,5
"271",2129,707,5
"272",2129,904,5
"273",2129,687,5
"274",2129,529,5
"275",990,169,5
"276",990,285,5
"277",990,8,5
"278",784,190,5
"279",33,948,4
"280",33,803,4
"281",33,556,4
"282",1755,494,4
"283",1755,869,4
"284",1755,8,3
"285",1755,283,4
"286",1755,169,4
"287",497,521,5
"288",497,978,5
"289",497,288,5
"290",497,463,5
"291",2853,9,4
"292",2751,464,5
"293",2865,165,5
"294",2865,647,5
"295",2865,469,5
"296",1015,122,5
"297",1015,1000,5
"298",266,59,5
"299",266,120,5
"300",266,49,4
"301",266,867,5
"302",266,467,5
"303",1968,902,5
"304",1968,8,5
"305",1968,836,3
"306",177,108,5
"307",177,165,5
"308",177,448,5
"309",1356,23,5
"310",1356,848,1
"311",1348,143,4
"312",1348,532,3
"313",1348,14,4
"314",1348,700,5
"315",1348,247,3
"316",2334,274,5
"317",2334,960,5
"318",2334,985,5
"319",932,309,5
"320",932,610,5
"321",932,605,5
"322",2035,50,5
"323",2035,9,4
"324",2035,917,5
"325",968,105,5
"326",1720,7,2
"327",1720,6,5
"328",1720,605,5
"329",1773,250,5
"330",1773,314,5
"331",1739,194,5
"332",1739,992,5
"333",1739,494,5
"334",1739,59,5
"335",1456,992,5
"336",1456,323,3
"337",2358,26,5
"338",2358,899,3
"339",1782,534,4
"340",2594,45,5
"341",206,96,5
"342",206,964,5
"343",206,13,5
"344",206,319,5
"345",206,287,5
"346",206,988,5
"347",206,678,5
"348",206,434,5
"349",206,434,5
"350",1181,185,5
"351",1181,669,5
"352",1181,333,5
"353",1181,668,5
"354",1181,102,5
"355",1229,275,5
"356",1229,741,4
"357",1229,26,5
"358",708,2,5
"359",708,74,5
"360",2908,77,4
"361",2908,518,2
"362",2908,148,5
"363",1854,13,5
"364",826,188,5
"365",2137,31,5
"366",2346,206,5
"367",2346,247,5
"368",557,779,5
"369",557,30,5
"370",923,728,5
"371",923,377,5
"372",923,58,5
"373",923,26,5
"374",923,4,5
"375",681,128,5
"376",681,822,5
"377",681,494,5
"378",681,756,5
"379",681,320,5
"380",681,963,5
"381",2107,58,1
"382",2107,35,1
"383",79,506,5
"384",79,907,5
"385",79,132,5
"386",1539,67,4
"387",1539,9,5
"388",1539,106,5
"389",1539,34,5
"390",1539,19,5
"391",329,474,1
"392",329,464,5
"393",329,542,5
"394",329,8,3
"395",329,610,5
"396",2196,367,5
"397",2196,99,5
"398",2156,691,5
"399",2156,1000,5
"400",1946,34,5
"401",1946,18,5
"402",1946,160,5
"403",1946,819,5
"404",2053,260,5
"405",2053,571,5
"406",2053,211,5
"407",2053,26,5
"408",2053,407,5
"409",2257,128,5
"410",2257,127,3
"411",252,347,5
"412",252,635,3
"413",252,270,5
"414",252,13,5
"415",2476,863,5
"416",937,26,5
"417",2974,258,5
"418",2974,343,5
"419",2974,334,5
"420",2457,222,5
"421",2457,605,3
"422",2457,274,4
"423",2457,1,4
"424",2457,480,5
"425",2271,60,5
"426",2271,725,5
"427",2271,3,3
"428",294,936,4
"429",294,594,5
"430",294,760,5
"431",294,121,4
"432",294,26,5
"433",1272,189,5
"434",1272,3,5
"435",930,52,5
"436",930,333,5
"437",2081,500,5
"438",2081,94,5
"439",2081,651,5
"440",957,585,5
"441",2944,121,5
"442",2944,180,5
"443",1821,266,5
"444",1821,335,5
"445",176,679,5
"446",176,282,5
"447",1887,53,5
"448",2009,768,5
"449",2009,870,4
"450",2009,657,4
"451",2009,108,3
"452",2009,102,4
"453",2009,739,3
"454",2392,752,5
"455",2392,372,5
"456",2392,387,5
"457",2633,1,5
"458",2633,102,5
"459",264,534,5
"460",264,70,5
"461",1404,288,5
"462",1404,354,5
"463",98,16,5
"464",98,31,4
"465",98,4,5
"466",98,131,5
"467",98,256,4
"468",2720,3,2
"469",2720,794,4
"470",1201,26,5
"471",977,335,5
"472",2847,240,5
"473",2667,941,5
"474",2667,313,5
"475",2667,478,5
"476",752,111,5
"477",752,875,5
"478",752,461,5
"479",752,593,5
"480",945,481,5
"481",945,222,5
"482",945,148,5
"483",1401,280,5
"484",1401,278,5
"485",1401,631,5
"486",1665,422,5
"487",1665,56,5
"488",2560,115,5
"489",2560,607,5
"490",2560,216,5
"491",1628,36,2
"492",1628,635,1
"493",1628,3,1
"494",1628,85,3
"495",1628,533,3
"496",1628,194,3
"497",1628,522,1
"498",1871,828,4
"499",1871,384,5
"500",1871,273,2
"501",1871,370,4
"502",2892,130,5
"503",2892,268,5
"504",2892,279,5
"505",2969,566,5
"506",819,143,2
"507",444,83,5
"508",2172,12,5
"509",2172,348,3
"510",405,13,5
"511",405,474,3
"512",405,309,5
"513",405,31,5
"514",405,575,4
"515",405,197,5
"516",405,194,5
"517",2943,453,5
"518",2943,288,5
"519",2943,26,5
"520",2943,145,5
"521",1740,54,1
"522",1740,144,5
"523",1740,6,5
"524",398,913,5
"525",398,615,5
"526",1121,101,5
"527",1121,784,5
"528",1121,843,5
"529",1121,843,3
"530",1121,160,5
"531",1121,2,5
"532",1121,174,5
"533",2524,47,5
"534",2524,222,5
"535",2524,806,5
"536",2524,70,5
"537",1633,22,5
"538",542,461,5
"539",831,49,5
"540",831,50,5
"541",831,343,5
"542",831,211,5
"543",831,808,5
"544",107,260,3
"545",2024,33,5
"546",2024,2,5
"547",2024,5,5
"548",180,436,5
"549",180,88,5
"550",180,67,5
"551",180,5,5
"552",1668,696,5
"553",1668,645,5
"554",1668,193,5
"555",1668,969,5
"556",1668,845,5
"557",2267,114,4
"558",772,92,4
"559",772,479,5
"560",2687,188,5
"561",2612,942,5
"562",2508,755,3
"563",2508,819,5
"564",1892,169,5
"565",1892,785,5
"566",1892,268,5
"567",1892,545,5
"568",1662,569,1
"569",1662,57,4
"570",1662,880,5
"571",1198,364,5
"572",1198,694,5
"573",1198,105,5
"574",2104,448,5
"575",2104,426,5
"576",2104,128,5
"577",2889,54,5
"578",2889,41,5
"579",2889,197,5
"580",1963,344,4
"581",870,237,5
"582",308,83,5
"583",308,732,3
"584",308,188,5
"585",308,511,5
"586",308,34,5
"587",2603,880,4
"588",680,471,5
"589",680,397,5
"590",680,354,5
"591",680,462,4
"592",680,598,5
"593",683,34,5
"594",683,441,5
"595",683,257,4
"596",846,14,5
"597",846,16,5
"598",846,576,5
"599",846,25,5
"600",966,536,5
"601",966,1,5
"602",966,3,5
"603",966,179,5
"604",1305,602,5
"605",1305,959,5
"606",1627,288,5
"607",1627,271,5
"608",1627,809,2
"609",1627,834,4
"610",1627,59,4
"611",1627,662,4
"612",1627,422,5
"613",1627,291,5
"614",1627,161,4
"615",2648,76,5
"616",2648,65,5
"617",2711,417,3
"618",2711,109,4
"619",2878,702,5
"620",2878,494,5
"621",2464,463,5
"622",2464,64,5
"623",2464,3,5
"624",2464,12,1
"625",2464,249,5
"626",2464,507,5
"627",1315,848,1
"628",1315,777,1
"629",1315,703,4
"630",1315,685,5
"631",2421,45,5
"632",2421,96,5
"633",340,540,5
"634",340,119,4
"635",340,971,5
"636",340,535,4
"637",340,450,1
"638",340,697,5
"639",340,56,4
"640",2215,407,1
"641",2215,480,5
"642",2215,211,5
"643",2215,3,1
"644",2215,271,5
"645",1023,847,5
"646",1023,496,4
"647",1373,607,5
"648",1373,34,5
"649",1373,320,5
"650",1373,461,5
"651",1373,544,5
"652",1295,105,5
"653",449,352,5
"654",449,88,1
"655",449,378,3
"656",1132,23,5
"657",1132,302,5
"658",1132,247,5
"659",2363,250,5
"660",2363,58,5
"661",1008,679,5
"662",1008,953,5
"663",359,63,4
"664",359,161,5
"665",2313,13,1
"666",2313,83,1
"667",2313,550,1
"668",2313,437,5
"669",1000,794,5
"670",1000,150,3
"671",1000,428,5
"672",1000,634,5
"673",2178,368,4
"674",2178,798,5
"675",2178,334,2
"676",2178,37,5
"677",2178,26,4
"678",1745,92,3
"679",1745,145,5
"680",1745,898,5
"681",448,750,5
"682",1067,341,5
"683",1067,208,1
"684",1067,42,5
"685",1067,146,5
"686",1984,872,5
"687",1984,26,5
"688",305,138,5
"689",305,590,1
"690",305,440,5
"691",305,74,5
"692",2815,587,4
"693",1816,794,5
"694",1816,247,5
"695",1816,131,5
"696",2193,197,5
"697",637,532,5
"698",637,34,5
"699",2536,556,4
"700",2536,145,5
"701",2725,21,5
"702",2725,681,5
"703",2725,27,5
"704",2725,696,5
"705",2725,687,5
"706",1090,972,5
"707",1090,18,5
"708",1090,714,3
"709",1090,494,3
"710",1090,771,3
"711",108,416,5
"712",108,703,5
"713",1322,713,5
"714",650,84,5
"715",259,441,5
"716",259,967,1
"717",259,587,5
"718",259,44,5
"719",259,194,5
"720",259,549,5
"721",2738,387,5
"722",2738,3,5
"723",2738,115,5
"724",1388,10,4
"725",1388,545,5
"726",1388,320,5
"727",1388,192,4
"728",906,6,5
"729",906,115,5
"730",906,2,5
"731",906,420,5
"732",906,898,5
"733",2836,594,5
"734",1570,983,4
"735",1570,148,5
"736",1570,211,5
"737",2361,11,5
"738",2361,127,5
"739",2361,31,5
"740",849,25,4
"741",849,170,4
"742",849,122,5
"743",849,161,3
"744",849,200,5
"745",849,479,5
"746",2146,12,4
"747",2146,571,5
"748",2146,26,5
"749",2146,610,1
"750",464,9,5
"751",464,73,5
"752",464,41,5
"753",415,111,3
"754",415,751,5
"755",2900,51,5
"756",2900,96,5
"757",2900,162,5
"758",2900,385,5
"759",2900,480,5
"760",2900,605,5
"761",1900,503,2
"762",1900,787,5
"763",1900,612,5
"764",2672,227,4
"765",2672,469,5
"766",2473,944,4
"767",2473,362,1
"768",2473,348,5
"769",2473,563,5
"770",2473,685,5
"771",2473,607,5
"772",2473,556,5
"773",2576,461,1
"774",1106,37,3
"775",1106,583,5
"776",1106,18,5
"777",1106,1,1
"778",1106,128,1
"779",739,239,5
"780",739,336,5
"781",739,293,5
"782",739,867,5
"783",739,8,5
"784",739,651,5
"785",739,4,5
"786",2397,278,5
"787",2397,554,5
"788",2397,285,4
"789",2397,655,4
"790",1192,758,5
"791",188,279,4
"792",2830,1,5
"793",2830,817,5
"794",2830,963,1
"795",2830,240,5
"796",2690,838,4
"797",2690,68,2
"798",2690,469,4
"799",2690,419,4
"800",2690,463,5
"801",1833,734,3
"802",1833,978,5
"803",1833,34,5
"804",1833,480,5
"805",1164,284,4
"806",1164,37,5
"807",1164,197,5
"808",1164,803,5
"809",402,114,5
"810",1829,359,3
"811",1829,465,3
"812",1829,255,3
"813",845,794,5
"814",845,991,5
"815",845,173,5
"816",845,160,5
"817",845,59,5
"818",845,937,5
"819",1623,992,5
"820",2890,769,5
"821",2890,268,5
"822",2440,37,5
"823",2440,19,5
"824",948,41,5
"825",477,188,2
"826",477,559,4
"827",477,801,4
"828",477,257,4
"829",2106,204,5
"830",2106,150,5
"831",2106,59,5
"832",339,406,5
"833",339,847,5
"834",339,10,5
"835",339,26,4
"836",1731,231,4
"837",1731,490,5
"838",1731,724,5
"839",1731,10,5
"840",1731,651,5
"841",1731,94,5
"842",1124,55,5
"843",1124,193,5
"844",1124,553,3
"845",1124,695,5
"846",1501,640,5
"847",1501,594,5
"848",1501,415,5
"849",829,341,5
"850",829,197,5
"851",829,904,1
"852",829,126,5
"853",829,75,5
"854",829,45,4
"855",1599,305,5
"856",1599,259,5
"857",2412,250,5
"858",2412,2,1
"859",2412,59,5
"860",2412,312,5
"861",2412,243,5
"862",7,793,5
"863",7,364,3
"864",1086,25,5
"865",1086,733,5
"866",290,974,5
"867",2803,497,5
"868",1708,46,2
"869",1708,186,1
"870",1708,312,5
"871",639,281,4
"872",639,349,4
"873",827,299,4
"874",827,954,5
"875",827,122,5
"876",2515,678,5
"877",2515,111,4
"878",2912,734,4
"879",2912,677,5
"880",2912,982,4
"881",104,608,5
"882",104,372,5
"883",104,114,5
"884",104,139,5
"885",1948,593,4
"886",1227,92,4
"887",1227,134,5
"888",1278,187,5
"889",1278,513,2
"890",1770,304,5
"891",1770,45,5
"892",1817,507,5
"893",1817,157,5
"894",1817,260,5
"895",1817,473,1
"896",1930,327,4
"897",1930,34,5
"898",1930,469,5
"899",1196,416,5
"900",1196,237,5
"901",1196,256,4
"902",1196,567,5
"903",465,341,5
"904",465,43,5
"905",465,505,5
"906",465,302,5
"907",465,111,5
"908",1340,46,4
"909",1340,2,5
"910",1340,13,5
"911",1340,123,3
"912",1340,45,5
"913",239,765,5
"914",1631,781,5
"915",1631,26,5
"916",1631,196,5
"917",1631,194,5
"918",1631,188,5
"919",323,110,4
"920",323,937,5
"921",323,385,5
"922",323,524,5
"923",323,131,5
"924",323,139,5
"925",1416,771,5
"926",1416,102,4
"927",1416,145,5
"928",1470,430,1
"929",1470,77,5
"930",1470,83,3
"931",1470,644,2
"932",1470,56,1
"933",1893,56,5
"934",552,20,5
"935",696,397,5
"936",696,194,5
"937",696,520,5
"938",696,208,4
"939",1017,4,4
"940",1017,116,5
"941",689,47,1
"942",689,485,1
"943",689,179,2
"944",1676,266,1
"945",1676,428,5
"946",400,441,5
"947",400,983,5
"948",2806,18,4
"949",2806,64,3
"950",694,18,4
"951",694,315,5
"952",2324,211,5
"953",2324,172,5
"954",1597,34,5
"955",1597,102,5
"956",1597,295,5
"957",1597,148,5
"958",2239,24,5
"959",2239,157,4
"960",721,92,4
"961",721,828,4
"962",721,108,5
"963",721,208,4
"964",2813,93,3
"965",2409,882,4
"966",2409,10,4
"967",1589,816,2
"968",1589,419,5
"969",1589,8,5
"970",1589,100,5
"971",1589,336,4
"972",2880,594,5
"973",2880,26,5
"974",2880,731,5
"975",1028,926,4
"976",1028,588,4
"977",1409,40,4
"978",1409,400,5
"979",532,51,5
"980",532,96,5
"981",532,34,5
"982",532,495,5
"983",2909,81,1
"984",2909,963,5
"985",803,340,5
"986",262,77,5
"987",652,722,5
"988",652,161,4
"989",652,124,4
"990",652,35,5
"991",652,5,5
"992",652,106,4
"993",2314,48,4
"994",2314,262,4
"995",2314,1,4
"996",1987,955,2
"997",2845,668,5
"998",2845,747,5
"999",36,976,1
"1000",1365,14,5
"1001",1364,47,5
"1002",2721,393,4
"1003",2721,49,4
"1004",2721,27,4
"1005",1035,151,5
"1006",1035,810,5
"1007",1991,511,4
"1008",1991,145,3
"1009",1638,6,3
"1010",1638,705,5
"1011",1973,225,5
"1012",1973,233,5
"1013",2862,104,2
"1014",1923,983,5
"1015",2731,771,5
"1016",141,301,2
"1017",1521,283,5
"1018",1521,161,3
"1019",1521,150,3
"1020",1694,152,2
"1021",1266,679,5
"1022",1266,12,5
"1023",1266,3,5
"1024",1266,607,5
"1025",1605,128,5
"1026",1605,4,5
"1027",578,758,5
"1028",578,10,5
"1029",578,94,5
"1030",578,809,4
"1031",578,28,5
"1032",578,3,4
"1033",578,179,4
"1034",2771,19,5
"1035",178,9,5
"1036",178,38,5
"1037",178,24,5
"1038",178,531,5
"1039",178,70,5
"1040",178,543,5
"1041",1162,51,5
"1042",1162,11,5
"1043",1162,708,5
"1044",2086,880,4
"1045",2086,361,4
"1046",1787,85,5
"1047",1787,41,5
"1048",1372,69,4
"1049",2347,952,5
"1050",2347,422,5
"1051",2057,19,5
"1052",2057,657,5
"1053",1878,327,4
"1054",1878,507,5
"1055",1878,211,4
"1056",1695,834,5
"1057",1695,19,5
"1058",1695,697,5
"1059",902,521,5
"1060",902,111,5
"1061",902,733,5
"1062",902,744,5
"1063",2977,58,5
"1064",2977,398,5
"1065",2977,968,5
"1066",236,252,5
"1067",236,255,3
"1068",909,80,5
"1069",909,151,5
"1070",909,34,5
"1071",909,26,5
"1072",2186,260,2
"1073",2186,194,4
"1074",718,30,5
"1075",718,573,5
"1076",214,293,5
"1077",147,40,5
"1078",147,48,5
"1079",147,700,5
"1080",452,471,3
"1081",74,12,5
"1082",62,327,5
"1083",62,114,5
"1084",62,128,5
"1085",62,545,5
"1086",62,876,5
"1087",62,338,5
"1088",519,177,4
"1089",519,2,3
"1090",519,125,4
"1091",2011,937,4
"1092",2467,607,5
"1093",775,469,5
"1094",775,41,5
"1095",775,22,3
"1096",1468,978,5
"1097",1468,86,3
"1098",1468,726,3
"1099",1468,463,5
"1100",1468,765,5
"1101",273,8,5
"1102",1827,274,5
"1103",1827,5,5
"1104",1827,532,5
"1105",1827,297,5
"1106",1827,275,4
"1107",1827,894,5
"1108",1546,374,5
"1109",1546,295,5
"1110",1208,115,5
"1111",2629,141,5
"1112",1496,575,5
"1113",56,197,5
"1114",56,153,5
"1115",1941,102,3
"1116",1941,709,5
"1117",2678,794,5
"1118",2678,855,5
"1119",2678,651,5
"1120",2678,364,5
"1121",1592,111,1
"1122",980,152,5
"1123",980,477,5
"1124",980,288,5
"1125",980,996,5
"1126",1581,180,5
"1127",1581,295,5
"1128",786,8,5
"1129",786,105,5
"1130",1153,131,5
"1131",1153,511,5
"1132",1153,31,3
"1133",2323,174,3
"1134",1495,505,5
"1135",1495,39,1
"1136",1495,534,2
"1137",1495,2,5
"1138",1495,237,1
"1139",1495,141,5
"1140",1576,31,1
"1141",1576,249,5
"1142",905,26,4
"1143",905,257,5
"1144",905,864,4
"1145",734,463,5
"1146",734,96,5
"1147",734,705,5
"1148",734,64,4
"1149",615,64,5
"1150",615,770,5
"1151",615,320,5
"1152",1728,303,5
"1153",1728,155,4
"1154",1728,640,4
"1155",453,320,5
"1156",453,320,5
"1157",453,847,5
"1158",453,907,5
"1159",453,817,5
"1160",1459,761,4
"1161",1459,810,3
"1162",1459,1,3
"1163",1459,338,4
"1164",1459,658,5
"1165",2728,668,4
"1166",2728,26,5
"1167",2728,417,4
"1168",2728,27,5
"1169",1251,108,5
"1170",1251,605,4
"1171",1466,237,5
"1172",1466,406,4
"1173",726,3,5
"1174",726,288,5
"1175",726,685,5
"1176",726,499,5
"1177",792,710,5
"1178",792,100,5
"1179",792,202,5
"1180",792,573,1
"1181",223,92,4
"1182",223,254,3
"1183",223,129,4
"1184",223,305,5
"1185",223,521,4
"1186",223,952,3
"1187",2746,287,5
"1188",2746,687,5
"1189",2746,200,5
"1190",2746,56,5
"1191",2851,725,2
"1192",2851,14,2
"1193",2851,367,1
"1194",268,441,5
"1195",268,161,5
"1196",268,703,5
"1197",2157,20,3
"1198",2157,569,5
"1199",2157,309,5
"1200",2157,129,5
"1201",2790,335,5
"1202",2790,500,5
"1203",2790,188,3
"1204",561,303,1
"1205",561,243,2
"1206",2972,409,5
"1207",2769,669,5
"1208",2769,739,5
"1209",2769,12,5
"1210",2235,83,5
"1211",2235,833,5
"1212",2235,629,5
"1213",2235,2,5
"1214",2235,271,5
"1215",2310,66,1
"1216",2310,583,3
"1217",2719,5,4
"1218",2719,10,5
"1219",2719,140,5
"1220",1007,309,2
"1221",1007,281,4
"1222",1007,967,4
"1223",1007,141,4
"1224",2763,6,5
"1225",2763,344,5
"1226",2763,948,5
"1227",2763,8,5
"1228",2579,960,5
"1229",1189,228,4
"1230",1189,660,5
"1231",1189,81,5
"1232",1189,281,5
"1233",1189,425,4
"1234",1189,973,5
"1235",1189,534,5
"1236",1078,123,4
"1237",1078,11,3
"1238",1078,274,4
"1239",1078,25,4
"1240",2764,115,4
"1241",2764,953,5
"1242",2764,549,4
"1243",2764,105,5
"1244",2431,357,1
"1245",2431,344,5
"1246",591,71,1
"1247",591,62,5
"1248",591,194,2
"1249",2117,714,5
"1250",2117,815,5
"1251",1612,320,5
"1252",1612,67,5
"1253",1612,494,5
"1254",1338,140,5
"1255",1338,26,4
"1256",1338,212,4
"1257",1338,192,4
"1258",1804,489,5
"1259",1804,681,5
"1260",1777,43,3
"1261",1777,2,2
"1262",1777,335,3
"1263",1320,110,5
"1264",1320,3,5
"1265",1320,533,5
"1266",1424,556,4
"1267",1424,216,4
"1268",2317,127,5
"1269",2317,160,5
"1270",2317,2,5
"1271",2317,455,2
"1272",1587,581,5
"1273",1587,364,5
"1274",1587,244,5
"1275",2982,34,5
"1276",2982,96,3
"1277",763,126,5
"1278",763,80,5
"1279",763,63,5
"1280",763,994,5
"1281",1484,672,3
"1282",1484,765,1
"1283",1484,38,5
"1284",1484,668,5
"1285",1484,26,5
"1286",1484,132,4
"1287",309,149,5
"1288",309,641,5
"1289",309,84,5
"1290",2783,411,5
"1291",2783,309,5
"1292",2783,916,5
"1293",2783,18,5
"1294",2471,81,5
"1295",2471,71,3
"1296",2471,140,5
"1297",916,46,4
"1298",916,747,3
"1299",916,9,5
"1300",916,975,5
"1301",773,80,5
"1302",773,115,5
"1303",773,26,5
"1304",837,960,4
"1305",837,344,2
"1306",837,132,5
"1307",837,806,5
"1308",220,42,1
"1309",220,20,2
"1310",220,88,1
"1311",220,211,5
"1312",220,364,5
"1313",220,69,5
"1314",220,930,5
"1315",574,41,5
"1316",574,93,5
"1317",574,748,5
"1318",989,26,5
"1319",97,169,5
"1320",97,834,5
"1321",97,19,5
"1322",97,338,5
"1323",97,362,5
"1324",2584,299,3
"1325",2663,641,5
"1326",2663,518,5
"1327",2663,462,5
"1328",2663,899,1
"1329",2224,268,5
"1330",2224,24,5
"1331",2383,311,5
"1332",2383,157,4
"1333",1252,692,5
"1334",1252,105,4
"1335",2561,569,5
"1336",2561,116,4
"1337",2561,790,4
"1338",1317,966,5
"1339",1317,288,5
"1340",1317,88,5
"1341",695,297,3
"1342",57,128,1
"1343",57,20,3
"1344",57,34,5
"1345",57,3,5
"1346",1637,34,4
"1347",1637,31,2
"1348",1104,34,4
"1349",1104,289,4
"1350",631,233,2
"1351",631,986,5
"1352",631,480,5
"1353",1127,516,5
"1354",1127,49,5
"1355",1212,252,4
"1356",1212,696,5
"1357",1212,324,5
"1358",2569,34,5
"1359",2428,497,5
"1360",2428,681,5
"1361",2428,62,5
"1362",87,21,2
"1363",87,294,2
"1364",87,607,1
"1365",1408,978,5
"1366",1408,247,5
"1367",1408,507,4
"1368",1408,259,4
"1369",1408,271,5
"1370",1408,52,4
"1371",1408,465,2
"1372",2018,94,5
"1373",1334,368,5
"1374",1334,201,5
"1375",1334,22,5
"1376",1107,436,3
"1377",1107,110,4
"1378",1107,868,1
"1379",1788,599,1
"1380",1788,382,3
"1381",1788,797,4
"1382",1369,251,4
"1383",634,18,5
"1384",1552,288,5
"1385",1552,127,5
"1386",1552,59,5
"1387",2345,16,5
"1388",2345,106,5
"1389",2345,868,3
"1390",2345,64,1
"1391",2345,12,1
"1392",671,12,5
"1393",671,8,5
"1394",1520,874,4
"1395",1520,3,5
"1396",1520,502,5
"1397",1686,63,5
"1398",1686,259,5
"1399",2336,607,1
"1400",2336,293,3
"1401",2336,773,5
"1402",2336,3,5
