"","X1_train","X2_train","Y_train"
"212",2599,783,3
"213",737,26,5
"214",1250,978,5
"215",819,76,5
"216",2922,781,4
"217",2001,253,5
"218",121,45,5
"219",2494,331,5
"220",2836,45,5
"221",1325,507,5
"222",1943,33,5
"223",2669,865,2
"224",2655,227,4
"225",26,13,5
"226",135,691,5
"227",2492,826,5
"228",322,166,5
"229",398,18,4
"230",2146,11,5
"231",1594,170,4
"232",2466,794,5
"233",2281,4,4
"234",1947,2,1
"235",454,587,3
"236",1265,14,5
"237",936,989,5
"238",1077,222,5
"239",419,597,4
"240",1239,23,4
"241",2121,280,3
"242",1377,317,5
"243",2658,363,3
"244",596,174,3
"245",2690,507,5
"246",480,80,5
"247",579,135,4
"248",2713,150,4
"249",1321,158,2
"250",60,31,5
"251",1856,558,5
"252",1084,11,5
"253",1584,393,3
"254",2098,745,5
"255",683,42,5
"256",1623,971,5
"257",2311,81,5
"258",1345,419,5
"259",46,802,3
"260",756,265,5
"261",1725,6,5
"262",1547,80,4
"263",229,18,3
"264",2990,5,1
"265",372,327,4
"266",1016,72,5
"267",1095,80,5
"268",206,369,3
"269",2078,555,1
"270",2246,56,5
"271",1316,332,5
"272",1850,633,1
"273",2300,224,5
"274",1244,3,5
"275",1077,38,3
"276",2923,212,3
"277",2251,113,4
"278",1585,769,5
"279",1989,449,4
"280",802,15,4
"281",2505,547,4
"282",2968,406,2
"283",876,329,5
"284",126,718,5
"285",1917,203,5
"286",1252,837,5
"287",2787,174,5
"288",1023,989,3
"289",1197,248,5
"290",2273,325,3
"291",1305,159,4
"292",1998,82,5
"293",1278,792,5
"294",1491,98,5
"295",1524,2,5
"296",2152,664,5
"297",2693,252,5
"298",1033,421,5
"299",430,243,4
"300",2012,146,5
"301",767,14,5
"302",1332,550,5
"303",1126,476,5
"304",2597,880,5
"305",2814,11,5
"306",1318,38,4
"307",1265,479,5
"308",278,85,5
"309",2924,35,5
"310",1429,419,4
"311",1472,540,4
"312",273,570,4
"313",357,213,5
"314",701,29,4
"315",809,45,5
"316",1185,226,5
"317",2934,78,1
"318",93,4,5
"319",2508,258,4
"320",416,174,3
"321",2860,398,5
"322",810,352,5
"323",2210,252,5
"324",728,450,4
"325",484,258,3
"326",106,66,4
"327",2005,106,4
"328",2996,29,2
"329",339,149,4
"330",53,362,4
"331",2703,22,4
"332",2863,910,4
"333",510,338,3
"334",1727,288,5
"335",2606,13,5
"336",1480,295,5
"337",2888,502,2
"338",1113,494,5
"339",1705,466,5
"340",1497,474,5
"341",2153,944,3
"342",2407,80,5
"343",2611,886,5
"344",2013,895,5
"345",127,51,5
"346",1304,340,5
"347",630,331,5
"348",1073,141,5
"349",1265,514,4
"350",609,192,5
"351",1894,74,5
"352",2629,13,4
"353",2148,72,5
"354",1631,57,4
"355",1915,355,5
"356",2695,5,5
"357",1226,759,5
"358",813,22,4
"359",2000,344,3
"360",2276,68,5
"361",2913,493,5
"362",2352,312,4
"363",553,360,5
"364",1125,829,5
"365",1232,164,3
"366",2260,213,5
"367",2251,379,4
"368",210,814,4
"369",1800,88,4
"370",1669,213,5
"371",1582,95,4
"372",2305,285,3
"373",1107,240,5
"374",478,254,4
"375",1976,324,3
"376",2659,832,5
"377",2305,345,5
"378",2228,378,5
"379",680,420,5
"380",1577,30,4
"381",2088,58,4
"382",1799,35,5
"383",2708,94,5
"384",262,935,5
"385",2165,3,4
"386",2154,252,5
"387",2790,621,5
"388",1661,38,5
"389",1379,411,5
"390",698,326,4
"391",775,785,5
"392",2837,80,2
"393",1522,240,5
"394",88,142,3
"395",1865,960,5
"396",2404,253,5
"397",1511,3,5
"398",2079,172,5
"399",1142,44,4
"400",1756,917,3
"401",692,382,4
"402",1787,884,5
"403",131,826,5
"404",1162,170,4
"405",399,98,4
"406",927,390,5
"407",1242,531,4
"408",1428,187,5
"409",2926,840,5
"410",272,154,5
"411",1533,140,4
"412",2784,449,4
"413",2651,92,5
"414",1469,139,5
"415",2503,650,3
"416",1658,155,4
"417",959,542,5
"418",2206,138,5
"419",1749,762,4
"420",1718,358,2
"421",2442,365,5
"422",715,408,5
"423",1909,920,5
"424",2021,192,3
"425",2010,49,5
"426",2608,168,4
"427",746,82,5
"428",910,243,5
"429",308,152,5
"430",2191,531,5
"431",2057,977,5
"432",208,140,3
"433",1741,36,5
"434",196,36,5
"435",2219,651,4
"436",1593,593,1
"437",2561,982,5
"438",2804,855,5
"439",2609,460,3
"440",599,1,2
"441",2723,735,5
"442",1357,193,1
"443",1330,876,5
"444",524,4,5
"445",560,805,5
"446",1750,783,3
"447",279,853,5
"448",2543,876,5
"449",594,50,4
"450",1847,635,5
"451",748,141,5
"452",2121,635,3
"453",1449,407,5
"454",1650,642,4
"455",1515,531,5
"456",1864,565,5
"457",1675,97,3
"458",168,953,5
"459",785,880,2
"460",624,102,5
"461",813,113,2
"462",2339,716,5
"463",1777,339,5
"464",842,625,4
"465",1489,318,3
"466",1787,839,5
"467",509,474,5
"468",971,428,5
"469",2100,39,5
"470",964,390,5
"471",729,497,4
"472",1363,951,4
"473",2555,24,5
"474",2569,109,5
"475",1108,39,5
"476",2075,39,5
"477",1905,14,5
"478",2574,280,5
"479",499,498,4
"480",2599,750,3
"481",949,781,1
"482",2757,118,4
"483",2138,656,2
"484",1414,326,5
"485",2479,880,5
"486",1479,438,5
"487",2080,527,4
"488",2730,84,4
"489",520,113,4
"490",1173,108,5
"491",2452,44,5
"492",2646,95,5
"493",644,332,5
"494",2060,704,5
"495",2361,68,5
"496",2720,332,4
"497",2535,563,4
"498",13,92,5
"499",387,62,5
"500",2879,618,3
"501",1567,42,5
"502",2268,498,5
"503",2260,271,5
"504",2529,707,4
"505",1182,714,5
"506",2038,66,5
"507",2969,697,4
"508",2064,619,4
"509",2260,327,5
"510",2794,1,3
"511",572,523,5
"512",2221,5,5
"513",1551,888,3
"514",2336,350,5
"515",1598,28,5
"516",2605,1,5
"517",418,38,4
"518",2064,361,5
"519",1603,149,4
"520",357,664,4
"521",1780,368,5
"522",1604,115,4
"523",575,866,5
"524",720,218,3
"525",1961,184,5
"526",196,39,4
"527",1906,846,3
"528",918,254,3
"529",1641,59,5
"530",1335,210,5
"531",2984,236,5
"532",1956,72,5
"533",533,589,4
"534",2364,1000,5
"535",524,88,5
"536",875,169,4
"537",1685,655,5
"538",2246,697,5
"539",2377,605,5
"540",28,474,4
"541",104,323,4
"542",1316,633,4
"543",1501,45,5
"544",2648,169,2
"545",1876,597,5
"546",2587,869,1
"547",1257,804,3
"548",1172,552,3
"549",2383,22,5
"550",1521,982,4
"551",512,223,5
"552",2451,277,5
"553",1817,446,3
"554",1727,28,5
"555",2379,248,5
"556",1925,151,5
"557",79,638,5
"558",1028,59,4
"559",858,211,5
"560",1705,8,5
"561",2999,323,2
"562",2227,972,5
"563",735,325,5
"564",2346,687,4
"565",2358,11,5
"566",1771,255,4
"567",1439,806,5
"568",2588,711,4
"569",447,39,5
"570",1390,575,2
"571",2785,89,5
"572",2827,496,4
"573",2292,486,4
"574",2457,254,4
"575",2254,638,5
"576",359,355,1
"577",1128,362,5
"578",2734,767,5
"579",1698,9,5
"580",2721,474,4
"581",1884,339,4
"582",2841,431,4
"583",369,22,4
"584",161,82,5
"585",2006,278,5
"586",492,709,5
"587",2105,100,5
"588",2818,703,4
"589",156,469,5
"590",2505,84,4
"591",64,268,4
"592",1335,391,5
"593",664,855,5
"594",39,549,3
"595",960,74,5
"596",1203,356,5
"597",33,71,5
"598",13,9,4
"599",2276,27,5
"600",622,531,5
"601",918,412,2
"602",1341,840,4
"603",2696,455,4
"604",2646,146,4
"605",2959,219,5
"606",1204,14,5
"607",1144,55,5
"608",2419,614,2
"609",717,430,4
"610",2386,218,5
"611",1497,261,5
"612",2670,4,5
"613",208,353,5
"614",2428,480,4
"615",2387,28,2
"616",2586,480,3
"617",941,253,4
"618",1921,62,3
"619",1671,978,4
"620",569,678,4
"621",1285,270,5
"622",2423,858,4
"623",1029,960,5
"624",553,673,5
"625",1667,3,5
"626",2549,473,5
"627",2288,820,4
"628",128,7,4
"629",1238,516,5
"630",1955,431,5
"631",2527,927,3
"632",2586,238,5
"633",793,982,5
"634",2502,323,5
"635",1423,421,5
"636",2819,532,4
"637",2437,493,3
"638",978,155,5
"639",371,946,5
"640",541,515,4
"641",2694,339,5
"642",588,151,4
"643",2762,50,4
"644",253,449,4
"645",2094,480,3
"646",2794,513,4
"647",769,204,5
"648",1798,114,5
"649",2314,82,5
"650",901,337,5
"651",2898,7,4
"652",290,87,5
"653",2748,598,5
"654",1499,897,5
"655",2554,23,5
"656",2508,7,4
"657",2482,97,5
"658",2654,99,5
"659",1796,515,1
"660",1269,651,3
"661",1924,412,5
"662",2125,12,5
"663",1556,279,2
"664",1096,643,4
"665",1845,4,5
"666",2024,614,4
"667",252,110,4
"668",422,78,5
"669",14,15,5
"670",2553,278,5
"671",1684,150,5
"672",903,558,3
"673",812,118,5
"674",1821,262,3
"675",288,636,3
"676",637,119,2
"677",2735,459,5
"678",2896,594,4
"679",2396,145,3
"680",82,514,5
"681",1323,173,5
"682",478,714,4
"683",1292,87,4
"684",2340,874,4
"685",1935,378,5
"686",2049,158,4
"687",1970,3,5
"688",806,13,5
"689",454,837,5
"690",523,358,3
"691",2018,741,4
"692",2279,42,3
"693",810,91,5
"694",2477,81,5
"695",2688,51,5
"696",2289,618,4
"697",2293,140,4
"698",1045,948,5
"699",911,869,4
"700",971,647,5
"701",729,962,5
"702",435,15,3
"703",2738,886,5
"704",1226,675,5
"705",2103,598,5
"706",468,555,2
"707",2911,563,4
"708",1650,842,4
"709",610,275,5
"710",1578,446,2
"711",51,538,3
"712",520,372,4
"713",1567,515,5
"714",1865,146,5
"715",1591,871,5
"716",1539,52,3
"717",400,438,5
"718",1198,49,5
"719",1953,524,5
"720",492,115,3
"721",2675,851,5
"722",628,273,4
"723",1109,18,4
"724",1201,27,3
"725",1462,10,4
"726",679,756,4
"727",1311,109,4
"728",945,81,3
"729",890,593,5
"730",2428,332,5
"731",10,422,5
"732",1593,451,1
"733",1479,835,5
"734",2678,216,5
"735",2586,406,5
"736",444,129,3
"737",993,781,4
"738",2152,7,4
"739",1550,8,5
"740",1654,10,5
"741",606,438,4
"742",623,9,5
"743",260,8,4
"744",1746,515,4
"745",1761,8,5
"746",1254,39,5
"747",491,598,5
"748",356,983,4
"749",2027,874,5
"750",396,86,3
"751",2364,343,4
"752",811,252,3
"753",1269,150,4
"754",1029,501,4
"755",1577,652,3
"756",1923,39,4
"757",2485,24,5
"758",2875,84,3
"759",2872,521,5
"760",1532,360,5
"761",2197,238,4
"762",178,352,4
"763",1976,1,4
"764",1163,631,5
"765",2461,874,5
"766",2700,140,1
"767",1018,515,5
"768",552,785,3
"769",2573,569,4
"770",655,2,1
"771",319,375,5
"772",2974,2,4
"773",2286,233,5
"774",2698,252,4
"775",604,325,5
"776",2249,814,5
"777",1631,68,4
"778",2969,151,5
"779",1975,413,5
"780",67,271,5
"781",2693,248,5
"782",499,804,4
"783",2076,30,5
"784",2501,462,5
"785",10,449,5
"786",2619,865,5
"787",499,47,5
"788",969,326,5
"789",1611,650,4
"790",1312,469,5
"791",2339,278,5
"792",1718,16,5
"793",2475,30,5
"794",1675,569,5
"795",2698,24,5
"796",1202,99,5
"797",1207,846,5
"798",682,246,3
"799",2597,134,4
"800",1434,6,5
"801",678,484,5
"802",1037,353,4
"803",2207,139,4
"804",632,81,5
"805",2114,297,5
"806",1095,138,4
"807",529,835,4
"808",2375,967,4
"809",1347,101,5
"810",1960,576,4
"811",1567,29,4
"812",968,234,5
"813",904,184,4
"814",228,781,4
"815",2185,134,5
"816",36,238,5
"817",1891,42,3
"818",672,103,5
"819",437,666,2
"820",56,184,2
"821",2427,145,5
"822",1370,931,5
"823",121,697,5
"824",417,910,5
"825",61,830,4
"826",2417,8,4
"827",1726,394,5
"828",1457,318,5
"829",730,7,4
"830",1580,421,5
"831",1851,570,5
"832",1384,323,5
"833",2808,189,4
"834",570,12,5
"835",1780,3,5
"836",913,132,4
"837",168,623,4
"838",2493,125,5
"839",2880,4,5
"840",2979,362,5
"841",43,52,3
"842",953,967,3
"843",697,920,4
"844",2211,619,4
"845",1064,497,5
"846",2904,657,4
"847",932,18,4
"848",1195,14,4
"849",2508,22,4
"850",1023,995,5
"851",2856,233,4
"852",1379,722,5
"853",2341,82,5
"854",184,76,5
"855",1394,203,4
"856",650,115,5
"857",2354,963,4
"858",826,521,4
"859",2253,370,4
"860",2419,752,5
"861",1555,11,5
"862",1424,212,5
"863",2726,452,3
"864",1155,697,3
"865",1356,223,5
"866",2707,116,5
"867",2370,450,4
"868",128,730,4
"869",1105,897,4
"870",1949,15,3
"871",1222,855,5
"872",1359,381,5
"873",324,222,5
"874",1643,10,5
"875",2078,273,4
"876",2568,989,5
"877",147,866,5
"878",2005,916,4
"879",753,139,5
"880",2466,293,5
"881",39,10,5
"882",1051,959,2
"883",2778,960,5
"884",2214,832,5
"885",2637,352,5
"886",1921,754,5
"887",1946,995,5
"888",1194,470,2
"889",1027,321,4
"890",129,144,4
"891",768,174,5
"892",430,132,3
"893",857,520,5
"894",962,168,3
"895",1399,80,5
"896",2071,76,4
"897",1299,318,5
"898",1903,273,5
"899",894,137,5
"900",870,114,3
"901",1634,466,5
"902",940,255,4
"903",13,6,5
"904",717,242,3
"905",1832,830,5
"906",2605,841,5
"907",1957,238,5
"908",590,413,5
"909",1224,830,4
"910",2172,29,4
"911",2725,769,5
"912",1842,54,5
"913",49,3,4
"914",2337,8,5
"915",645,211,4
"916",2568,356,5
"917",206,132,5
"918",405,927,5
"919",2323,109,5
"920",773,492,2
"921",733,759,4
"922",1140,835,5
"923",2359,321,5
"924",47,159,5
"925",860,359,5
"926",1565,126,5
"927",1952,4,4
"928",1932,10,4
"929",1809,293,4
"930",2348,1,4
"931",447,982,5
"932",133,425,4
"933",1117,507,4
"934",1561,10,5
"935",1800,57,5
"936",1257,223,3
"937",922,23,4
"938",1953,886,5
"939",1797,966,4
"940",1593,542,3
"941",2942,21,5
"942",2404,406,5
"943",1544,139,5
"944",2164,808,5
"945",2849,175,4
"946",2812,57,4
"947",2407,284,5
"948",2445,50,3
"949",927,600,5
"950",1801,727,5
"951",637,211,3
"952",2892,406,5
"953",2596,917,5
"954",2157,261,4
"955",1887,118,4
"956",2885,707,4
"957",205,963,3
"958",438,24,5
"959",2940,438,5
"960",1954,846,5
"961",865,124,4
"962",2196,898,5
"963",1335,14,5
"964",2864,468,4
"965",32,593,5
"966",2807,524,5
"967",2621,155,5
"968",1280,159,5
"969",2751,212,4
"970",2196,54,5
"971",1178,871,5
"972",2597,597,4
"973",1566,212,5
"974",261,242,3
"975",171,689,5
"976",2804,653,5
"977",2957,426,4
"978",508,30,5
"979",2351,8,4
"980",2226,273,5
"981",2238,895,4
"982",1857,137,3
"983",1924,454,4
"984",2184,150,4
"985",691,234,4
"986",2607,523,5
"987",1328,871,5
"988",1690,173,5
"989",2849,913,4
"990",687,240,5
"991",1769,5,4
"992",2312,609,3
"993",2839,68,5
"994",2746,82,5
"995",1024,138,4
"996",300,35,4
"997",2700,126,4
"998",1737,353,5
"999",1803,602,5
"1000",13,933,4
"1001",1440,28,3
"1002",1061,664,5
"1003",2828,692,5
"1004",2730,216,4
"1005",2258,22,5
"1006",2461,252,4
"1007",2263,714,5
"1008",2668,523,5
"1009",879,691,5
"1010",508,51,5
"1011",234,897,2
"1012",2358,6,5
"1013",2598,320,3
"1014",2486,3,5
"1015",1942,413,5
"1016",1232,576,4
"1017",2003,7,4
"1018",2779,36,5
"1019",1319,361,4
"1020",2058,339,5
"1021",406,742,2
"1022",1522,917,5
"1023",167,824,5
"1024",2929,571,5
"1025",2378,146,5
"1026",612,382,1
"1027",211,489,5
"1028",2209,18,5
"1029",884,139,5
"1030",216,609,5
"1031",2633,277,5
"1032",1710,222,4
"1033",2429,328,4
"1034",373,847,4
"1035",1597,600,5
"1036",2498,978,5
"1037",557,855,5
"1038",1497,97,5
"1039",215,711,5
"1040",2105,517,5
"1041",634,271,2
"1042",425,368,4
"1043",5,610,4
"1044",119,791,5
"1045",2301,384,3
"1046",1510,325,5
"1047",457,549,4
"1048",238,363,1
"1049",637,886,3
"1050",1217,4,5
"1051",414,33,5
"1052",2560,28,5
"1053",2555,44,5
"1054",2986,886,5
"1055",2430,15,3
"1056",434,245,5
"1057",2932,68,5
"1058",1220,565,5
"1059",1072,791,4
"1060",1600,96,5
"1061",2825,643,2
"1062",2553,133,5
"1063",437,657,5
"1064",1701,20,5
"1065",2542,989,3
"1066",420,145,5
"1067",2333,12,5
"1068",2071,76,4
"1069",874,903,5
"1070",1963,697,4
"1071",1695,33,4
"1072",1876,175,5
"1073",2226,501,4
"1074",2926,888,5
"1075",339,39,4
"1076",969,67,4
"1077",2597,657,4
"1078",1433,593,4
"1079",2656,11,5
"1080",1151,282,4
"1081",2642,284,4
"1082",244,222,5
"1083",2029,138,4
"1084",442,164,4
"1085",2532,42,3
"1086",873,792,4
"1087",119,398,5
"1088",2251,20,3
"1089",865,540,4
"1090",695,525,5
"1091",1968,218,4
"1092",2635,14,4
"1093",561,361,5
"1094",150,336,5
"1095",1944,174,2
"1096",2091,884,4
"1097",2316,4,5
"1098",2370,449,4
"1099",424,280,5
"1100",111,791,3
"1101",914,543,1
"1102",2802,138,5
"1103",1147,100,4
"1104",2883,184,3
"1105",2463,275,5
"1106",2475,563,3
"1107",2833,38,5
"1108",1855,878,5
"1109",2515,678,5
"1110",1328,911,4
"1111",1920,633,5
"1112",1088,4,5
"1113",2236,492,4
"1114",462,223,5
"1115",75,68,4
"1116",1404,664,5
"1117",35,709,4
"1118",2802,479,5
"1119",2796,7,5
"1120",1577,67,1
"1121",1497,550,4
"1122",1472,103,5
"1123",1285,196,4
"1124",1636,428,5
"1125",1500,222,3
"1126",937,2,2
"1127",2774,759,4
"1128",566,134,3
"1129",2561,846,5
"1130",676,657,5
"1131",867,35,5
"1132",2329,839,4
"1133",546,406,4
"1134",1476,203,5
"1135",2112,592,5
"1136",2692,393,2
"1137",2762,1,4
"1138",2531,452,3
"1139",342,28,5
"1140",704,421,3
"1141",1342,995,5
"1142",1767,106,4
"1143",323,324,4
"1144",2578,339,4
"1145",1182,466,5
"1146",1308,6,5
"1147",1340,548,4
"1148",1475,33,1
"1149",624,132,5
"1150",445,895,5
"1151",2426,250,4
"1152",314,203,5
"1153",2471,436,4
"1154",707,542,5
"1155",2264,301,4
"1156",2650,643,5
"1157",551,717,4
"1158",710,382,4
"1159",2518,312,5
"1160",386,58,5
"1161",1297,43,3
"1162",953,742,4
"1163",1723,245,5
"1164",251,869,5
"1165",2608,213,5
"1166",235,3,4
"1167",2152,794,5
"1168",758,614,5
"1169",1823,691,5
"1170",1249,514,5
"1171",2744,170,5
"1172",610,28,4
"1173",540,916,5
"1174",1363,733,4
"1175",1813,953,5
"1176",649,377,5
"1177",1803,23,5
"1178",175,101,4
"1179",666,555,5
"1180",2532,466,3
"1181",2764,57,4
"1182",1204,217,5
"1183",462,729,5
"1184",633,92,5
"1185",1960,143,2
"1186",1078,132,5
"1187",1011,128,4
"1188",2511,331,4
"1189",207,35,5
"1190",1386,830,4
"1191",1879,21,3
"1192",1031,531,5
"1193",2864,1,5
"1194",2801,51,3
"1195",2347,917,4
"1196",1003,916,4
"1197",2328,288,5
"1198",1327,9,3
"1199",2314,431,3
"1200",2342,466,4
"1201",2185,87,4
"1202",344,170,5
"1203",520,757,5
"1204",351,769,5
"1205",1009,931,5
"1206",2035,514,5
"1207",2006,664,4
"1208",730,248,5
"1209",1431,944,3
"1210",2616,977,3
"1211",2965,682,1
"1212",678,239,5
"1213",2446,802,5
"1214",1653,27,4
"1215",331,38,5
"1216",129,653,5
"1217",1035,218,4
"1218",2064,213,5
"1219",2184,846,5
"1220",2357,128,5
"1221",951,855,5
"1222",322,286,5
"1223",1779,982,5
"1224",1161,51,3
"1225",1749,715,4
"1226",1022,378,5
"1227",1955,570,5
"1228",2206,336,5
"1229",1299,761,5
"1230",651,643,5
"1231",386,866,4
"1232",2025,145,5
"1233",2847,192,5
"1234",2990,128,5
"1235",319,980,5
"1236",386,280,5
"1237",1344,218,4
"1238",1915,587,5
"1239",2864,492,5
"1240",887,246,3
"1241",1419,953,5
"1242",1097,410,4
"1243",2657,192,5
"1244",2069,329,5
"1245",1363,72,5
"1246",113,365,5
"1247",1566,275,5
"1248",2403,98,5
"1249",394,323,5
"1250",1865,570,5
"1251",2193,252,5
"1252",2766,194,5
"1253",2331,406,4
"1254",31,326,5
"1255",1954,8,4
"1256",2675,677,4
"1257",1249,954,5
"1258",689,282,5
"1259",552,138,4
"1260",637,275,3
"1261",1395,441,5
"1262",2177,335,5
"1263",260,133,4
"1264",1498,32,4
"1265",1155,1,1
"1266",1043,842,4
"1267",2036,260,5
"1268",1927,774,5
"1269",411,457,5
"1270",527,39,5
"1271",443,774,5
"1272",2270,320,5
"1273",2659,717,5
"1274",695,273,4
"1275",2577,336,5
"1276",1602,485,3
"1277",2373,523,4
"1278",254,365,5
"1279",1412,702,4
"1280",1513,625,1
"1281",1522,67,5
"1282",1296,5,5
"1283",2866,301,4
"1284",1083,201,4
"1285",2614,102,5
"1286",237,194,5
"1287",1205,1,3
"1288",2057,840,3
"1289",2438,132,5
"1290",898,565,4
"1291",1392,30,5
"1292",1335,746,5
"1293",272,345,5
"1294",2441,249,5
"1295",230,731,5
"1296",1492,305,5
"1297",1731,44,5
"1298",60,2,5
"1299",1436,895,5
"1300",2309,370,4
"1301",372,408,5
"1302",2840,216,4
"1303",1303,547,5
"1304",1460,982,5
"1305",334,561,4
"1306",1576,357,5
"1307",2104,618,4
"1308",2973,470,3
"1309",2958,11,5
"1310",81,18,4
"1311",1997,201,2
"1312",1913,1,4
"1313",1257,108,4
"1314",2744,149,4
"1315",637,871,3
"1316",1403,526,4
"1317",1169,49,4
"1318",1451,20,5
"1319",2272,540,5
"1320",962,837,5
"1321",509,51,5
"1322",55,474,5
"1323",899,249,5
"1324",400,653,5
"1325",2078,983,1
"1326",2826,124,5
"1327",2396,725,3
"1328",1561,599,5
"1329",1725,96,3
"1330",47,168,5
"1331",1540,935,5
"1332",1271,735,4
"1333",1568,10,5
"1334",2595,21,5
"1335",1098,767,5
"1336",2033,466,3
"1337",722,340,4
"1338",695,466,3
"1339",2519,787,3
"1340",1377,245,5
"1341",63,686,5
"1342",2612,137,5
"1343",26,293,5
"1344",686,173,4
"1345",1920,150,4
"1346",1209,89,5
"1347",703,229,4
"1348",1236,86,5
"1349",827,246,3
"1350",2001,449,5
"1351",865,462,5
"1352",1875,49,5
"1353",625,413,5
"1354",1981,579,4
"1355",5,552,4
"1356",346,183,5
"1357",208,271,5
"1358",926,44,4
"1359",2561,806,5
"1360",1377,805,5
"1361",369,82,4
"1362",1772,336,5
"1363",212,367,4
"1364",2226,402,5
"1365",1217,367,4
"1366",400,524,5
"1367",1336,20,5
"1368",1837,725,1
"1369",789,13,5
"1370",1918,65,5
"1371",2610,923,4
"1372",2539,362,5
"1373",2390,832,1
"1374",2184,218,5
"1375",2522,920,5
"1376",2003,51,5
"1377",2568,391,5
"1378",2025,8,4
"1379",1894,440,5
"1380",837,661,5
"1381",141,140,4
"1382",2810,388,4
"1383",2454,25,5
"1384",2375,732,5
"1385",665,42,5
"1386",83,277,4
"1387",1429,358,5
"1388",2659,479,5
"1389",1841,834,5
"1390",1693,550,4
"1391",1018,99,5
"1392",454,82,5
"1393",2066,271,3
"1394",1146,213,5
"1395",638,903,1
"1396",1741,32,5
"1397",1657,489,5
"1398",1367,80,5
"1399",1062,68,5
"1400",2129,142,5
