"","X1_test","X2_test","Y_test"
"338",1038,643,5
"339",1038,653,5
"340",1038,103,5
"341",1038,832,5
"342",1038,342,5
"343",1038,189,5
"344",1038,759,4
"345",531,916,5
"346",531,10,5
"347",149,252,5
"348",149,384,5
"349",1138,927,5
"350",1138,134,4
"351",1138,115,5
"352",1138,898,4
"353",1894,498,4
"354",1894,673,4
"355",1894,29,4
"356",62,88,5
"357",62,145,5
"358",62,722,5
"359",62,594,4
"360",62,898,5
"361",62,253,5
"362",62,194,5
"363",145,460,5
"364",145,774,4
"365",145,57,5
"366",145,152,5
"367",145,58,5
"368",145,268,5
"369",145,513,5
"370",145,548,4
"371",2095,895,5
"372",2095,920,5
"373",2095,682,4
"374",2095,210,4
"375",2095,398,4
"376",2095,115,5
"377",2095,50,4
"378",1121,145,5
"379",1121,501,5
"380",1121,391,5
"381",119,587,5
"382",119,268,5
"383",119,653,5
"384",119,871,5
"385",119,998,5
"386",119,978,5
"387",1871,828,5
"388",1871,474,4
"389",1360,255,5
"390",1360,128,5
"391",1360,193,5
"392",1360,769,5
"393",1360,738,5
"394",1360,115,5
"395",1209,895,5
"396",1209,412,5
"397",1209,328,5
"398",1209,563,5
"399",1209,791,5
"400",1209,258,5
"401",1209,398,5
"402",1209,978,5
"403",1651,531,5
"404",1651,236,5
"405",1651,27,5
"406",1651,23,5
"407",2865,145,5
"408",2865,236,5
"409",2865,742,5
"410",2865,14,4
"411",2865,501,5
"412",1519,14,3
"413",1519,68,4
"414",1519,398,4
"415",1519,89,5
"416",2373,466,4
"417",2373,94,3
"418",144,94,5
"419",144,394,4
"420",144,76,5
"421",1622,116,3
"422",1622,125,5
"423",2009,464,5
"424",2009,460,5
"425",2009,673,5
"426",2669,871,5
"427",2669,219,5
"428",2385,96,5
"429",2385,594,5
"430",2244,8,5
"431",2244,22,5
"432",2244,7,3
"433",933,26,3
"434",933,18,5
"435",933,80,5
"436",933,983,4
"437",933,57,1
"438",2780,791,4
"439",2780,977,4
"440",2780,982,4
"441",2780,288,4
"442",545,8,4
"443",545,13,5
"444",545,234,5
"445",2172,370,5
"446",2172,248,5
"447",2172,948,5
"448",1868,954,5
"449",486,140,5
"450",2478,65,5
"451",2478,938,5
"452",2958,38,2
"453",2958,142,3
"454",2958,767,5
"455",551,923,3
"456",551,642,4
"457",551,531,5
"458",551,846,4
"459",551,880,4
"460",551,886,5
"461",551,89,5
"462",551,5,3
"463",2528,15,5
"464",2528,194,5
"465",2528,2,5
"466",2528,1,5
"467",2528,625,5
"468",2528,271,5
"469",1484,63,4
"470",102,449,3
"471",102,851,5
"472",2432,842,3
"473",2432,120,4
"474",1102,352,5
"475",2988,124,5
"476",2988,633,3
"477",2988,662,5
"478",2988,234,3
"479",2988,350,4
"480",2650,72,3
"481",2650,24,5
"482",2650,21,3
"483",2650,698,4
"484",2650,361,5
"485",1224,106,5
"486",1224,279,1
"487",1224,115,5
"488",1224,527,5
"489",107,721,5
"490",107,124,5
"491",107,134,5
"492",107,531,5
"493",107,293,5
"494",107,42,3
"495",107,504,5
"496",2382,103,5
"497",2382,408,5
"498",2382,733,4
"499",2382,423,5
"500",2382,599,5
"501",1433,587,3
"502",2830,223,4
"503",2830,3,5
"504",2830,869,4
"505",2830,80,4
"506",2830,141,5
"507",2830,739,5
"508",326,255,4
"509",326,201,3
"510",1892,14,4
"511",1892,151,5
"512",1892,654,5
"513",1892,173,3
"514",2347,963,4
"515",2347,72,5
"516",2347,28,5
"517",2711,531,5
"518",2711,746,5
"519",20,619,4
"520",20,18,5
"521",20,138,5
"522",293,593,3
"523",1801,301,5
"524",1801,255,5
"525",1801,210,2
"526",1801,91,5
"527",1801,830,3
"528",1801,24,4
"529",1801,759,5
"530",2391,110,3
"531",2391,14,4
"532",808,462,3
"533",808,524,3
"534",937,605,1
"535",937,106,3
"536",937,29,5
"537",851,201,4
"538",851,3,5
"539",1487,388,5
"540",1487,842,4
"541",501,871,5
"542",501,623,5
"543",501,67,5
"544",501,192,4
"545",501,118,5
"546",2598,841,4
"547",2598,20,3
"548",2598,4,3
"549",1150,78,4
"550",1150,172,5
"551",1021,30,1
"552",1021,343,5
"553",1021,190,5
"554",1021,181,5
"555",1021,936,5
"556",1021,465,5
"557",1021,188,1
"558",1524,768,4
"559",1524,475,5
"560",1524,875,5
"561",1538,566,3
"562",1538,297,5
"563",2166,22,5
"564",2166,10,5
"565",2166,246,5
"566",1718,188,4
"567",1718,374,5
"568",1718,71,5
"569",105,143,1
"570",105,154,4
"571",105,452,4
"572",1019,316,4
"573",1019,160,5
"574",1019,957,5
"575",1569,160,4
"576",1569,200,4
"577",1117,275,5
"578",2773,682,4
"579",932,194,4
"580",932,625,4
"581",932,280,5
"582",1950,290,4
"583",200,114,5
"584",2333,14,4
"585",2333,361,3
"586",202,587,5
"587",202,120,3
"588",283,42,3
"589",283,25,3
"590",283,263,4
"591",654,785,4
"592",654,138,4
"593",654,125,5
"594",654,164,5
"595",654,966,5
"596",654,166,5
"597",654,58,4
"598",331,365,2
"599",331,514,3
"600",331,727,5
"601",331,14,5
"602",2601,279,5
"603",2601,548,5
"604",2601,479,5
"605",2601,151,1
"606",2601,57,5
"607",2431,42,5
"608",1765,476,2
"609",1765,725,2
"610",2826,855,5
"611",2826,355,5
"612",2826,13,5
"613",2826,28,5
"614",2826,109,5
"615",2826,393,5
"616",1495,210,5
"617",1495,27,1
"618",1495,8,5
"619",2068,866,4
"620",2068,388,4
"621",1621,504,4
"622",1621,22,2
"623",1621,849,4
"624",1621,119,3
"625",1621,274,2
"626",2418,203,4
"627",2418,22,5
"628",2418,490,3
"629",2679,325,1
"630",2679,129,4
"631",2679,330,3
"632",2500,543,5
"633",2500,131,1
"634",2500,824,5
"635",2941,377,5
"636",2941,20,3
"637",2941,126,2
"638",1814,839,5
"639",1814,492,4
"640",1814,1,3
"641",1814,20,3
"642",1814,237,2
"643",1814,617,4
"644",1401,12,4
"645",1401,851,5
"646",1480,174,4
"647",1480,346,5
"648",1480,962,5
"649",1480,260,5
"650",175,603,4
"651",175,999,4
"652",175,981,4
"653",120,592,5
"654",120,508,5
"655",2161,363,5
"656",2161,962,5
"657",2012,194,5
"658",2012,978,5
"659",2949,5,4
"660",2949,331,5
"661",971,371,5
"662",971,85,5
"663",971,744,5
"664",476,753,3
"665",476,137,5
"666",662,969,3
"667",662,907,4
"668",662,372,4
"669",662,749,5
"670",219,323,5
"671",219,33,5
"672",2313,475,4
"673",499,21,4
"674",499,480,3
"675",499,686,5
"676",265,110,4
"677",265,100,4
"678",94,901,5
"679",928,47,4
"680",928,150,4
"681",2022,134,5
"682",2309,976,4
"683",2309,42,5
"684",1178,284,4
"685",1178,94,5
"686",1178,323,4
"687",1178,876,4
"688",1178,384,1
"689",1529,437,5
"690",1529,436,5
"691",565,565,5
"692",565,139,5
"693",303,697,4
"694",303,151,3
"695",303,218,5
"696",2989,814,3
"697",2989,664,3
"698",2989,336,5
"699",2345,210,4
"700",2345,9,3
"701",2345,636,4
"702",2345,211,5
"703",2345,415,5
"704",2345,3,2
"705",2345,360,2
"706",2345,5,4
"707",317,339,5
"708",317,172,5
"709",2134,593,5
"710",2134,139,5
"711",2134,836,5
"712",2134,210,5
"713",2134,469,5
"714",1841,9,5
"715",1841,3,5
"716",1841,73,5
"717",1841,568,5
"718",2151,150,2
"719",2151,827,5
"720",2356,72,5
"721",2356,27,5
"722",1028,913,4
"723",1028,422,3
"724",1028,66,4
"725",1028,56,5
"726",1154,674,4
"727",1154,745,4
"728",1154,3,4
"729",1111,139,5
"730",1111,524,4
"731",1111,569,5
"732",1111,339,5
"733",2115,56,4
"734",2115,409,5
"735",2115,372,5
"736",2115,346,3
"737",2115,505,5
"738",2115,345,5
"739",2291,643,5
"740",2291,766,5
"741",2291,384,5
"742",2291,56,5
"743",2291,174,4
"744",2291,345,5
"745",602,653,3
"746",602,727,4
"747",602,438,4
"748",602,139,4
"749",2150,466,5
"750",2150,523,5
"751",2150,550,4
"752",2886,68,5
"753",2886,337,5
"754",2886,655,5
"755",1050,139,5
"756",1050,362,5
"757",1530,66,4
"758",1530,275,4
"759",1530,504,4
"760",1191,24,5
"761",1191,109,5
"762",1191,998,4
"763",1191,158,3
"764",2037,110,4
"765",2037,97,4
"766",2037,220,3
"767",2037,440,4
"768",2037,695,2
"769",204,23,4
"770",1629,846,5
"771",1629,524,5
"772",1629,832,5
"773",1903,897,5
"774",1903,194,5
"775",1903,139,5
"776",1903,219,5
"777",1903,280,5
"778",2577,548,5
"779",2577,623,5
"780",2577,6,5
"781",1172,18,5
"782",1172,166,3
"783",1172,100,5
"784",2219,210,4
"785",2219,207,5
"786",2219,321,3
"787",1641,450,5
"788",1641,38,5
"789",2776,66,5
"790",2776,50,3
"791",1027,897,4
"792",1027,538,4
"793",1027,115,4
"794",340,245,1
"795",340,714,5
"796",340,628,1
"797",901,653,5
"798",901,365,5
"799",901,280,5
"800",2197,840,5
"801",2197,642,5
"802",2197,920,4
"803",2638,832,5
"804",2342,923,3
"805",2342,531,4
"806",2342,159,3
"807",2342,245,2
"808",1317,39,3
"809",1317,910,5
"810",2754,336,5
"811",2754,236,4
"812",2754,619,4
"813",2754,95,4
"814",519,555,5
"815",519,651,5
"816",519,850,5
"817",2162,173,5
"818",2162,587,3
"819",2162,261,5
"820",2162,115,5
"821",2162,673,5
"822",2162,268,5
"823",2162,650,5
"824",15,232,4
"825",15,410,5
"826",15,4,5
"827",1084,218,5
"828",1084,409,4
"829",2277,252,5
"830",2277,396,5
"831",2277,93,5
"832",2277,777,2
"833",2133,846,4
"834",2133,340,5
"835",1437,396,5
"836",1437,504,5
"837",1883,413,5
"838",1883,880,5
"839",1883,388,5
"840",699,569,4
"841",699,305,4
"842",49,11,3
"843",49,275,4
"844",49,410,2
"845",49,914,4
"846",1976,4,5
"847",1976,32,5
"848",2421,664,5
"849",2421,8,5
"850",2421,51,5
"851",2421,120,5
"852",700,468,3
"853",700,379,5
"854",700,21,4
"855",700,650,5
"856",1711,450,4
"857",1711,662,5
"858",2406,541,5
"859",2406,563,4
"860",2406,791,3
"861",2406,438,4
"862",2406,524,3
"863",2286,814,5
"864",2286,325,5
"865",2286,979,5
"866",2286,253,5
"867",2286,67,5
"868",2286,96,5
"869",2286,326,5
"870",2286,102,5
"871",2286,245,5
"872",2286,480,5
"873",2286,248,5
"874",2670,35,4
"875",2670,30,4
"876",2670,748,1
"877",2670,275,5
"878",2893,30,5
"879",2893,568,5
"880",2852,421,5
"881",2852,72,5
"882",2852,45,5
"883",967,689,5
"884",967,905,4
"885",981,43,1
"886",981,74,3
"887",981,143,5
"888",1608,196,3
"889",1608,605,1
"890",1608,899,5
"891",489,325,4
"892",489,125,4
"893",2314,729,4
"894",2314,102,2
"895",58,8,4
"896",58,6,4
"897",58,158,5
"898",1153,81,5
"899",1153,257,3
"900",1153,632,5
"901",825,173,4
"902",2807,466,5
"903",2807,261,5
"904",2807,657,5
"905",2807,569,5
"906",2807,139,5
"907",2807,727,5
"908",2807,540,5
"909",2312,45,5
"910",2312,651,2
"911",2312,983,4
"912",1108,237,1
"913",1108,57,1
"914",1108,39,5
"915",1108,237,1
"916",2930,658,5
"917",1128,94,5
"918",1128,531,5
"919",1128,210,5
"920",1128,727,5
"921",1128,438,5
"922",1128,787,5
"923",2013,523,5
"924",2013,759,5
"925",2013,449,5
"926",2013,210,4
"927",2013,261,5
"928",875,382,5
"929",875,6,4
"930",372,718,4
"931",372,514,4
"932",372,62,5
"933",372,336,4
"934",372,911,3
"935",372,60,3
"936",372,439,5
"937",372,64,4
"938",372,4,4
"939",1692,4,5
"940",1692,255,4
"941",1827,80,4
"942",1827,96,5
"943",1827,140,5
"944",1827,982,5
"945",789,697,5
"946",789,450,5
"947",789,30,5
"948",789,38,5
"949",789,10,5
"950",2409,25,5
"951",13,697,4
"952",13,421,5
"953",13,582,4
"954",13,872,4
"955",13,380,4
"956",13,650,4
"957",13,216,5
"958",1445,212,4
"959",1445,972,3
"960",1445,124,5
"961",1445,565,3
"962",1445,139,5
"963",1811,386,5
"964",2750,55,5
"965",2750,150,5
"966",2750,99,5
"967",43,45,4
"968",43,384,3
"969",43,785,4
"970",1593,13,4
"971",79,593,5
"972",79,802,5
"973",79,835,5
"974",79,682,5
"975",79,821,5
"976",79,193,5
"977",79,846,5
"978",79,24,5
"979",439,336,5
"980",439,826,5
"981",439,223,5
"982",439,565,5
"983",439,271,4
"984",259,88,5
"985",259,359,5
"986",769,63,5
"987",769,571,5
"988",2306,618,4
"989",2306,254,4
"990",2552,166,4
"991",2552,58,4
"992",2552,6,5
"993",2552,365,4
"994",2552,625,5
"995",561,884,5
"996",561,166,5
"997",781,8,4
"998",781,168,3
"999",781,132,5
"1000",268,26,3
"1001",719,388,5
"1002",719,194,5
"1003",719,635,5
"1004",153,352,5
"1005",2894,288,5
"1006",2847,55,5
"1007",2847,128,3
"1008",404,866,5
"1009",2015,515,5
"1010",2015,412,5
"1011",2015,840,5
"1012",2015,972,5
"1013",1891,28,3
"1014",1891,106,4
"1015",524,229,5
"1016",524,914,5
"1017",524,99,3
"1018",2591,408,5
"1019",2591,910,2
"1020",2591,367,5
"1021",1355,24,5
"1022",1355,194,5
"1023",1888,438,4
"1024",1888,886,4
"1025",1888,339,4
"1026",1888,717,5
"1027",1888,565,5
"1028",1804,204,5
"1029",1804,597,4
"1030",2517,30,3
"1031",2517,255,2
"1032",2517,30,3
"1033",2517,10,3
"1034",2517,30,3
"1035",2517,255,2
"1036",444,787,3
"1037",444,4,4
"1038",444,401,4
"1039",444,350,4
"1040",444,745,4
"1041",1677,555,4
"1042",1677,23,4
"1043",1677,614,5
"1044",1677,230,2
"1045",1677,753,5
"1046",1677,933,3
"1047",1677,310,4
"1048",1677,571,5
"1049",1677,84,4
"1050",1336,36,3
"1051",1336,3,5
"1052",1336,98,5
"1053",1336,279,4
"1054",2932,388,5
"1055",1182,877,5
"1056",1182,323,5
"1057",765,252,5
"1058",765,106,5
"1059",765,594,4
"1060",2845,540,5
"1061",2845,28,5
"1062",907,995,5
"1063",907,830,5
"1064",907,24,4
"1065",71,753,5
"1066",71,297,4
"1067",1462,80,5
"1068",1462,914,4
"1069",1462,46,5
"1070",1421,593,3
"1071",1421,840,5
"1072",1421,352,5
"1073",1421,210,5
"1074",1421,657,5
"1075",2844,791,5
"1076",2844,24,5
"1077",2844,99,4
"1078",2844,474,3
"1079",2844,272,5
"1080",2685,718,5
"1081",2685,381,4
"1082",607,480,3
"1083",607,152,5
"1084",1375,450,5
"1085",1375,916,5
"1086",2790,133,5
"1087",2790,329,5
"1088",2790,50,3
"1089",2790,2,5
"1090",892,152,5
"1091",892,26,4
"1092",892,384,4
"1093",892,884,4
"1094",892,262,5
"1095",892,910,4
"1096",892,314,5
"1097",892,35,5
"1098",955,175,4
"1099",955,68,5
"1100",2779,880,5
"1101",2779,565,5
"1102",2779,362,5
"1103",722,381,4
"1104",722,139,3
"1105",1544,540,5
"1106",1544,524,5
"1107",1544,835,5
"1108",1544,82,5
"1109",582,24,4
"1110",582,222,5
"1111",582,236,4
"1112",1252,979,3
"1113",1252,35,4
"1114",1252,168,3
"1115",550,336,5
"1116",550,277,5
"1117",550,369,5
"1118",1334,412,5
"1119",1334,30,5
"1120",1334,293,5
"1121",1334,826,5
"1122",1334,473,5
"1123",1655,143,1
"1124",1668,358,2
"1125",1668,600,3
"1126",1668,563,5
"1127",1668,339,3
"1128",1668,27,5
"1129",2942,355,2
"1130",2942,10,1
"1131",888,175,5
"1132",2909,515,3
"1133",2909,229,4
"1134",2909,24,3
"1135",2909,419,4
"1136",2909,149,5
"1137",2909,621,4
"1138",2909,55,3
"1139",2909,36,3
"1140",81,33,4
"1141",81,963,4
"1142",81,204,4
"1143",1643,555,5
"1144",1643,243,5
"1145",1643,230,5
"1146",617,66,2
"1147",2062,402,5
"1148",2062,804,4
"1149",2062,473,3
"1150",1794,3,5
"1151",1794,1,5
"1152",1794,301,5
"1153",2433,29,4
"1154",2693,828,5
"1155",2693,210,2
"1156",2693,243,5
"1157",2693,80,5
"1158",2693,332,5
"1159",2693,110,4
"1160",2693,570,4
"1161",423,10,5
"1162",423,4,5
"1163",2533,977,5
"1164",2533,598,5
"1165",2533,325,5
"1166",2533,937,5
"1167",553,468,4
"1168",553,246,4
"1169",553,2,5
"1170",553,99,4
"1171",553,115,5
"1172",111,400,3
"1173",111,258,2
"1174",111,666,4
"1175",2859,116,5
"1176",2859,55,5
"1177",2125,619,5
"1178",2125,646,4
"1179",2125,14,5
"1180",2125,686,5
"1181",847,421,4
"1182",847,152,4
"1183",847,96,5
"1184",847,67,5
"1185",847,251,3
"1186",847,549,4
"1187",1896,110,3
"1188",1896,120,4
"1189",1896,570,3
"1190",2274,365,5
"1191",287,995,4
"1192",287,28,3
"1193",893,261,5
"1194",893,662,5
"1195",893,68,5
"1196",893,951,5
"1197",1422,468,5
"1198",1422,80,4
"1199",1422,787,5
"1200",1422,253,5
"1201",1422,2,5
"1202",2362,103,5
"1203",2362,385,5
"1204",2362,97,5
"1205",2362,29,4
"1206",2868,1,1
"1207",2868,980,3
"1208",2868,363,4
"1209",2868,630,5
"1210",1684,598,5
"1211",1684,335,4
"1212",306,406,5
"1213",1957,699,5
"1214",1957,826,5
"1215",1957,67,5
"1216",1957,138,5
"1217",1957,625,5
"1218",2993,203,5
"1219",2993,33,5
"1220",2993,51,5
"1221",2993,24,5
"1222",1112,754,4
"1223",1112,410,5
"1224",2772,173,4
"1225",2034,3,5
"1226",170,329,5
"1227",170,36,5
"1228",511,894,4
"1229",57,466,5
"1230",57,739,4
"1231",2394,94,5
"1232",2394,995,5
"1233",1237,85,5
"1234",1237,13,5
"1235",1237,548,3
"1236",1237,927,5
"1237",1237,144,5
"1238",490,967,5
"1239",490,381,4
"1240",490,282,4
"1241",490,538,5
"1242",2300,165,4
"1243",2300,611,5
"1244",535,401,5
"1245",535,937,5
"1246",535,983,5
"1247",535,138,5
"1248",535,635,3
"1249",53,446,4
"1250",53,967,4
"1251",53,966,4
"1252",53,739,4
"1253",884,328,5
"1254",884,408,5
"1255",884,393,4
"1256",884,533,5
"1257",335,212,5
"1258",335,54,5
"1259",335,691,5
"1260",335,880,5
"1261",335,28,5
"1262",335,978,5
"1263",335,120,5
"1264",1149,125,4
"1265",881,342,4
"1266",881,24,4
"1267",881,569,4
"1268",881,55,4
"1269",881,120,4
"1270",881,22,4
"1271",881,401,5
"1272",51,650,4
"1273",51,550,4
"1274",2721,846,3
"1275",2721,563,4
"1276",2721,662,5
"1277",2721,804,5
"1278",2721,540,4
"1279",2721,391,3
"1280",2943,3,5
"1281",2093,438,5
"1282",2093,82,5
"1283",2093,97,3
"1284",2093,102,5
"1285",2093,625,5
"1286",695,524,3
"1287",695,438,3
"1288",695,284,3
"1289",695,657,3
"1290",695,388,3
"1291",695,462,3
"1292",695,109,3
"1293",695,398,3
"1294",695,36,3
"1295",695,474,5
"1296",2742,798,5
"1297",2742,650,5
"1298",1245,714,4
"1299",1245,397,4
"1300",1245,760,5
"1301",1245,18,5
"1302",1245,4,5
"1303",1245,216,5
"1304",1245,575,4
"1305",2767,228,5
"1306",2767,520,5
"1307",2767,2,4
"1308",704,228,5
"1309",704,316,5
"1310",704,1,4
"1311",1673,502,4
"1312",1673,143,2
"1313",1673,84,5
"1314",1673,216,4
"1315",1673,575,2
"1316",1673,346,3
"1317",1673,345,4
"1318",1673,971,4
"1319",1219,969,3
"1320",1219,174,2
"1321",1180,846,4
"1322",2099,118,5
"1323",2099,138,5
"1324",2099,504,5
"1325",2099,29,5
"1326",1288,201,3
"1327",1288,1,4
"1328",1845,100,5
"1329",1845,6,5
"1330",1845,57,5
"1331",1845,568,4
"1332",2190,26,5
"1333",2190,108,5
"1334",2190,6,5
"1335",236,7,5
"1336",1596,30,5
"1337",1596,261,5
"1338",1596,806,5
"1339",1258,393,5
"1340",1258,81,5
"1341",1674,124,5
"1342",1674,22,4
"1343",1674,159,3
"1344",1674,449,5
"1345",2351,255,4
"1346",2351,540,5
"1347",2351,99,4
"1348",2351,982,5
"1349",2453,68,5
"1350",2067,28,5
"1351",235,450,5
"1352",235,990,4
"1353",235,275,4
"1354",235,24,3
"1355",235,12,4
"1356",235,26,2
"1357",235,62,4
"1358",235,132,3
"1359",235,158,4
"1360",1124,840,5
"1361",1124,44,4
"1362",1124,8,3
"1363",1124,960,4
"1364",1124,3,5
"1365",1715,816,1
"1366",1715,969,4
"1367",1715,154,5
"1368",1715,749,5
"1369",2771,62,5
"1370",2771,145,4
"1371",2771,252,5
"1372",2771,328,4
"1373",2636,962,5
"1374",723,628,5
"1375",723,29,4
"1376",723,18,5
"1377",723,597,4
"1378",723,827,4
"1379",723,490,4
"1380",1627,86,5
"1381",1627,340,5
"1382",1627,189,5
"1383",1627,22,5
"1384",1152,20,5
"1385",1152,468,4
"1386",1152,998,4
"1387",1152,911,5
"1388",1152,21,5
"1389",1826,339,5
"1390",1826,565,5
"1391",1509,66,4
"1392",1509,1,4
"1393",2501,727,5
"1394",2501,438,5
"1395",2501,282,5
"1396",2501,94,5
"1397",2833,36,5
"1398",2833,169,5
"1399",2833,159,4
"1400",2833,438,5
"1401",2833,28,5
"1402",2833,8,5
