"","X1_validation","X2_validation","Y_validation"
"517",1329,657,5
"518",165,120,4
"519",1229,332,3
"520",904,652,5
"521",1488,420,4
"522",2910,983,5
"523",27,498,5
"524",2756,143,3
"525",2160,210,4
"526",1848,821,5
"527",2642,281,1
"528",2215,368,5
"529",1003,476,5
"530",2165,132,3
"531",2280,3,5
"532",41,835,3
"533",1104,89,5
"534",1299,470,5
"535",935,541,5
"536",1598,240,5
"537",1259,598,5
"538",1586,441,5
"539",1091,120,4
"540",1895,452,5
"541",2350,493,5
"542",2598,21,4
"543",1855,45,4
"544",1831,698,4
"545",271,826,5
"546",240,13,5
"547",2783,349,1
"548",1922,144,4
"549",1429,141,4
"550",1559,342,5
"551",515,1,5
"552",2373,688,4
"553",1860,978,5
"554",1898,253,5
"555",2542,550,4
"556",333,367,5
"557",1559,14,5
"558",860,3,5
"559",666,840,5
"560",1816,246,4
"561",1167,898,3
"562",661,27,5
"563",2416,114,4
"564",1533,398,4
"565",1638,520,5
"566",289,727,5
"567",2,746,4
"568",72,846,4
"569",2867,137,4
"570",2331,57,5
"571",2788,32,5
"572",132,82,4
"573",422,905,4
"574",2834,888,5
"575",2700,367,5
"576",2327,103,4
"577",2660,152,5
"578",2771,895,5
"579",1069,187,3
"580",2955,62,4
"581",1777,411,5
"582",2846,8,4
"583",94,391,5
"584",297,87,2
"585",2050,411,3
"586",2858,727,5
"587",147,443,4
"588",987,288,5
"589",1043,72,2
"590",1591,18,4
"591",1764,840,5
"592",2274,238,5
"593",1309,67,3
"594",33,627,5
"595",311,640,5
"596",763,374,5
"597",841,189,4
"598",2598,851,5
"599",1039,82,4
"600",2715,230,5
"601",2912,598,5
"602",461,621,5
"603",2505,986,5
"604",2014,791,5
"605",778,542,5
"606",566,254,4
"607",1683,342,4
"608",619,614,2
"609",1691,50,4
"610",2181,633,4
"611",1888,569,5
"612",703,650,4
"613",3,691,3
"614",1459,146,3
"615",1083,83,5
"616",2342,124,5
"617",853,552,5
"618",2829,1,5
"619",449,802,3
"620",168,449,2
"621",1169,32,4
"622",1121,449,5
"623",1415,210,3
"624",13,605,4
"625",2525,1,5
"626",2634,117,5
"627",248,910,5
"628",2778,832,5
"629",1168,406,5
"630",2242,540,5
"631",1553,3,5
"632",228,42,5
"633",1610,914,5
"634",1666,323,5
"635",637,261,4
"636",1530,154,5
"637",2186,238,5
"638",15,450,4
"639",2760,236,5
"640",1216,642,5
"641",2426,72,2
"642",2591,806,4
"643",2145,1,3
"644",1344,120,5
"645",2571,74,5
"646",2422,746,5
"647",1763,923,4
"648",1244,767,5
"649",1238,245,5
"650",1347,851,4
"651",2105,911,4
"652",1430,14,5
"653",155,367,5
"654",2428,561,5
"655",1586,248,5
"656",723,26,3
"657",28,321,5
"658",1209,460,5
"659",1286,23,5
"660",2570,9,4
"661",806,30,4
"662",2666,82,5
"663",1741,51,5
"664",426,787,5
"665",1898,5,5
"666",2460,44,3
"667",1839,271,5
"668",1885,711,4
"669",1546,78,4
"670",1820,874,2
"671",2104,118,5
"672",440,895,5
"673",1034,56,5
"674",1348,618,4
"675",2728,83,1
"676",2627,72,4
"677",988,106,5
"678",1187,11,4
"679",2107,282,5
"680",2290,518,5
"681",1377,80,5
"682",826,920,5
"683",1292,595,3
"684",2869,505,4
"685",736,86,5
"686",2940,636,5
"687",2555,201,5
"688",1584,531,5
"689",33,914,5
"690",1234,35,4
"691",1175,18,5
"692",595,967,5
"693",1832,759,5
"694",1538,765,4
"695",2662,15,5
"696",2842,526,4
"697",1187,421,5
"698",375,677,5
"699",69,139,5
"700",2721,931,5
"701",2421,682,5
"702",1472,30,1
"703",2363,731,4
"704",531,32,5
"705",71,908,5
"706",304,174,4
"707",2872,470,4
"708",1491,33,2
"709",1266,642,5
"710",339,653,5
"711",2446,653,5
"712",822,309,2
"713",1654,3,5
"714",1670,254,5
"715",238,297,5
"716",2333,1,4
"717",1856,398,5
"718",1794,23,5
"719",919,295,5
"720",739,501,4
"721",687,13,5
"722",375,72,5
"723",1625,563,4
"724",1358,963,5
"725",1223,926,5
"726",393,137,5
"727",602,835,4
"728",1885,26,5
"729",852,26,4
"730",2823,923,5
"731",192,286,4
"732",2507,279,4
"733",85,72,4
"734",1718,693,5
"735",877,785,5
"736",795,253,4
"737",1269,937,3
"738",2451,248,5
"739",1337,531,1
"740",2195,223,5
"741",2771,589,5
"742",586,57,5
"743",1267,916,4
"744",1847,95,2
"745",549,30,4
"746",587,18,5
"747",414,662,5
"748",295,540,5
"749",2802,57,5
"750",2512,15,5
"751",817,236,5
"752",2305,896,5
"753",67,446,4
"754",150,911,5
"755",1600,102,5
"756",1698,103,5
"757",1157,565,5
"758",2267,598,4
"759",1890,443,5
"760",2534,336,5
"761",2815,532,3
"762",2186,150,5
"763",2103,57,5
"764",1739,657,5
"765",1344,900,2
"766",1521,3,4
"767",620,896,3
"768",2624,38,5
"769",2272,356,4
"770",1396,534,5
"771",1558,27,5
"772",728,880,5
"773",2794,80,4
"774",2994,791,5
"775",652,139,4
"776",2281,193,3
"777",2780,83,3
"778",1269,692,4
"779",1239,18,5
"780",135,212,5
"781",1019,970,4
"782",2692,11,2
"783",584,521,5
"784",2795,293,5
"785",410,820,5
"786",2266,344,5
"787",842,238,5
"788",508,36,5
"789",2784,68,5
"790",880,328,5
"791",773,526,5
"792",294,835,5
"793",2174,32,5
"794",1975,493,5
"795",1482,438,5
"796",2777,692,5
"797",830,7,5
"798",1646,27,5
"799",2734,275,5
"800",1410,732,5
"801",1831,396,3
"802",2799,344,5
"803",223,4,2
"804",2555,931,3
"805",450,325,5
"806",1306,898,4
"807",99,56,4
"808",1199,142,4
"809",1870,804,5
"810",177,9,5
"811",218,906,5
"812",1173,738,5
"813",497,72,4
"814",2653,229,2
"815",1793,391,4
"816",2345,609,4
"817",84,767,4
"818",1046,2,4
"819",1858,820,5
"820",2910,804,4
"821",2664,960,5
"822",2637,249,5
"823",461,609,5
"824",2789,699,4
"825",400,691,5
"826",624,159,5
"827",1775,139,5
"828",2639,142,3
"829",1233,565,5
"830",725,802,4
"831",1988,776,3
"832",455,124,5
"833",1543,94,5
"834",1352,2,4
"835",1832,733,4
"836",486,102,5
"837",797,39,4
"838",1816,169,5
"839",2551,3,4
"840",1885,6,5
"841",2198,261,5
"842",891,344,4
"843",2864,110,5
"844",466,18,5
"845",1627,8,5
"846",2844,5,5
"847",2810,68,4
"848",1190,132,5
"849",2388,761,5
"850",2554,279,4
"851",1988,210,4
"852",644,45,5
"853",1807,234,4
"854",1850,288,4
"855",1343,493,5
"856",2122,455,3
"857",1940,716,5
"858",1973,168,5
"859",2643,78,4
"860",1587,28,4
"861",891,25,3
"862",2020,144,5
"863",2133,293,5
"864",567,42,5
"865",86,56,4
"866",1438,94,5
"867",767,515,5
"868",2671,972,5
"869",1021,933,2
"870",1552,733,5
"871",2385,549,5
"872",2874,502,4
"873",2598,981,5
"874",2513,203,5
"875",1459,193,4
"876",2642,576,3
"877",1215,26,5
"878",1251,184,5
"879",1754,569,4
"880",1094,106,4
"881",1894,460,3
"882",1710,2,4
"883",204,125,5
"884",162,112,2
"885",2937,117,4
"886",2045,218,5
"887",2210,243,5
"888",665,24,5
"889",876,878,4
"890",528,983,5
"891",1462,468,5
"892",2120,168,5
"893",1888,540,5
"894",683,243,5
"895",420,18,2
"896",2716,116,5
"897",117,237,5
"898",2012,120,5
"899",1478,524,4
"900",2738,39,5
"901",76,223,5
"902",486,65,5
"903",786,18,3
"904",545,22,5
"905",2289,473,2
"906",148,368,4
"907",1401,277,2
"908",339,466,5
"909",2719,334,5
"910",1315,13,5
"911",2204,799,5
"912",2428,977,5
"913",2113,596,4
"914",1207,342,4
"915",524,324,4
"916",2598,690,5
"917",1162,332,4
"918",2464,865,5
"919",1183,759,5
"920",223,685,3
"921",1188,1,5
"922",971,626,5
"923",2595,32,4
"924",2748,273,4
"925",1209,212,5
"926",2791,490,4
"927",728,13,4
"928",1854,118,5
"929",1454,50,4
"930",2782,282,5
"931",2451,1,5
"932",482,359,4
"933",58,150,3
"934",2625,960,4
"935",2445,828,4
"936",1207,721,5
"937",752,89,5
"938",2547,516,5
"939",2021,8,4
"940",2566,288,4
"941",2868,844,5
"942",2268,727,5
"943",2747,56,5
"944",809,549,4
"945",2441,159,4
"946",1467,42,5
"947",1767,109,3
"948",122,1,4
"949",273,558,3
"950",213,51,5
"951",2482,667,5
"952",2103,39,5
"953",1515,776,5
"954",1126,161,5
"955",1699,623,5
"956",701,917,4
"957",1492,792,3
"958",193,194,4
"959",2214,18,3
"960",1806,858,3
"961",372,33,5
"962",1190,517,4
"963",2260,108,5
"964",1410,57,5
"965",2825,791,4
"966",1330,480,1
"967",774,151,5
"968",2609,878,3
"969",2660,139,5
"970",2873,995,4
"971",862,14,5
"972",1413,711,5
"973",760,159,5
"974",1415,44,4
"975",786,466,4
"976",1257,67,5
"977",1266,271,5
"978",2848,730,3
"979",1582,23,5
"980",1146,45,5
"981",767,569,4
"982",2916,178,5
"983",1802,24,4
"984",1912,49,5
"985",757,168,4
"986",551,657,5
"987",1029,764,5
"988",2089,271,4
"989",2982,619,5
"990",2439,748,5
"991",1611,492,4
"992",2103,58,5
"993",2050,155,5
"994",130,8,5
"995",745,876,5
"996",2849,14,5
"997",111,802,5
"998",2769,165,5
"999",2492,18,4
"1000",676,569,5
"1001",1619,729,5
"1002",1779,115,5
"1003",2003,324,3
"1004",329,210,3
"1005",238,595,3
"1006",658,223,5
"1007",2179,369,4
"1008",1919,898,3
"1009",2367,11,5
"1010",2145,739,5
"1011",2234,1,4
"1012",2537,25,5
"1013",1132,108,5
"1014",2129,742,5
"1015",253,325,4
"1016",1865,764,3
"1017",1911,323,5
"1018",2661,686,4
"1019",1511,268,5
"1020",663,324,4
"1021",248,140,5
"1022",2780,14,3
"1023",1757,84,5
"1024",2050,36,5
"1025",326,871,3
"1026",1398,8,4
"1027",2248,39,5
"1028",1320,114,5
"1029",2106,15,4
"1030",1818,72,5
"1031",2309,916,5
"1032",204,655,4
"1033",1391,972,3
"1034",1616,428,5
"1035",714,653,5
"1036",116,138,5
"1037",2990,555,4
"1038",1232,335,2
"1039",2978,396,5
"1040",2482,18,5
"1041",2627,166,4
"1042",384,657,5
"1043",1392,14,4
"1044",301,236,3
"1045",121,284,4
"1046",2671,1,5
"1047",596,303,4
"1048",224,230,5
"1049",2008,212,5
"1050",2440,791,4
"1051",1209,30,5
"1052",2594,384,3
"1053",602,954,4
"1054",9,126,3
"1055",79,8,5
"1056",1802,900,5
"1057",91,288,5
"1058",594,42,5
"1059",2552,268,4
"1060",2794,368,5
"1061",2474,25,4
"1062",1342,66,5
"1063",2580,888,5
"1064",664,59,4
"1065",2386,45,5
"1066",495,514,3
"1067",394,698,4
"1068",396,417,5
"1069",528,263,5
"1070",1059,651,4
"1071",1939,895,5
"1072",276,57,5
"1073",848,549,5
"1074",375,377,5
"1075",328,325,5
"1076",2436,895,5
"1077",2368,569,5
"1078",814,110,5
"1079",131,493,5
"1080",2505,167,5
"1081",2475,293,4
"1082",2348,569,4
"1083",647,603,4
"1084",938,628,5
"1085",1774,253,5
"1086",2577,96,5
"1087",2620,11,5
"1088",2832,524,5
"1089",2898,53,5
"1090",1497,989,5
"1091",877,609,5
"1092",1742,643,5
"1093",2926,273,5
"1094",1803,28,5
"1095",2182,454,4
"1096",203,651,4
"1097",2560,727,5
"1098",1140,22,5
"1099",1887,82,3
"1100",1777,565,5
"1101",891,2,5
"1102",670,767,3
"1103",2473,33,3
"1104",1865,776,3
"1105",937,4,3
"1106",167,377,5
"1107",1111,643,4
"1108",2525,49,5
"1109",612,49,4
"1110",1709,99,4
"1111",422,297,5
"1112",884,282,4
"1113",2873,67,4
"1114",1260,211,5
"1115",507,6,4
"1116",1609,27,5
"1117",2214,99,1
"1118",2715,38,5
"1119",992,515,5
"1120",1703,774,5
"1121",1406,9,1
"1122",2757,2,5
"1123",1937,335,2
"1124",2281,323,5
"1125",836,100,5
"1126",2582,797,4
"1127",40,51,5
"1128",2169,742,5
"1129",1135,30,5
"1130",1057,431,5
"1131",449,66,5
"1132",162,113,5
"1133",944,28,5
"1134",1918,7,2
"1135",2453,836,5
"1136",435,365,5
"1137",2602,68,5
"1138",1689,141,4
"1139",1816,770,5
"1140",1269,12,5
"1141",801,748,4
"1142",2447,33,5
"1143",2971,645,5
"1144",1147,12,3
"1145",2731,339,4
"1146",2963,152,4
"1147",601,89,4
"1148",692,335,4
"1149",1627,51,5
"1150",1979,25,3
"1151",1295,673,4
"1152",1804,38,5
"1153",834,702,5
"1154",1529,963,4
"1155",2920,6,5
"1156",971,10,5
"1157",2875,608,4
"1158",2528,245,5
"1159",2025,27,5
"1160",252,452,5
"1161",2233,149,4
"1162",1841,49,5
"1163",371,12,4
"1164",441,28,5
"1165",211,37,4
"1166",2720,977,5
"1167",270,531,5
"1168",518,12,5
"1169",1632,803,5
"1170",1429,877,5
"1171",864,99,5
"1172",2000,323,4
"1173",2561,492,5
"1174",2430,1,4
"1175",1073,983,5
"1176",2215,48,5
"1177",2512,936,4
"1178",652,746,3
"1179",1318,139,3
"1180",229,876,5
"1181",450,697,5
"1182",554,523,5
"1183",2748,588,5
"1184",2908,326,5
"1185",1053,787,4
"1186",1588,12,5
"1187",1739,252,5
"1188",29,22,5
"1189",527,242,5
"1190",364,115,5
"1191",1625,846,4
"1192",885,76,5
"1193",268,716,3
"1194",1789,408,5
"1195",796,715,5
"1196",521,51,5
"1197",1520,12,4
"1198",87,5,3
"1199",735,72,5
"1200",1479,895,4
"1201",1360,717,5
"1202",1773,102,5
"1203",2264,38,4
"1204",2549,393,4
"1205",2378,271,5
"1206",1224,588,3
"1207",835,486,5
"1208",563,238,5
"1209",2939,120,5
"1210",1756,29,5
"1211",2958,35,5
"1212",13,848,4
"1213",734,886,4
"1214",332,633,5
"1215",405,252,5
"1216",1261,661,4
"1217",1533,406,4
"1218",1733,80,2
"1219",2353,830,4
"1220",2084,125,4
"1221",1546,281,5
"1222",325,32,5
"1223",2402,252,5
"1224",2263,377,2
"1225",1727,118,5
"1226",1625,694,5
"1227",906,74,3
"1228",1483,261,3
"1229",502,72,5
"1230",716,2,4
"1231",1310,55,5
"1232",1377,138,5
"1233",2710,268,5
"1234",1337,733,5
"1235",450,592,5
"1236",1433,931,3
"1237",1975,479,5
"1238",830,68,5
"1239",2834,619,5
"1240",2528,332,5
"1241",1769,232,5
"1242",187,197,5
"1243",1800,446,3
"1244",590,398,3
"1245",2762,129,4
"1246",2779,139,5
"1247",872,98,4
"1248",1295,118,4
"1249",1523,133,3
"1250",2238,653,4
"1251",914,849,5
"1252",800,71,5
"1253",2134,688,5
"1254",1605,33,3
"1255",2932,139,5
"1256",2659,23,4
"1257",1642,450,4
"1258",739,22,4
"1259",12,339,5
"1260",1951,35,4
"1261",1267,855,4
"1262",722,594,1
"1263",984,72,5
"1264",2722,98,5
"1265",375,271,5
"1266",2190,833,5
"1267",1701,764,4
"1268",2127,717,5
"1269",863,3,5
"1270",2449,408,5
"1271",2410,113,5
"1272",2774,36,3
"1273",2097,286,5
"1274",631,482,5
"1275",1652,401,5
"1276",1018,45,5
"1277",2398,697,5
"1278",2513,776,5
"1279",908,18,1
"1280",1429,540,4
"1281",378,615,3
"1282",2580,486,3
"1283",2499,25,5
"1284",1551,74,4
"1285",2632,13,5
"1286",1235,729,5
"1287",2204,396,5
"1288",1484,174,2
"1289",2858,388,4
"1290",1159,3,5
"1291",2586,446,5
"1292",934,33,3
"1293",1577,137,4
"1294",1138,145,4
"1295",2138,119,2
"1296",1837,30,4
"1297",199,126,5
"1298",73,617,4
"1299",1107,4,5
"1300",2170,569,5
"1301",1416,384,4
"1302",813,26,3
"1303",1673,849,5
"1304",2562,833,4
"1305",2031,425,4
"1306",411,113,5
"1307",2319,245,5
"1308",2102,572,5
"1309",2309,3,5
"1310",1643,995,5
"1311",2934,42,1
"1312",2756,940,5
"1313",511,239,5
"1314",484,22,4
"1315",121,664,5
"1316",2692,78,2
"1317",1714,39,4
"1318",1680,203,5
"1319",227,139,3
"1320",1107,98,3
"1321",1936,6,5
"1322",1715,31,5
"1323",1952,42,5
"1324",357,739,3
"1325",243,657,5
"1326",2398,592,4
"1327",2569,662,5
"1328",104,531,5
"1329",533,24,4
"1330",813,494,4
"1331",2262,978,4
"1332",292,905,4
"1333",1432,803,4
"1334",2062,774,4
"1335",2316,223,5
"1336",2656,592,3
"1337",2237,74,3
"1338",2824,288,5
"1339",1923,336,4
"1340",2999,55,3
"1341",2593,662,5
"1342",2477,923,3
"1343",294,633,5
"1344",1402,698,5
"1345",346,847,4
"1346",1760,175,4
"1347",688,698,5
"1348",298,76,3
"1349",233,542,4
"1350",21,379,5
"1351",936,213,5
"1352",782,937,3
"1353",92,356,1
"1354",59,582,3
"1355",217,11,5
"1356",2882,352,5
"1357",1618,4,5
"1358",719,356,5
"1359",1146,133,5
"1360",2547,255,4
"1361",1768,470,5
"1362",659,89,5
"1363",1825,509,5
"1364",255,5,5
"1365",283,1,4
"1366",2559,418,4
"1367",1675,282,5
"1368",2577,326,5
"1369",2665,697,4
"1370",1037,173,5
"1371",579,913,4
"1372",190,509,4
"1373",1021,121,5
"1374",1905,1,4
"1375",1265,937,4
"1376",1704,240,4
"1377",2902,565,5
"1378",2718,362,4
"1379",19,288,5
"1380",572,42,5
"1381",984,325,5
"1382",2291,246,4
"1383",2802,326,3
"1384",1358,240,4
"1385",927,406,4
"1386",1750,130,3
"1387",1936,787,4
"1388",2200,233,4
"1389",930,840,4
"1390",1980,13,5
"1391",1509,256,4
"1392",2427,234,5
"1393",792,82,5
"1394",1160,336,4
"1395",1888,38,4
"1396",386,900,5
"1397",2381,502,5
"1398",107,593,5
"1399",1079,595,5
"1400",257,243,5
"1401",291,48,5
