"","X1_train","X2_train","Y_train"
"107",1381,666,5
"108",2265,974,2
"109",1924,26,5
"110",995,69,5
"111",2361,128,5
"112",2413,36,4
"113",2797,994,4
"114",816,855,5
"115",2191,120,5
"116",1145,988,5
"117",1106,573,5
"118",793,376,1
"119",322,47,5
"120",1017,139,5
"121",2210,902,3
"122",1524,831,5
"123",2927,110,3
"124",1128,385,3
"125",544,94,5
"126",692,3,5
"127",665,336,5
"128",27,405,5
"129",1517,4,5
"130",2999,4,5
"131",1358,771,5
"132",2010,161,5
"133",2882,134,5
"134",1252,613,4
"135",2735,96,5
"136",2978,7,5
"137",1401,77,1
"138",2901,398,5
"139",2174,81,4
"140",2803,276,5
"141",2868,111,5
"142",1445,150,5
"143",1041,222,4
"144",313,687,4
"145",2431,955,5
"146",1718,647,5
"147",353,791,2
"148",900,229,5
"149",2302,575,5
"150",2871,507,5
"151",908,282,5
"152",1303,8,5
"153",1514,268,5
"154",2401,148,4
"155",2519,722,5
"156",847,567,5
"157",1503,691,5
"158",2640,1,5
"159",1735,672,5
"160",1480,295,5
"161",554,129,5
"162",1,679,4
"163",1787,163,5
"164",769,197,4
"165",516,988,5
"166",755,170,4
"167",1913,819,5
"168",75,93,5
"169",145,36,5
"170",706,576,3
"171",2190,47,1
"172",1240,502,5
"173",20,177,5
"174",108,129,2
"175",1309,92,5
"176",2694,38,5
"177",1785,608,1
"178",1727,948,5
"179",2568,586,5
"180",2916,497,5
"181",2300,130,5
"182",2498,136,1
"183",509,847,4
"184",2064,520,5
"185",1594,19,5
"186",934,4,4
"187",184,406,5
"188",2682,722,4
"189",2457,351,4
"190",1943,59,5
"191",2649,506,1
"192",1619,555,5
"193",1999,960,5
"194",864,435,5
"195",1006,229,5
"196",933,110,4
"197",2166,284,2
"198",1145,111,4
"199",2214,285,5
"200",2364,18,3
"201",1492,446,5
"202",529,622,1
"203",1570,959,5
"204",702,259,5
"205",2206,49,5
"206",2348,4,4
"207",1376,724,5
"208",2791,78,5
"209",1613,488,5
"210",2412,130,5
"211",956,250,5
"212",1115,549,1
"213",331,947,5
"214",1693,299,5
"215",1381,338,4
"216",185,166,5
"217",368,11,5
"218",1412,650,5
"219",2754,69,5
"220",721,148,4
"221",2187,100,5
"222",1498,876,1
"223",2795,3,5
"224",1933,569,5
"225",1705,31,1
"226",100,647,5
"227",2737,662,5
"228",55,679,5
"229",2214,867,5
"230",630,149,5
"231",2354,138,4
"232",2045,59,5
"233",3,957,5
"234",2037,554,5
"235",1855,30,3
"236",2678,243,5
"237",868,94,5
"238",633,102,3
"239",1339,621,5
"240",478,726,3
"241",969,188,5
"242",1363,56,5
"243",772,830,5
"244",1913,75,3
"245",1251,57,5
"246",1138,234,5
"247",2729,441,5
"248",2363,5,5
"249",2676,10,5
"250",727,291,5
"251",1670,521,5
"252",350,565,4
"253",2891,11,4
"254",2051,181,5
"255",495,180,4
"256",1822,31,3
"257",1524,338,5
"258",972,762,5
"259",1288,49,5
"260",1818,494,5
"261",2278,310,5
"262",1150,131,4
"263",2735,64,5
"264",159,58,1
"265",2012,252,5
"266",2305,165,5
"267",700,992,5
"268",1828,417,5
"269",20,354,5
"270",1481,480,5
"271",136,518,5
"272",763,186,5
"273",1776,194,5
"274",419,23,3
"275",2942,860,4
"276",40,188,5
"277",1373,687,5
"278",313,147,4
"279",104,139,5
"280",59,978,4
"281",2368,34,5
"282",2896,5,5
"283",2917,641,5
"284",2921,821,5
"285",694,694,2
"286",213,74,5
"287",1167,758,4
"288",2158,565,5
"289",2786,696,5
"290",2137,29,4
"291",1996,469,5
"292",190,356,5
"293",1730,464,5
"294",1754,11,4
"295",2975,842,5
"296",627,393,5
"297",1711,5,5
"298",781,233,5
"299",939,594,5
"300",268,969,5
"301",1464,210,5
"302",2151,797,5
"303",2354,18,4
"304",103,821,4
"305",2901,147,4
"306",2942,327,5
"307",1646,27,5
"308",2456,8,4
"309",1100,615,2
"310",2515,309,5
"311",1003,393,5
"312",986,220,3
"313",1768,59,5
"314",1839,607,5
"315",535,741,5
"316",2422,260,5
"317",1200,537,5
"318",1468,13,5
"319",1482,629,5
"320",196,609,5
"321",2136,282,1
"322",1415,575,5
"323",2497,50,5
"324",1936,594,5
"325",1943,34,5
"326",2411,89,5
"327",445,38,3
"328",420,147,5
"329",2664,27,5
"330",1428,180,4
"331",1920,90,5
"332",299,149,5
"333",386,947,5
"334",731,473,1
"335",94,521,5
"336",1032,521,5
"337",596,141,5
"338",2966,16,5
"339",1089,907,5
"340",1307,177,5
"341",232,687,5
"342",774,292,5
"343",584,58,5
"344",1471,571,5
"345",499,876,4
"346",662,260,5
"347",663,34,4
"348",2704,646,5
"349",2508,291,5
"350",884,480,1
"351",728,470,1
"352",929,855,5
"353",757,615,5
"354",2674,714,5
"355",2029,668,5
"356",558,499,5
"357",491,77,5
"358",2406,102,5
"359",1047,11,4
"360",1488,52,5
"361",1829,901,4
"362",1535,259,5
"363",555,370,5
"364",655,640,4
"365",406,944,5
"366",2577,524,4
"367",463,143,4
"368",2180,27,4
"369",1787,327,5
"370",2139,562,4
"371",1562,187,4
"372",2377,131,5
"373",332,913,5
"374",1548,108,5
"375",337,52,3
"376",841,1,5
"377",1343,311,5
"378",1033,145,4
"379",877,820,5
"380",2,893,3
"381",164,571,5
"382",2716,26,4
"383",350,28,5
"384",2403,540,5
"385",1840,607,5
"386",1558,129,5
"387",386,3,4
"388",525,475,5
"389",2313,332,5
"390",2661,106,5
"391",1584,955,3
"392",984,223,5
"393",390,9,5
"394",2059,896,5
"395",647,117,5
"396",1676,41,5
"397",1786,798,5
"398",76,3,5
"399",2407,268,5
"400",2914,26,5
"401",2312,6,5
"402",613,744,5
"403",2174,64,3
"404",81,245,3
"405",2154,166,5
"406",1018,510,5
"407",757,903,5
"408",1247,94,5
"409",150,521,5
"410",2872,132,5
"411",1722,260,5
"412",2646,115,4
"413",1879,20,4
"414",803,21,5
"415",1467,965,3
"416",293,90,3
"417",1517,773,5
"418",1905,56,5
"419",2985,480,5
"420",2186,184,5
"421",1685,988,5
"422",2841,320,5
"423",2234,177,5
"424",2417,268,4
"425",1219,511,5
"426",488,389,5
"427",2301,665,5
"428",1927,349,5
"429",106,83,5
"430",1687,19,5
"431",1607,496,3
"432",1958,96,5
"433",1687,817,5
"434",39,714,5
"435",529,86,5
"436",983,333,5
"437",34,263,5
"438",500,8,5
"439",1488,49,5
"440",157,534,5
"441",845,383,5
"442",2049,573,4
"443",2871,326,5
"444",2209,17,3
"445",2772,2,5
"446",1787,160,5
"447",2324,256,4
"448",2094,809,4
"449",1933,274,5
"450",690,875,1
"451",992,717,2
"452",2792,194,5
"453",857,868,4
"454",1261,998,5
"455",1960,83,5
"456",1392,309,4
"457",2580,105,5
"458",402,876,5
"459",586,494,5
"460",1335,550,5
"461",2789,287,5
"462",2942,944,5
"463",779,272,5
"464",2315,681,5
"465",2721,488,5
"466",849,462,5
"467",1666,902,4
"468",59,419,5
"469",1885,270,5
"470",1163,461,5
"471",995,594,5
"472",898,837,5
"473",2033,69,5
"474",1683,57,5
"475",2365,2,5
"476",502,520,5
"477",1976,24,5
"478",1213,64,5
"479",711,211,5
"480",174,390,3
"481",2613,776,5
"482",2806,106,3
"483",1957,11,4
"484",242,189,5
"485",575,74,1
"486",1296,114,5
"487",2449,476,5
"488",2554,249,4
"489",1724,245,5
"490",724,571,4
"491",2161,20,5
"492",1810,344,5
"493",3,288,5
"494",1223,213,5
"495",767,524,3
"496",899,117,2
"497",2936,258,4
"498",1409,68,4
"499",939,24,5
"500",2945,429,5
"501",2826,36,4
"502",1805,83,5
"503",85,37,4
"504",347,27,5
"505",1232,738,1
"506",2203,744,5
"507",2495,258,5
"508",563,180,1
"509",2337,18,5
"510",1196,96,5
"511",2329,71,5
"512",1144,921,5
"513",2535,247,5
"514",2551,881,5
"515",629,437,5
"516",1154,213,5
"517",41,10,5
"518",2621,240,5
"519",1882,96,5
"520",1257,34,5
"521",268,250,5
"522",334,54,1
"523",736,179,5
"524",246,185,5
"525",192,74,5
"526",1835,114,5
"527",2439,473,4
"528",15,36,5
"529",2659,94,5
"530",490,10,5
"531",1217,211,5
"532",382,148,5
"533",2894,90,1
"534",666,59,5
"535",1091,83,5
"536",2038,3,5
"537",2742,14,4
"538",1449,56,4
"539",2410,450,4
"540",356,157,4
"541",1790,6,5
"542",1973,52,5
"543",323,222,5
"544",948,483,5
"545",2556,15,5
"546",612,933,5
"547",2715,393,5
"548",1526,506,5
"549",306,25,5
"550",159,160,5
"551",152,597,5
"552",2213,177,5
"553",1616,57,5
"554",1848,563,5
"555",389,16,3
"556",561,817,1
"557",1499,57,5
"558",2766,6,5
"559",1212,714,5
"560",1241,534,5
"561",1236,870,3
"562",2565,639,5
"563",1382,729,5
"564",1078,463,4
"565",49,467,5
"566",2221,410,5
"567",965,687,3
"568",1049,474,5
"569",2183,587,5
"570",1981,966,3
"571",880,755,1
"572",2076,136,4
"573",2963,52,5
"574",1100,511,5
"575",2600,246,3
"576",530,177,5
"577",1450,63,5
"578",2424,859,5
"579",553,1,1
"580",2126,145,3
"581",1615,42,3
"582",1250,25,5
"583",1379,439,5
"584",1194,149,5
"585",359,69,2
"586",1199,5,5
"587",828,867,5
"588",455,850,5
"589",627,26,5
"590",135,57,5
"591",1701,94,5
"592",2219,397,5
"593",2234,908,5
"594",1406,111,5
"595",837,988,3
"596",1247,529,5
"597",293,115,5
"598",1084,139,5
"599",1039,70,5
"600",1094,23,4
"601",2934,260,5
"602",55,308,5
"603",1356,28,4
"604",1026,511,5
"605",1451,283,5
"606",1609,42,1
"607",452,34,4
"608",2425,81,4
"609",804,152,3
"610",879,461,5
"611",2547,26,5
"612",952,129,5
"613",1535,256,5
"614",2154,274,5
"615",1386,725,5
"616",1523,668,5
"617",498,180,5
"618",710,266,4
"619",1868,896,5
"620",1882,569,5
"621",889,773,4
"622",2604,702,3
"623",2727,681,5
"624",111,836,4
"625",2918,30,2
"626",21,708,5
"627",649,271,5
"628",1679,317,4
"629",1607,575,1
"630",1848,79,4
"631",1257,470,4
"632",1768,197,4
"633",993,180,5
"634",592,8,1
"635",1758,364,5
"636",960,271,3
"637",1747,149,5
"638",477,73,4
"639",704,148,5
"640",2515,216,5
"641",2054,180,5
"642",618,794,5
"643",1845,364,5
"644",86,212,1
"645",1345,16,3
"646",847,212,5
"647",1770,1,5
"648",1560,390,4
"649",1226,127,5
"650",143,903,4
"651",1730,790,4
"652",159,795,5
"653",2636,161,5
"654",2402,959,5
"655",726,145,5
"656",2407,129,5
"657",2745,518,5
"658",974,472,5
"659",1802,29,3
"660",459,713,4
"661",1067,222,5
"662",2993,745,5
"663",1602,126,5
"664",70,327,5
"665",2508,257,4
"666",228,650,5
"667",1262,359,5
"668",1560,161,5
"669",2058,744,2
"670",1478,149,5
"671",1285,71,2
"672",350,963,1
"673",1942,73,5
"674",2297,2,4
"675",110,351,5
"676",2483,298,5
"677",2857,410,5
"678",1663,397,4
"679",2021,847,5
"680",293,229,5
"681",208,631,5
"682",2372,829,5
"683",2341,30,1
"684",125,820,5
"685",2015,132,4
"686",1162,610,5
"687",2513,83,5
"688",2298,29,5
"689",2903,122,4
"690",2533,626,5
"691",2805,11,5
"692",2249,54,1
"693",2797,149,5
"694",257,788,5
"695",2765,39,5
"696",1836,244,5
"697",1003,638,5
"698",2594,705,5
"699",2947,24,5
"700",2484,588,3
"701",529,55,1
"702",1082,285,5
"703",769,111,5
"704",99,902,4
"705",1987,330,5
"706",2427,517,5
"707",2369,972,5
"708",143,304,1
"709",1596,158,1
"710",308,416,5
"711",1974,904,5
"712",159,10,5
"713",868,978,5
"714",2792,521,5
"715",196,128,5
"716",2653,38,5
"717",791,696,5
"718",886,93,5
"719",793,20,5
"720",765,239,4
"721",2273,8,4
"722",577,49,5
"723",2203,162,5
"724",2893,632,5
"725",333,2,5
"726",1288,229,5
"727",1186,283,5
"728",1324,806,5
"729",1889,2,4
"730",1410,463,5
"731",1019,451,5
"732",2528,61,4
"733",460,4,5
"734",615,172,5
"735",2795,13,4
"736",328,16,4
"737",2555,236,5
"738",118,170,5
"739",436,1,5
"740",2122,187,5
"741",379,3,5
"742",2144,697,4
"743",629,771,5
"744",982,407,5
"745",1503,4,3
"746",1623,217,5
"747",745,59,3
"748",941,309,5
"749",2729,3,5
"750",2856,9,3
"751",1040,575,5
"752",2688,765,4
"753",2884,26,5
"754",1833,80,5
"755",2692,463,5
"756",668,464,4
"757",1480,153,5
"758",2909,40,1
"759",2495,15,5
"760",2322,930,4
"761",1687,29,5
"762",2431,934,5
"763",2816,697,2
"764",1665,233,5
"765",2009,819,4
"766",2776,426,4
"767",424,641,5
"768",827,167,5
"769",1105,84,5
"770",1832,21,5
"771",365,286,5
"772",2052,145,5
"773",266,229,5
"774",474,189,5
"775",2733,828,5
"776",2664,143,5
"777",1333,64,5
"778",2245,151,1
"779",424,420,5
"780",2654,554,5
"781",2504,20,3
"782",2658,714,4
"783",1083,1,1
"784",959,9,1
"785",2365,24,2
"786",1218,211,5
"787",2104,491,5
"788",947,19,5
"789",2580,930,4
"790",1222,75,5
"791",177,26,5
"792",392,785,5
"793",1365,94,5
"794",1495,13,3
"795",445,386,3
"796",56,909,5
"797",647,901,5
"798",1258,165,1
"799",2917,370,4
"800",614,188,5
"801",1032,529,5
"802",2524,53,2
"803",1049,6,5
"804",327,575,5
"805",2202,35,5
"806",981,480,5
"807",380,555,5
"808",1188,854,5
"809",2359,225,5
"810",1176,165,1
"811",1129,933,4
"812",2382,280,5
"813",1285,288,5
"814",2899,113,5
"815",696,694,5
"816",2112,177,4
"817",2416,180,5
"818",1454,358,1
"819",852,309,5
"820",637,697,5
"821",1692,6,5
"822",2514,285,5
"823",1897,13,5
"824",2355,200,5
"825",2859,44,5
"826",215,139,3
"827",2018,247,5
"828",816,77,1
"829",1867,4,5
"830",1721,630,5
"831",2460,902,5
"832",1135,12,1
"833",2856,817,5
"834",2270,79,4
"835",1622,780,5
"836",689,824,5
"837",2309,103,5
"838",2928,244,1
"839",565,978,5
"840",1473,169,5
"841",75,162,5
"842",2681,722,5
"843",532,173,5
"844",2258,630,5
"845",926,350,5
"846",1214,10,5
"847",757,750,5
"848",522,741,5
"849",337,455,4
"850",2060,7,3
"851",2542,13,5
"852",1102,986,4
"853",189,898,5
"854",995,125,4
"855",1668,522,5
"856",556,42,5
"857",368,960,5
"858",1702,467,1
"859",1208,247,5
"860",820,852,5
"861",2595,607,5
"862",1837,64,5
"863",1936,624,5
"864",54,61,1
"865",2967,183,5
"866",1262,35,5
"867",223,726,4
"868",1448,406,5
"869",2767,900,5
"870",568,130,5
"871",2904,101,5
"872",581,92,5
"873",908,162,5
"874",582,133,1
"875",2066,732,5
"876",476,196,4
"877",1421,309,5
"878",1010,333,5
"879",724,236,4
"880",1326,700,5
"881",507,5,5
"882",1919,237,3
"883",79,507,5
"884",1810,92,5
"885",1648,157,5
"886",1660,969,5
"887",1049,275,5
"888",2070,985,5
"889",1825,59,5
"890",2581,169,4
"891",1458,489,5
"892",1327,172,5
"893",2617,683,5
"894",909,211,5
"895",830,133,4
"896",1140,771,5
"897",1341,188,5
"898",801,926,5
"899",856,3,5
"900",2298,20,3
"901",2732,124,5
"902",123,709,4
"903",2159,847,5
"904",680,227,4
"905",125,731,5
"906",1268,240,5
"907",946,174,5
"908",510,903,5
"909",1856,70,4
"910",2000,206,5
"911",2993,41,5
"912",1692,708,5
"913",1871,225,2
"914",1674,3,5
"915",652,770,5
"916",1667,157,5
"917",2424,59,5
"918",1857,649,5
"919",2564,388,5
"920",1011,767,5
"921",485,141,5
"922",2920,39,5
"923",153,494,5
"924",187,983,4
"925",789,646,5
"926",141,275,5
"927",971,419,3
"928",1943,413,5
"929",2165,4,4
"930",2292,649,5
"931",1889,921,5
"932",193,70,2
"933",2157,46,4
"934",539,881,5
"935",1389,679,5
"936",276,247,5
"937",1655,197,5
"938",2827,738,5
"939",753,324,4
"940",2521,92,5
"941",446,644,5
"942",1135,320,1
"943",1644,2,4
"944",2108,83,5
"945",2321,768,5
"946",2530,212,5
"947",693,15,5
"948",1133,280,5
"949",1389,281,1
"950",749,149,5
"951",1354,518,5
"952",2337,419,5
"953",2143,22,5
"954",2621,75,4
"955",1151,211,5
"956",831,559,5
"957",2044,750,5
"958",1274,641,5
"959",1248,733,5
"960",812,212,5
"961",2272,451,5
"962",255,297,5
"963",1052,11,3
"964",1245,573,4
"965",2563,16,5
"966",422,4,3
"967",2561,446,4
"968",2852,615,4
"969",1077,478,4
"970",1914,139,5
"971",1154,404,5
"972",2186,806,5
"973",1738,105,5
"974",335,170,5
"975",1619,555,5
"976",164,765,4
"977",2620,6,5
"978",2095,927,4
"979",2858,11,5
"980",336,382,5
"981",393,405,5
"982",752,744,5
"983",1201,860,5
"984",2643,147,5
"985",2362,207,5
"986",1583,34,5
"987",2427,17,5
"988",1574,31,5
"989",2634,334,5
"990",2674,275,5
"991",1369,572,5
"992",710,967,5
"993",118,297,5
"994",2373,168,5
"995",1375,332,5
"996",1242,59,5
"997",1438,606,5
"998",2875,79,5
"999",1316,469,5
"1000",2511,246,5
"1001",2681,92,4
"1002",1295,456,5
"1003",638,259,5
"1004",1325,347,5
"1005",2509,92,5
"1006",1674,43,1
"1007",1265,571,5
"1008",1096,57,5
"1009",385,3,1
"1010",244,187,5
"1011",624,200,5
"1012",374,759,5
"1013",2261,524,3
"1014",2469,356,5
"1015",1348,7,1
"1016",2172,640,5
"1017",1519,180,5
"1018",1822,694,1
"1019",1416,690,5
"1020",339,172,5
"1021",852,744,5
"1022",717,16,4
"1023",1247,8,5
"1024",883,199,4
"1025",314,27,5
"1026",2071,3,4
"1027",1836,415,5
"1028",1237,567,5
"1029",358,146,5
"1030",2502,463,4
"1031",1293,283,4
"1032",1305,865,5
"1033",745,344,3
"1034",810,12,5
"1035",536,24,1
"1036",1986,447,5
"1037",1997,341,5
"1038",2704,830,5
"1039",562,197,5
"1040",2884,271,5
"1041",2730,688,5
"1042",2552,333,5
"1043",2177,94,4
"1044",578,522,4
"1045",2984,84,5
"1046",847,576,5
"1047",2362,297,5
"1048",761,808,5
"1049",96,505,5
"1050",2469,266,2
"1051",65,135,1
"1052",1036,658,5
"1053",324,497,5
"1054",743,57,5
"1055",656,612,5
"1056",527,177,5
"1057",1812,631,5
"1058",2514,320,4
"1059",1988,464,5
"1060",1084,916,5
"1061",281,268,5
"1062",2759,51,5
"1063",222,641,5
"1064",585,52,5
"1065",1176,549,4
"1066",2387,334,5
"1067",642,677,4
"1068",978,236,5
"1069",1098,938,5
"1070",2502,747,4
"1071",535,478,5
"1072",2604,375,5
"1073",703,419,1
"1074",1233,211,5
"1075",1232,898,5
"1076",703,713,5
"1077",241,510,5
"1078",226,406,5
"1079",1722,607,5
"1080",987,291,5
"1081",1003,145,5
"1082",153,74,5
"1083",1164,3,5
"1084",2321,657,4
"1085",2257,109,5
"1086",919,180,5
"1087",515,26,4
"1088",944,3,5
"1089",1936,56,5
"1090",2496,309,5
"1091",1647,692,5
"1092",2662,286,3
"1093",2311,3,5
"1094",1732,309,5
"1095",1122,247,5
"1096",1307,107,3
"1097",1963,807,5
"1098",2587,765,4
"1099",719,335,5
"1100",2791,84,5
"1101",166,464,5
"1102",2193,17,4
"1103",2239,378,4
"1104",1998,741,4
"1105",2572,43,5
"1106",1009,681,5
"1107",714,26,5
"1108",1933,36,5
"1109",264,607,5
"1110",734,294,5
"1111",1895,731,4
"1112",279,584,1
"1113",1272,3,5
"1114",2939,88,5
"1115",1049,284,5
"1116",1493,452,5
"1117",493,402,5
"1118",2171,79,4
"1119",2285,34,5
"1120",525,263,5
"1121",1487,150,5
"1122",1339,139,5
"1123",2934,462,5
"1124",534,216,4
"1125",2711,298,5
"1126",880,166,1
"1127",947,161,5
"1128",185,518,5
"1129",2534,171,5
"1130",1489,157,5
"1131",1767,497,1
"1132",2723,598,5
"1133",822,33,3
"1134",1031,105,5
"1135",105,56,5
"1136",1496,197,5
"1137",2584,658,4
"1138",2065,898,5
"1139",2309,891,5
"1140",1690,550,5
"1141",2649,476,3
"1142",1825,687,5
"1143",1588,114,5
"1144",440,188,5
"1145",1872,34,5
"1146",304,794,4
"1147",1126,305,5
"1148",2920,74,5
"1149",3000,305,5
"1150",571,50,4
"1151",1425,696,5
"1152",1919,880,3
"1153",218,169,5
"1154",2329,9,5
"1155",529,214,5
"1156",2706,73,5
"1157",1171,180,5
"1158",2391,77,1
"1159",2070,157,5
"1160",2934,440,5
"1161",909,7,2
"1162",1161,1,1
"1163",2880,327,5
"1164",1886,252,5
"1165",2289,150,5
"1166",2784,528,5
"1167",895,344,5
"1168",1702,516,5
"1169",328,6,5
"1170",35,907,5
"1171",2137,52,5
"1172",943,180,3
"1173",2931,128,4
"1174",1843,27,4
"1175",858,34,5
"1176",2115,288,5
"1177",1003,681,5
"1178",2836,415,5
"1179",1056,101,3
"1180",2637,137,1
"1181",2166,94,1
"1182",1177,237,5
"1183",1830,94,5
"1184",910,794,4
"1185",2030,713,5
"1186",1824,697,1
"1187",2184,779,5
"1188",2370,793,5
"1189",2408,337,4
"1190",2995,34,5
"1191",431,336,5
"1192",2409,8,4
"1193",1279,44,4
"1194",2666,533,4
"1195",1214,111,5
"1196",2194,59,4
"1197",384,31,5
"1198",822,144,4
"1199",550,523,1
"1200",2676,431,5
"1201",2178,123,1
"1202",295,81,5
"1203",1095,2,5
"1204",2115,901,5
"1205",1200,77,5
"1206",2160,115,5
"1207",2760,952,4
"1208",2722,6,5
"1209",2921,208,4
"1210",1116,268,5
"1211",2062,675,5
"1212",1670,271,4
"1213",1887,648,5
"1214",1921,4,5
"1215",2085,161,5
"1216",2311,714,5
"1217",2034,67,5
"1218",1689,1,5
"1219",1276,59,1
"1220",2997,129,5
"1221",1690,228,5
"1222",1417,206,4
"1223",419,75,4
"1224",1044,500,5
"1225",2000,2,5
"1226",2478,518,3
"1227",2860,361,5
"1228",1748,103,4
"1229",2267,338,5
"1230",334,10,1
"1231",381,693,2
"1232",793,45,5
"1233",1612,894,4
"1234",943,707,1
"1235",1286,24,5
"1236",715,320,5
"1237",2376,431,4
"1238",1485,404,5
"1239",772,292,5
"1240",136,479,5
"1241",2730,208,1
"1242",2480,45,5
"1243",1552,777,4
"1244",937,494,5
"1245",1953,127,2
"1246",997,236,5
"1247",2557,687,3
"1248",1077,518,5
"1249",1268,646,5
"1250",1449,855,5
"1251",1961,434,2
"1252",2460,657,4
"1253",1149,196,4
"1254",957,197,5
"1255",28,12,5
"1256",2280,817,5
"1257",2085,6,5
"1258",254,982,5
"1259",1206,488,5
"1260",1839,333,5
"1261",1729,165,5
"1262",394,81,5
"1263",2381,364,5
"1264",1004,157,1
"1265",1274,880,5
"1266",2724,247,5
"1267",1062,404,5
"1268",2420,59,5
"1269",2240,259,5
"1270",2010,145,5
"1271",1220,141,5
"1272",2650,470,5
"1273",757,24,5
"1274",1578,59,5
"1275",51,656,5
"1276",758,631,5
"1277",2918,948,5
"1278",1178,53,3
"1279",10,20,5
"1280",906,50,5
"1281",597,283,5
"1282",277,96,5
"1283",2339,19,5
"1284",1123,187,1
"1285",1115,102,5
"1286",596,292,5
"1287",2492,811,5
"1288",1607,23,2
"1289",2885,794,5
"1290",427,180,5
"1291",223,952,3
"1292",2017,150,5
"1293",604,566,5
"1294",1529,29,5
"1295",1240,762,1
"1296",63,5,5
"1297",210,5,5
"1298",1395,731,5
"1299",1178,696,4
"1300",2894,992,5
"1301",2196,144,4
"1302",2252,257,4
"1303",873,447,5
"1304",969,692,5
"1305",1536,407,5
"1306",1230,6,5
"1307",1297,714,5
"1308",1027,26,5
"1309",1284,635,5
"1310",133,474,4
"1311",1763,57,5
"1312",2236,356,5
"1313",2158,4,5
"1314",2399,2,5
"1315",1727,864,2
"1316",1640,534,2
"1317",1532,990,5
"1318",226,715,1
"1319",1847,747,5
"1320",2206,327,5
"1321",2083,657,5
"1322",1070,360,5
"1323",2152,469,5
"1324",128,271,5
"1325",2209,188,3
"1326",954,117,5
"1327",1696,740,5
"1328",315,434,5
"1329",1928,648,3
"1330",431,944,5
"1331",2105,465,5
"1332",49,3,5
"1333",233,696,5
"1334",1806,26,5
"1335",1566,15,5
"1336",832,52,5
"1337",2783,90,2
"1338",2767,132,1
"1339",2767,172,4
"1340",762,92,2
"1341",106,114,5
"1342",1751,105,5
"1343",384,1,5
"1344",2123,4,2
"1345",671,714,4
"1346",2308,279,5
"1347",3000,27,5
"1348",1000,550,4
"1349",1396,390,4
"1350",855,455,5
"1351",2956,12,5
"1352",1669,429,4
"1353",395,19,5
"1354",1646,2,4
"1355",1435,819,4
"1356",2210,462,5
"1357",264,89,5
"1358",2829,776,1
"1359",1350,319,2
"1360",2427,786,3
"1361",147,6,5
"1362",2381,268,5
"1363",1971,49,3
"1364",2011,77,5
"1365",1845,385,4
"1366",1285,247,5
"1367",36,469,4
"1368",2351,67,5
"1369",2596,795,5
"1370",1966,416,5
"1371",2256,407,4
"1372",381,75,3
"1373",1340,3,5
"1374",427,145,5
"1375",2598,172,5
"1376",403,63,5
"1377",746,803,3
"1378",567,111,5
"1379",2043,199,4
"1380",2739,130,5
"1381",1018,152,5
"1382",407,685,5
"1383",2879,310,5
"1384",479,283,5
"1385",2849,131,5
"1386",2424,635,5
"1387",2579,563,5
"1388",1761,662,4
"1389",158,404,2
"1390",1119,267,3
"1391",1691,160,5
"1392",2521,125,2
"1393",1364,54,5
"1394",165,718,5
"1395",1649,54,5
"1396",2876,38,1
"1397",2412,384,5
"1398",2716,188,4
"1399",2644,748,5
"1400",1440,35,5
"1401",768,690,2
"1402",402,416,5
"1403",1774,23,5
