"","X1_test","X2_test","Y_test"
"242",160,191,5
"243",160,595,5
"244",1150,782,3
"245",1150,100,5
"246",1150,43,4
"247",1150,459,4
"248",1150,106,4
"249",2722,275,3
"250",2722,38,5
"251",2722,284,5
"252",2722,7,5
"253",1664,593,5
"254",1664,118,4
"255",743,65,5
"256",743,917,5
"257",743,55,4
"258",743,535,5
"259",614,307,5
"260",614,77,5
"261",614,385,5
"262",614,740,5
"263",2225,206,3
"264",2225,116,3
"265",2366,175,5
"266",2366,33,5
"267",2366,484,1
"268",2366,12,4
"269",518,345,5
"270",518,132,5
"271",518,563,5
"272",518,913,5
"273",518,595,5
"274",2851,210,5
"275",2851,100,5
"276",1599,97,5
"277",1599,819,3
"278",1599,145,5
"279",2416,64,4
"280",2416,98,4
"281",2416,55,5
"282",15,885,5
"283",15,17,5
"284",2498,784,5
"285",2498,162,4
"286",2498,3,5
"287",2498,340,4
"288",2498,2,5
"289",1552,426,2
"290",642,894,5
"291",642,501,5
"292",2119,662,3
"293",2119,865,1
"294",1677,283,2
"295",1677,194,3
"296",1677,932,4
"297",1677,231,2
"298",1226,125,5
"299",1226,49,4
"300",1226,32,5
"301",1226,56,4
"302",40,17,5
"303",40,3,5
"304",40,963,5
"305",40,165,5
"306",2339,300,4
"307",2339,1,4
"308",207,534,3
"309",207,41,5
"310",207,194,3
"311",207,117,4
"312",207,79,5
"313",144,26,5
"314",144,3,5
"315",144,4,5
"316",144,157,5
"317",2403,61,5
"318",2403,211,5
"319",2403,612,4
"320",2403,22,5
"321",1716,698,5
"322",1716,42,5
"323",1716,107,5
"324",1716,33,5
"325",2568,415,4
"326",2568,117,1
"327",2568,203,4
"328",2568,8,3
"329",2568,2,4
"330",1014,40,5
"331",1014,41,5
"332",1014,303,4
"333",1511,211,2
"334",1511,481,3
"335",1511,75,3
"336",1511,214,2
"337",1511,428,4
"338",1273,21,4
"339",1273,91,4
"340",1273,33,5
"341",1273,319,4
"342",1273,384,5
"343",1273,65,2
"344",62,76,5
"345",62,4,3
"346",62,54,4
"347",62,73,4
"348",1616,188,5
"349",1616,598,5
"350",723,616,5
"351",723,331,3
"352",723,17,5
"353",723,913,4
"354",82,710,5
"355",82,439,5
"356",82,298,3
"357",343,53,5
"358",343,52,3
"359",343,196,3
"360",2735,250,4
"361",2735,225,3
"362",2735,124,4
"363",2735,79,5
"364",163,760,4
"365",163,257,1
"366",2506,50,5
"367",2506,715,4
"368",2506,276,4
"369",2506,279,5
"370",2506,521,4
"371",2506,103,5
"372",2506,52,5
"373",2506,43,5
"374",2506,317,5
"375",2506,590,5
"376",2506,55,5
"377",2506,89,4
"378",586,485,2
"379",586,59,5
"380",586,9,5
"381",773,178,5
"382",773,125,5
"383",773,262,5
"384",1272,196,4
"385",1272,52,5
"386",1272,100,5
"387",1272,494,3
"388",2598,141,3
"389",2598,281,4
"390",2598,296,2
"391",2598,6,5
"392",2598,101,5
"393",909,26,5
"394",909,542,5
"395",909,62,5
"396",909,243,5
"397",1977,25,5
"398",1977,21,4
"399",1977,660,1
"400",1977,492,1
"401",1977,196,4
"402",1650,345,4
"403",1650,713,5
"404",1650,789,5
"405",1650,29,5
"406",1650,115,5
"407",1650,334,5
"408",1650,104,5
"409",515,96,5
"410",515,982,5
"411",515,457,4
"412",515,460,1
"413",515,35,5
"414",1338,206,4
"415",1338,27,4
"416",1338,251,4
"417",1338,265,3
"418",1338,668,5
"419",107,222,3
"420",107,514,3
"421",107,409,4
"422",107,970,3
"423",2768,60,4
"424",2768,44,5
"425",2768,932,4
"426",2768,69,5
"427",2768,335,5
"428",56,651,1
"429",56,902,5
"430",248,158,5
"431",1231,27,5
"432",1231,166,5
"433",669,281,5
"434",669,85,5
"435",669,145,4
"436",669,33,4
"437",669,384,5
"438",669,184,5
"439",669,46,5
"440",1662,359,5
"441",1662,241,5
"442",1662,910,5
"443",2127,723,2
"444",2127,128,1
"445",2127,610,4
"446",2127,987,5
"447",2127,177,4
"448",2127,597,3
"449",1614,87,2
"450",1614,856,3
"451",2755,935,5
"452",2755,58,5
"453",2755,120,5
"454",2755,61,5
"455",2755,161,5
"456",24,315,5
"457",24,118,4
"458",2361,314,4
"459",2361,150,4
"460",2361,2,4
"461",2152,454,3
"462",2152,303,5
"463",2152,821,2
"464",2152,668,5
"465",501,109,5
"466",501,916,5
"467",501,381,5
"468",501,209,3
"469",124,156,5
"470",124,117,3
"471",2388,160,5
"472",2388,12,4
"473",383,876,3
"474",383,382,4
"475",383,361,5
"476",383,6,4
"477",383,223,4
"478",383,145,5
"479",2266,87,5
"480",2266,987,5
"481",2266,656,5
"482",2266,297,5
"483",2266,543,5
"484",2266,481,5
"485",1944,201,5
"486",1944,17,5
"487",1944,468,5
"488",1944,188,5
"489",1944,41,5
"490",1944,123,4
"491",1944,173,5
"492",1944,94,5
"493",1944,370,5
"494",1944,80,5
"495",2347,256,4
"496",2347,297,5
"497",2347,97,2
"498",2347,336,4
"499",1523,723,4
"500",1523,852,1
"501",1523,318,5
"502",1523,295,4
"503",1523,86,5
"504",1523,478,5
"505",128,726,4
"506",128,488,3
"507",128,136,4
"508",128,420,5
"509",922,86,5
"510",922,928,4
"511",922,17,4
"512",922,98,1
"513",626,654,4
"514",626,526,3
"515",626,133,3
"516",962,609,5
"517",335,128,2
"518",335,943,3
"519",335,288,5
"520",1345,16,4
"521",1345,115,4
"522",2582,713,5
"523",2582,292,3
"524",1988,16,1
"525",1988,884,5
"526",1988,258,4
"527",1988,485,4
"528",1988,717,1
"529",231,698,3
"530",231,340,4
"531",2747,416,5
"532",2747,643,5
"533",2785,222,5
"534",2554,343,3
"535",2554,219,5
"536",2113,27,5
"537",2113,670,1
"538",511,98,3
"539",511,21,5
"540",511,640,5
"541",511,58,5
"542",511,389,3
"543",511,565,5
"544",1738,907,4
"545",1738,44,5
"546",1481,307,4
"547",1481,237,3
"548",1481,205,3
"549",1481,554,5
"550",2283,47,3
"551",2283,666,4
"552",2283,699,5
"553",2283,785,5
"554",2283,712,4
"555",2665,564,5
"556",2665,144,5
"557",2665,285,5
"558",2665,828,2
"559",2665,49,4
"560",2665,9,5
"561",2933,51,5
"562",2933,6,5
"563",2933,255,3
"564",2933,617,3
"565",2933,751,3
"566",230,423,4
"567",230,280,4
"568",508,367,3
"569",508,24,5
"570",508,8,3
"571",516,610,1
"572",516,561,5
"573",516,451,4
"574",516,64,5
"575",516,4,4
"576",516,932,2
"577",516,103,4
"578",966,426,5
"579",966,858,3
"580",2827,635,5
"581",2827,669,5
"582",2827,617,5
"583",2801,637,3
"584",1056,58,4
"585",1710,25,5
"586",1710,67,1
"587",1710,19,5
"588",165,614,5
"589",165,958,5
"590",165,770,1
"591",165,746,5
"592",165,777,4
"593",165,982,5
"594",1174,23,5
"595",1174,196,1
"596",1174,440,5
"597",1174,733,4
"598",1174,740,3
"599",1174,728,5
"600",1174,444,1
"601",215,770,2
"602",215,869,3
"603",215,210,3
"604",215,717,3
"605",215,130,2
"606",215,938,2
"607",1355,411,5
"608",1086,218,4
"609",1086,901,5
"610",1086,596,5
"611",1086,629,4
"612",1086,808,5
"613",1086,557,5
"614",2041,343,5
"615",2041,452,5
"616",2041,42,5
"617",2041,587,5
"618",49,685,3
"619",49,144,3
"620",1397,69,5
"621",1397,75,3
"622",1397,90,5
"623",781,233,5
"624",781,473,5
"625",781,40,5
"626",781,214,5
"627",781,876,4
"628",1385,178,4
"629",1385,922,4
"630",1385,876,3
"631",1385,413,4
"632",825,194,5
"633",825,722,5
"634",825,651,2
"635",825,485,5
"636",825,396,5
"637",1687,196,5
"638",1687,109,3
"639",1850,702,5
"640",1850,13,5
"641",1850,530,5
"642",1850,723,5
"643",1850,11,5
"644",1850,297,5
"645",1850,129,1
"646",1850,3,5
"647",1448,602,5
"648",1448,660,5
"649",1448,906,3
"650",1448,17,5
"651",1448,422,5
"652",1448,956,5
"653",1448,459,5
"654",184,770,3
"655",2031,530,5
"656",2031,128,4
"657",2031,53,5
"658",794,47,5
"659",794,1,5
"660",794,19,5
"661",2872,399,5
"662",2872,151,5
"663",2872,35,4
"664",2634,349,5
"665",1928,28,5
"666",1928,31,5
"667",1928,350,5
"668",1928,514,4
"669",466,292,4
"670",466,674,4
"671",466,781,5
"672",466,22,5
"673",83,100,5
"674",83,285,4
"675",1215,537,4
"676",1215,92,5
"677",227,861,4
"678",227,178,5
"679",227,590,5
"680",1144,134,4
"681",1144,152,4
"682",1240,968,4
"683",906,102,5
"684",2343,140,2
"685",2343,24,1
"686",2343,2,5
"687",2343,201,5
"688",119,179,5
"689",119,440,4
"690",119,576,5
"691",2753,395,5
"692",2753,444,1
"693",1294,31,4
"694",1294,1,4
"695",2295,26,5
"696",2295,319,5
"697",2454,331,5
"698",2454,43,5
"699",2454,65,5
"700",2454,90,5
"701",2586,978,5
"702",1810,357,5
"703",1810,157,3
"704",1810,615,5
"705",1810,281,5
"706",836,638,5
"707",836,636,3
"708",836,39,5
"709",836,515,3
"710",836,488,3
"711",836,713,3
"712",1990,439,5
"713",1990,288,2
"714",1990,28,3
"715",134,25,5
"716",134,963,5
"717",1597,833,5
"718",1597,456,5
"719",1597,568,5
"720",1597,441,5
"721",1597,222,5
"722",1079,408,5
"723",1079,481,5
"724",1079,735,4
"725",1079,70,5
"726",509,610,2
"727",509,855,5
"728",2145,774,5
"729",2145,39,5
"730",405,208,4
"731",405,479,4
"732",405,49,4
"733",405,193,5
"734",594,14,3
"735",594,60,4
"736",594,157,3
"737",195,175,3
"738",195,123,5
"739",1366,365,1
"740",1366,885,2
"741",1366,460,2
"742",2637,125,4
"743",2637,32,5
"744",2637,153,4
"745",2079,452,4
"746",2079,7,4
"747",2079,443,2
"748",1734,44,5
"749",1734,55,5
"750",1734,47,4
"751",1734,66,5
"752",916,474,5
"753",916,207,5
"754",916,392,4
"755",2307,25,4
"756",2307,1,4
"757",2307,19,5
"758",1283,550,5
"759",1283,988,4
"760",1283,947,5
"761",1283,52,5
"762",1283,21,4
"763",1283,345,5
"764",522,904,4
"765",522,288,5
"766",889,947,3
"767",1214,172,3
"768",1214,523,4
"769",935,50,4
"770",935,444,4
"771",2487,124,4
"772",2487,513,5
"773",2487,96,4
"774",1269,310,5
"775",2241,146,3
"776",2241,279,3
"777",2241,967,5
"778",2241,30,4
"779",2241,779,5
"780",2241,37,4
"781",2717,362,2
"782",2717,492,1
"783",2717,362,2
"784",2717,207,5
"785",1800,295,4
"786",1800,161,5
"787",1800,823,5
"788",1800,560,5
"789",2822,2,4
"790",2279,600,1
"791",2279,47,2
"792",2279,639,3
"793",618,742,2
"794",618,180,4
"795",618,324,4
"796",618,69,5
"797",1432,255,4
"798",1432,582,5
"799",2012,3,5
"800",302,48,5
"801",302,21,4
"802",302,43,5
"803",302,142,3
"804",1660,3,5
"805",1660,64,5
"806",2566,29,5
"807",2566,12,5
"808",2566,6,5
"809",2566,299,5
"810",1445,25,4
"811",1946,439,3
"812",1946,368,3
"813",1946,48,4
"814",2239,25,4
"815",2239,21,5
"816",2239,131,5
"817",2239,33,3
"818",1095,698,5
"819",1095,521,5
"820",1095,244,5
"821",1095,43,5
"822",1095,172,5
"823",110,480,3
"824",110,368,4
"825",228,273,5
"826",228,43,5
"827",228,737,5
"828",1326,2,5
"829",1326,316,5
"830",2575,72,5
"831",2575,79,5
"832",449,588,4
"833",449,138,3
"834",449,620,1
"835",449,310,3
"836",449,994,2
"837",449,176,5
"838",730,38,5
"839",730,767,5
"840",1897,28,5
"841",1897,269,5
"842",1897,483,5
"843",1897,415,5
"844",750,313,4
"845",750,875,5
"846",750,781,5
"847",750,80,4
"848",1997,248,4
"849",1997,915,3
"850",1997,170,4
"851",1997,796,5
"852",539,173,4
"853",539,52,5
"854",539,152,4
"855",539,145,4
"856",1989,316,4
"857",1989,91,4
"858",1989,12,4
"859",1989,1,2
"860",1989,393,4
"861",1989,73,4
"862",1989,103,4
"863",1989,93,1
"864",1989,306,4
"865",732,420,5
"866",732,380,5
"867",732,69,5
"868",732,184,5
"869",732,45,5
"870",732,79,5
"871",410,4,5
"872",410,455,5
"873",410,886,5
"874",410,9,5
"875",1114,361,5
"876",1114,12,5
"877",1114,115,5
"878",2430,152,3
"879",2430,1,5
"880",2430,240,4
"881",2270,539,5
"882",2270,59,4
"883",2270,36,4
"884",309,488,3
"885",309,96,4
"886",309,823,5
"887",309,22,4
"888",2551,292,4
"889",2551,44,5
"890",2551,39,3
"891",2551,9,4
"892",2551,708,5
"893",2551,15,5
"894",1936,45,5
"895",2078,428,2
"896",2078,19,5
"897",2078,705,4
"898",524,769,3
"899",524,456,4
"900",524,855,5
"901",524,970,5
"902",880,327,3
"903",880,572,5
"904",880,325,4
"905",880,860,5
"906",2007,47,3
"907",2007,12,4
"908",2007,9,5
"909",2773,178,5
"910",2773,109,5
"911",546,62,5
"912",546,604,5
"913",546,336,5
"914",546,232,5
"915",2278,670,3
"916",2278,219,4
"917",2278,27,4
"918",2278,17,5
"919",1015,2,5
"920",1015,35,5
"921",2563,202,5
"922",2563,81,4
"923",2563,2,5
"924",478,255,3
"925",478,14,5
"926",478,62,2
"927",478,419,4
"928",478,556,4
"929",478,381,2
"930",478,510,2
"931",1992,652,3
"932",2276,992,2
"933",2276,732,1
"934",7,173,4
"935",7,99,4
"936",7,100,5
"937",7,829,3
"938",1670,405,5
"939",1670,210,5
"940",1670,935,5
"941",2226,669,5
"942",2226,149,5
"943",2226,455,5
"944",1939,769,5
"945",1939,620,5
"946",1939,70,4
"947",1685,1,5
"948",771,158,5
"949",771,980,5
"950",36,156,4
"951",36,146,4
"952",1700,598,5
"953",1700,63,5
"954",1700,1,5
"955",2057,314,4
"956",2057,415,4
"957",327,97,5
"958",327,421,4
"959",327,15,5
"960",111,874,4
"961",736,70,4
"962",2808,445,3
"963",2808,953,5
"964",2808,631,5
"965",2808,889,5
"966",2457,854,5
"967",2218,199,5
"968",2218,42,5
"969",2218,4,3
"970",2218,91,5
"971",2218,12,2
"972",1236,935,5
"973",1236,612,4
"974",1236,890,4
"975",2645,779,5
"976",2645,627,5
"977",2645,69,5
"978",2645,425,4
"979",2645,539,5
"980",2645,956,5
"981",941,510,2
"982",941,514,2
"983",941,356,5
"984",941,32,3
"985",941,59,4
"986",392,510,5
"987",392,273,5
"988",150,916,3
"989",150,920,4
"990",150,72,5
"991",150,748,5
"992",1464,351,1
"993",1464,101,5
"994",126,669,4
"995",126,403,4
"996",126,869,4
"997",1379,810,4
"998",1379,263,1
"999",325,705,5
"1000",1080,332,4
"1001",1080,45,5
"1002",1080,12,3
"1003",1080,364,1
"1004",1080,19,5
"1005",1080,7,3
"1006",870,72,5
"1007",380,774,3
"1008",380,272,5
"1009",380,311,1
"1010",380,22,1
"1011",1427,235,5
"1012",1427,376,5
"1013",1427,72,5
"1014",1427,580,5
"1015",1427,35,4
"1016",734,482,3
"1017",734,620,3
"1018",1740,49,2
"1019",2104,977,2
"1020",2104,190,5
"1021",2104,747,5
"1022",719,578,3
"1023",719,2,4
"1024",719,66,4
"1025",719,617,4
"1026",719,800,1
"1027",719,598,4
"1028",719,946,5
"1029",719,941,3
"1030",1168,314,4
"1031",1168,91,3
"1032",1168,930,3
"1033",1168,293,3
"1034",1457,940,5
"1035",1457,869,5
"1036",1457,889,2
"1037",1457,554,5
"1038",1457,455,3
"1039",2691,11,3
"1040",2691,128,2
"1041",2691,24,4
"1042",2691,64,5
"1043",2691,782,5
"1044",2691,582,5
"1045",992,132,5
"1046",992,180,3
"1047",992,772,3
"1048",2564,511,4
"1049",2564,457,5
"1050",2564,234,5
"1051",1770,564,3
"1052",1770,340,1
"1053",1770,510,3
"1054",1770,449,1
"1055",1770,938,5
"1056",1277,759,2
"1057",1277,779,3
"1058",1575,210,3
"1059",1663,162,4
"1060",1663,645,4
"1061",1663,21,5
"1062",1663,228,4
"1063",1899,391,5
"1064",1899,69,5
"1065",1899,157,5
"1066",1899,100,5
"1067",2316,208,5
"1068",2316,152,4
"1069",2316,62,3
"1070",2316,101,5
"1071",2316,80,5
"1072",1027,173,4
"1073",1027,291,1
"1074",1027,80,4
"1075",1027,182,4
"1076",2237,988,1
"1077",2237,468,1
"1078",2237,245,1
"1079",152,67,3
"1080",152,79,4
"1081",152,164,3
"1082",2335,24,3
"1083",2335,155,3
"1084",2335,82,2
"1085",2335,97,4
"1086",2335,168,3
"1087",2335,38,3
"1088",1108,55,5
"1089",1108,265,5
"1090",1108,373,5
"1091",1108,193,5
"1092",2371,696,5
"1093",1239,27,5
"1094",1239,23,5
"1095",2667,162,5
"1096",2667,54,5
"1097",1091,601,5
"1098",1091,496,5
"1099",63,526,4
"1100",63,21,5
"1101",63,138,3
"1102",63,327,4
"1103",63,257,3
"1104",63,398,4
"1105",63,118,4
"1106",739,625,5
"1107",739,1,5
"1108",739,39,4
"1109",567,113,5
"1110",2064,149,2
"1111",2064,243,5
"1112",2064,835,5
"1113",2064,403,4
"1114",2064,459,5
"1115",2694,51,5
"1116",1054,497,1
"1117",1054,313,4
"1118",1054,23,2
"1119",2094,48,4
"1120",2094,180,4
"1121",1177,176,3
"1122",2333,320,5
"1123",2333,641,5
"1124",2333,113,5
"1125",819,610,1
"1126",819,489,5
"1127",819,152,5
"1128",819,324,3
"1129",819,49,2
"1130",819,477,5
"1131",819,138,3
"1132",927,14,4
"1133",927,186,5
"1134",927,8,5
"1135",2843,206,2
"1136",2843,46,4
"1137",2843,520,1
"1138",2843,404,5
"1139",108,27,4
"1140",108,362,4
"1141",108,645,4
"1142",735,583,4
"1143",972,49,4
"1144",2565,297,5
"1145",2565,677,4
"1146",2565,30,5
"1147",168,23,3
"1148",1827,120,5
"1149",1827,144,5
"1150",1827,208,3
"1151",1827,115,5
"1152",1827,49,3
"1153",1024,102,5
"1154",1024,569,4
"1155",1024,358,3
"1156",1024,146,3
"1157",1163,384,5
"1158",828,446,5
"1159",828,219,4
"1160",828,744,3
"1161",828,146,4
"1162",828,898,5
"1163",828,113,3
"1164",884,188,3
"1165",884,76,4
"1166",940,211,3
"1167",940,233,3
"1168",940,793,4
"1169",1594,85,5
"1170",1594,39,3
"1171",1594,49,2
"1172",1594,106,5
"1173",981,747,4
"1174",654,4,5
"1175",654,118,5
"1176",654,827,5
"1177",654,401,5
"1178",654,42,5
"1179",654,92,5
"1180",654,9,5
"1181",1638,68,5
"1182",2639,3,5
"1183",2639,1,3
"1184",2639,793,3
"1185",2639,30,5
"1186",340,340,3
"1187",340,793,1
"1188",232,584,5
"1189",232,99,5
"1190",232,150,4
"1191",232,396,2
"1192",232,111,5
"1193",488,984,2
"1194",488,683,5
"1195",788,188,5
"1196",788,178,4
"1197",788,44,5
"1198",788,477,4
"1199",1073,575,5
"1200",1073,405,4
"1201",1073,342,5
"1202",1073,401,4
"1203",1048,242,5
"1204",1048,793,4
"1205",1224,103,5
"1206",1224,45,5
"1207",1224,555,5
"1208",1913,497,1
"1209",1913,703,3
"1210",1913,309,5
"1211",2099,70,2
"1212",2099,21,4
"1213",2672,125,4
"1214",2273,53,5
"1215",2273,27,5
"1216",2273,479,4
"1217",2273,42,5
"1218",46,387,4
"1219",46,731,4
"1220",46,652,5
"1221",657,64,3
"1222",657,52,2
"1223",2893,549,5
"1224",2893,33,4
"1225",2893,544,2
"1226",2893,73,4
"1227",159,81,3
"1228",159,362,4
"1229",159,401,5
"1230",159,784,4
"1231",159,612,3
"1232",2391,366,3
"1233",2391,42,5
"1234",2391,80,4
"1235",2391,686,4
"1236",2593,313,5
"1237",2593,311,2
"1238",2593,499,5
"1239",2593,602,5
"1240",2593,659,3
"1241",475,208,4
"1242",475,569,4
"1243",475,31,5
"1244",475,396,4
"1245",475,786,4
"1246",550,58,5
"1247",2799,108,5
"1248",2799,32,5
"1249",2799,567,2
"1250",2799,197,5
"1251",2799,75,5
"1252",1818,617,5
"1253",2277,19,5
"1254",2277,115,5
"1255",2277,509,3
"1256",2545,123,5
"1257",2545,405,3
"1258",2545,992,5
"1259",2545,738,1
"1260",807,926,3
"1261",807,908,5
"1262",2973,3,5
"1263",2973,1,4
"1264",2973,89,5
"1265",2973,744,2
"1266",1152,97,5
"1267",1152,23,4
"1268",1152,31,3
"1269",1152,7,1
"1270",2176,288,5
"1271",2176,109,5
"1272",2176,567,5
"1273",473,701,3
"1274",473,231,4
"1275",921,173,5
"1276",921,569,3
"1277",921,42,4
"1278",921,251,5
"1279",921,223,5
"1280",2987,119,5
"1281",2987,96,3
"1282",2987,173,3
"1283",611,66,5
"1284",1843,25,5
"1285",1843,340,5
"1286",1843,46,5
"1287",1843,69,5
"1288",1843,180,4
"1289",2813,394,5
"1290",2813,69,5
"1291",2813,9,5
"1292",2813,22,4
"1293",2813,624,1
"1294",2352,152,3
"1295",2352,234,3
"1296",2352,91,5
"1297",656,108,3
"1298",656,225,1
"1299",656,356,5
"1300",656,177,5
"1301",656,200,2
"1302",656,59,5
"1303",656,9,4
"1304",656,58,4
"1305",656,133,5
"1306",656,617,2
"1307",2293,521,5
"1308",2293,223,5
"1309",2293,35,3
"1310",2293,287,5
"1311",266,307,4
"1312",1763,990,5
"1313",1763,9,5
"1314",1763,857,5
"1315",194,861,4
"1316",194,374,5
"1317",194,123,5
"1318",194,576,4
"1319",194,1,5
"1320",194,17,5
"1321",2930,778,5
"1322",2334,25,2
"1323",2334,415,5
"1324",2334,46,3
"1325",2334,321,3
"1326",2334,523,5
"1327",2334,73,3
"1328",832,179,5
"1329",832,101,2
"1330",832,230,5
"1331",1455,287,5
"1332",1455,521,5
"1333",1455,279,5
"1334",1455,260,5
"1335",2881,893,5
"1336",2881,360,4
"1337",2881,835,5
"1338",1116,395,4
"1339",1116,29,5
"1340",1116,4,5
"1341",887,23,4
"1342",887,32,5
"1343",887,886,5
"1344",887,380,5
"1345",2429,854,5
"1346",2429,749,5
"1347",2063,864,2
"1348",2063,277,5
"1349",2063,357,5
"1350",2063,875,4
"1351",2063,32,5
"1352",797,660,4
"1353",797,104,4
"1354",2101,201,5
"1355",2101,706,4
"1356",2101,117,4
"1357",2101,251,4
"1358",2101,104,5
"1359",1970,243,5
"1360",1970,569,5
"1361",1783,54,5
"1362",1783,85,4
"1363",2368,253,5
"1364",2368,30,5
"1365",2368,60,5
"1366",1346,100,5
"1367",1346,789,4
"1368",2957,357,5
"1369",2957,33,5
"1370",1499,15,5
"1371",1499,750,3
"1372",1499,302,3
"1373",1499,92,5
"1374",2098,569,4
"1375",2934,999,5
"1376",2934,107,5
"1377",2934,340,4
"1378",2934,194,4
"1379",949,120,4
"1380",949,569,5
"1381",949,96,5
"1382",949,317,5
"1383",949,135,5
"1384",949,315,5
"1385",949,49,5
"1386",949,934,5
"1387",1604,366,4
"1388",821,194,5
"1389",821,773,4
"1390",821,166,5
"1391",1279,30,4
"1392",1410,497,2
"1393",1410,31,3
"1394",1410,23,5
"1395",1410,51,5
"1396",2896,232,5
"1397",2896,266,5
"1398",341,125,5
"1399",341,12,4
"1400",341,94,5
"1401",341,361,4
"1402",341,33,5
"1403",341,9,4
"1404",341,56,4
"1405",1291,775,2
"1406",1291,312,1
