"","X1_train","X2_train","Y_train"
"150",890,22,5
"151",146,833,5
"152",2383,362,3
"153",1102,584,5
"154",1521,265,5
"155",1528,79,5
"156",2409,345,5
"157",919,2,5
"158",600,164,5
"159",1767,494,4
"160",994,518,5
"161",1502,187,5
"162",2719,44,5
"163",315,28,4
"164",2274,886,4
"165",2245,8,4
"166",1763,385,5
"167",2259,42,4
"168",2929,8,5
"169",2266,550,5
"170",1698,107,5
"171",2876,73,4
"172",2830,453,2
"173",198,8,5
"174",2575,376,5
"175",2125,35,5
"176",2620,117,3
"177",674,2,4
"178",1907,144,3
"179",2672,494,5
"180",1994,230,5
"181",1983,9,3
"182",2030,85,5
"183",2404,99,5
"184",1806,220,3
"185",952,689,5
"186",2698,137,4
"187",460,151,5
"188",2345,383,3
"189",252,139,5
"190",2089,188,5
"191",1183,273,5
"192",2138,19,5
"193",1046,43,2
"194",593,47,2
"195",2517,712,3
"196",2627,280,2
"197",2080,101,4
"198",2207,12,5
"199",2323,79,5
"200",1764,495,5
"201",786,297,5
"202",1427,475,4
"203",950,688,3
"204",1043,8,5
"205",2915,75,5
"206",406,348,4
"207",1333,749,4
"208",2510,631,5
"209",1540,124,1
"210",763,368,5
"211",1221,69,5
"212",46,752,4
"213",1029,182,4
"214",2454,98,4
"215",1154,351,1
"216",432,65,5
"217",1143,7,5
"218",2547,350,5
"219",1315,957,2
"220",2761,41,5
"221",313,638,5
"222",1600,728,5
"223",1821,632,5
"224",1705,444,3
"225",2367,886,4
"226",531,873,5
"227",1516,270,5
"228",2826,296,5
"229",2713,235,5
"230",56,91,1
"231",2461,131,5
"232",2420,79,5
"233",1160,3,5
"234",655,260,5
"235",1618,213,4
"236",1684,156,5
"237",640,615,5
"238",1882,6,5
"239",670,771,3
"240",1813,198,4
"241",1986,126,4
"242",1085,39,5
"243",664,315,5
"244",2594,805,4
"245",1308,22,3
"246",640,3,5
"247",1321,743,5
"248",585,995,3
"249",1838,128,3
"250",2770,438,5
"251",1620,374,5
"252",2448,37,5
"253",1362,316,5
"254",2604,351,1
"255",2309,2,4
"256",2166,368,1
"257",280,64,3
"258",2783,315,5
"259",110,48,3
"260",2754,20,5
"261",222,157,5
"262",2165,1,4
"263",1172,8,5
"264",957,992,2
"265",964,150,3
"266",2614,235,3
"267",2325,54,4
"268",2531,58,4
"269",1374,15,5
"270",359,995,4
"271",197,45,5
"272",478,421,4
"273",1196,29,5
"274",1697,882,5
"275",2720,471,1
"276",2053,123,5
"277",2423,45,5
"278",147,100,5
"279",1376,93,4
"280",550,630,5
"281",1791,61,4
"282",1308,2,4
"283",1776,7,5
"284",1185,99,4
"285",621,893,4
"286",2044,188,4
"287",1993,33,4
"288",986,8,2
"289",1873,616,5
"290",617,876,3
"291",2222,4,4
"292",738,18,5
"293",739,254,4
"294",1690,26,5
"295",871,31,3
"296",2994,445,2
"297",2085,77,3
"298",2284,468,5
"299",1774,652,1
"300",902,605,5
"301",2184,714,3
"302",2665,59,5
"303",1333,94,4
"304",168,15,5
"305",676,2,5
"306",2790,416,4
"307",794,70,5
"308",2033,158,5
"309",744,697,5
"310",1109,152,5
"311",298,657,4
"312",2607,196,3
"313",1717,174,3
"314",1760,252,5
"315",214,232,5
"316",833,51,5
"317",156,66,4
"318",193,25,3
"319",361,84,3
"320",976,10,2
"321",2134,340,4
"322",1423,39,2
"323",251,220,5
"324",390,44,5
"325",2259,12,4
"326",2692,232,5
"327",2592,64,5
"328",1175,527,2
"329",1780,135,5
"330",1898,145,4
"331",2847,66,5
"332",116,61,3
"333",16,804,1
"334",775,219,4
"335",2294,44,5
"336",1570,51,4
"337",2799,230,4
"338",2731,17,5
"339",2949,23,5
"340",2325,9,4
"341",2285,883,5
"342",2357,2,5
"343",1448,80,5
"344",1907,142,5
"345",750,303,5
"346",648,19,5
"347",2212,364,3
"348",465,577,5
"349",2810,634,5
"350",590,138,5
"351",2278,738,1
"352",2249,15,5
"353",88,655,5
"354",1667,162,4
"355",2954,542,5
"356",1760,459,5
"357",490,8,3
"358",82,121,4
"359",10,314,5
"360",2084,19,5
"361",292,42,4
"362",1513,805,2
"363",1635,362,4
"364",2910,336,5
"365",2246,34,5
"366",2495,552,5
"367",1508,657,4
"368",2485,948,5
"369",1465,44,2
"370",1594,71,3
"371",755,678,4
"372",521,20,5
"373",895,185,5
"374",1185,93,3
"375",132,846,5
"376",2214,1,5
"377",2876,106,5
"378",2285,479,4
"379",1820,142,5
"380",1085,255,4
"381",2131,281,5
"382",730,275,2
"383",857,323,4
"384",1820,69,4
"385",1668,886,5
"386",595,69,5
"387",1251,51,5
"388",2765,55,5
"389",1829,70,3
"390",2062,70,4
"391",181,20,5
"392",2050,769,5
"393",1063,288,4
"394",152,46,4
"395",1773,70,5
"396",484,2,5
"397",2730,860,4
"398",1473,146,4
"399",2096,64,5
"400",435,243,5
"401",2740,230,5
"402",999,952,5
"403",749,861,4
"404",1083,12,4
"405",97,194,5
"406",1998,39,4
"407",630,69,5
"408",1824,70,5
"409",234,44,5
"410",2112,65,4
"411",2189,502,5
"412",844,3,5
"413",2678,119,4
"414",878,1,2
"415",2993,36,5
"416",503,292,5
"417",1038,243,4
"418",2877,824,5
"419",683,92,5
"420",2426,23,3
"421",1003,721,5
"422",1134,166,5
"423",1498,21,3
"424",2481,361,5
"425",2363,292,4
"426",357,29,3
"427",1433,52,4
"428",230,412,5
"429",2080,988,4
"430",549,227,3
"431",2722,258,5
"432",1393,196,5
"433",1360,14,5
"434",2756,80,3
"435",2100,7,3
"436",1233,154,5
"437",2627,35,2
"438",1401,103,5
"439",636,439,5
"440",312,497,1
"441",2008,221,5
"442",2262,137,3
"443",1800,682,5
"444",2808,617,4
"445",578,202,4
"446",2086,66,5
"447",139,22,3
"448",746,622,4
"449",504,31,4
"450",2217,399,5
"451",1804,886,5
"452",380,75,5
"453",1133,4,5
"454",1003,643,5
"455",1301,78,2
"456",1634,3,5
"457",1030,131,5
"458",1474,37,4
"459",2662,63,5
"460",585,76,5
"461",2304,940,5
"462",1761,971,4
"463",1738,604,3
"464",1814,840,5
"465",1692,136,5
"466",2651,69,5
"467",1511,989,2
"468",1727,293,4
"469",2246,22,5
"470",298,296,4
"471",2081,73,5
"472",1492,33,5
"473",2955,153,4
"474",2112,58,5
"475",258,217,5
"476",2634,121,5
"477",808,196,4
"478",135,59,4
"479",2729,921,5
"480",2259,374,4
"481",2946,298,4
"482",899,106,3
"483",2007,255,4
"484",2533,37,4
"485",2700,954,5
"486",225,8,4
"487",1215,482,5
"488",1315,672,1
"489",2600,513,5
"490",491,126,4
"491",51,977,5
"492",2830,141,4
"493",2926,68,5
"494",1040,609,1
"495",2789,213,3
"496",1360,79,5
"497",2108,258,5
"498",1125,85,5
"499",2775,12,4
"500",1742,248,3
"501",1885,164,5
"502",2448,287,4
"503",2760,71,5
"504",2860,19,5
"505",2142,174,5
"506",36,666,5
"507",1252,300,5
"508",1380,45,5
"509",2310,522,1
"510",1767,279,5
"511",2996,484,5
"512",1866,402,5
"513",2564,328,3
"514",1138,40,5
"515",2692,115,5
"516",45,55,4
"517",1128,655,3
"518",2979,152,4
"519",2711,150,4
"520",1554,115,4
"521",1347,999,4
"522",665,957,1
"523",634,582,4
"524",2193,577,5
"525",241,7,4
"526",2714,33,4
"527",2193,774,5
"528",976,160,3
"529",1983,315,5
"530",2324,330,3
"531",681,30,3
"532",2418,825,5
"533",1052,121,3
"534",2262,184,4
"535",2515,1,3
"536",1443,260,5
"537",2822,599,5
"538",2068,29,5
"539",31,173,3
"540",952,471,2
"541",2766,278,5
"542",660,605,4
"543",380,126,5
"544",2563,515,3
"545",257,110,5
"546",1266,937,2
"547",1658,10,5
"548",23,688,2
"549",2308,262,5
"550",147,743,5
"551",1987,850,3
"552",733,360,5
"553",2878,495,5
"554",1265,979,3
"555",2431,146,5
"556",2717,79,5
"557",1686,137,4
"558",946,13,3
"559",1025,252,5
"560",507,11,5
"561",1071,107,5
"562",2285,85,5
"563",274,151,5
"564",630,100,5
"565",2218,24,2
"566",2145,725,5
"567",1802,159,5
"568",648,80,4
"569",2100,743,5
"570",519,281,5
"571",715,242,4
"572",790,315,5
"573",1070,145,5
"574",2397,635,4
"575",1285,50,5
"576",1198,219,5
"577",1065,186,5
"578",430,518,5
"579",1011,608,5
"580",1619,453,2
"581",1096,352,3
"582",826,847,3
"583",1584,9,5
"584",295,1,1
"585",546,554,5
"586",2180,35,3
"587",742,157,2
"588",2987,60,3
"589",1402,58,5
"590",629,638,5
"591",787,508,5
"592",2536,364,1
"593",2292,12,4
"594",157,733,4
"595",759,277,3
"596",564,878,4
"597",1955,27,3
"598",986,232,5
"599",12,689,5
"600",2068,65,4
"601",211,219,5
"602",329,715,3
"603",1444,130,1
"604",103,31,5
"605",1055,311,4
"606",1685,783,1
"607",1508,626,3
"608",2280,883,4
"609",1844,925,3
"610",2268,368,4
"611",1625,897,4
"612",1742,655,3
"613",1846,3,4
"614",1331,727,5
"615",38,978,5
"616",1592,2,5
"617",622,481,3
"618",1787,180,4
"619",1747,4,5
"620",410,310,5
"621",312,118,3
"622",2514,993,5
"623",2752,31,5
"624",2044,22,5
"625",939,124,2
"626",252,480,5
"627",1709,138,3
"628",2925,562,5
"629",2509,3,5
"630",1984,9,4
"631",331,135,5
"632",940,404,4
"633",2168,123,4
"634",2394,38,5
"635",2622,8,4
"636",2549,369,4
"637",347,50,2
"638",396,2,5
"639",2604,577,5
"640",1211,3,5
"641",32,778,5
"642",1920,802,5
"643",1005,58,5
"644",1480,35,5
"645",1248,62,5
"646",2524,232,5
"647",606,262,5
"648",1948,59,5
"649",1681,156,5
"650",414,160,5
"651",2570,590,4
"652",482,408,5
"653",2253,260,4
"654",2135,94,3
"655",941,459,4
"656",925,63,5
"657",309,549,4
"658",1432,347,4
"659",1418,68,5
"660",2633,85,5
"661",2880,188,3
"662",1833,117,4
"663",924,751,4
"664",160,684,5
"665",2692,80,5
"666",463,550,5
"667",344,207,4
"668",1237,139,4
"669",2745,978,4
"670",1807,875,5
"671",654,73,5
"672",699,115,5
"673",113,398,4
"674",1455,336,5
"675",1292,104,4
"676",2558,111,3
"677",2242,361,4
"678",1248,482,5
"679",1022,8,4
"680",1913,60,1
"681",2923,7,4
"682",77,889,5
"683",2544,223,4
"684",359,115,5
"685",603,716,2
"686",882,538,4
"687",1548,191,4
"688",1765,971,3
"689",326,733,5
"690",860,364,4
"691",2131,104,3
"692",2332,915,3
"693",183,727,4
"694",467,219,3
"695",761,67,5
"696",1286,43,5
"697",2042,35,5
"698",1505,588,3
"699",2839,255,2
"700",874,98,3
"701",2460,85,5
"702",1780,182,5
"703",2235,4,5
"704",1541,45,4
"705",2850,262,5
"706",2693,17,5
"707",2337,151,5
"708",928,144,3
"709",2872,55,5
"710",2729,324,5
"711",2706,178,5
"712",401,291,2
"713",917,29,5
"714",1467,276,3
"715",1590,106,5
"716",1586,278,2
"717",597,3,5
"718",1016,459,2
"719",301,240,5
"720",473,536,2
"721",1535,54,3
"722",2310,615,5
"723",270,288,3
"724",1953,812,5
"725",910,331,4
"726",253,281,5
"727",1791,157,4
"728",2119,566,3
"729",1367,368,2
"730",2802,49,5
"731",2937,96,3
"732",1467,395,5
"733",300,4,5
"734",1663,29,4
"735",493,44,5
"736",1154,286,3
"737",660,789,5
"738",2227,252,4
"739",774,135,5
"740",1018,699,1
"741",2808,407,3
"742",1040,731,2
"743",44,196,3
"744",2044,538,4
"745",1168,191,4
"746",2777,150,4
"747",2232,560,5
"748",571,372,4
"749",1984,616,3
"750",2828,537,4
"751",1049,242,5
"752",914,984,5
"753",41,255,4
"754",169,291,5
"755",1460,27,4
"756",1110,235,4
"757",2144,954,4
"758",2614,706,5
"759",2539,58,5
"760",241,111,5
"761",131,27,5
"762",2745,360,3
"763",331,370,5
"764",1251,30,5
"765",823,225,4
"766",2632,134,5
"767",39,75,4
"768",1314,725,5
"769",29,178,5
"770",2012,227,4
"771",1253,262,4
"772",730,203,3
"773",1668,98,5
"774",1761,123,5
"775",980,93,1
"776",563,413,4
"777",2080,202,3
"778",1749,635,5
"779",1459,366,5
"780",1046,8,4
"781",226,275,5
"782",539,242,2
"783",1120,131,5
"784",953,370,5
"785",2993,690,5
"786",292,211,2
"787",2692,553,5
"788",2599,38,5
"789",2815,334,5
"790",1024,228,3
"791",1215,669,5
"792",1176,337,5
"793",2896,721,4
"794",1018,431,5
"795",2,329,5
"796",227,173,4
"797",1124,384,4
"798",2817,8,5
"799",1891,686,3
"800",332,476,5
"801",230,210,4
"802",2117,331,4
"803",1692,380,5
"804",1120,6,5
"805",2653,106,5
"806",1259,59,5
"807",679,696,4
"808",298,306,3
"809",1762,191,4
"810",636,13,5
"811",125,96,3
"812",1654,525,5
"813",933,774,3
"814",806,42,4
"815",1697,54,5
"816",1698,399,5
"817",2689,512,3
"818",1173,109,5
"819",2623,4,5
"820",2310,100,5
"821",2663,243,3
"822",2795,493,5
"823",1358,32,5
"824",2248,41,5
"825",1539,266,5
"826",870,286,5
"827",2090,76,5
"828",1583,270,3
"829",254,391,1
"830",2199,523,5
"831",581,203,5
"832",2297,651,4
"833",13,952,5
"834",2470,58,5
"835",859,3,4
"836",498,428,1
"837",1238,605,4
"838",2336,9,5
"839",2380,376,4
"840",857,102,5
"841",1014,201,5
"842",2977,432,4
"843",608,748,5
"844",1983,81,4
"845",2187,196,5
"846",950,99,4
"847",2200,71,5
"848",455,221,5
"849",1489,80,5
"850",111,211,4
"851",1815,569,3
"852",1922,345,3
"853",1707,117,5
"854",2542,37,5
"855",1784,590,4
"856",2827,466,5
"857",1074,72,3
"858",2692,917,5
"859",871,100,4
"860",2308,625,5
"861",484,665,5
"862",1747,336,4
"863",2682,437,5
"864",2644,139,2
"865",934,362,3
"866",17,348,4
"867",2493,186,4
"868",387,267,4
"869",1592,103,3
"870",1808,36,5
"871",768,975,1
"872",2633,539,5
"873",2616,79,5
"874",1450,151,5
"875",499,1,2
"876",2009,152,5
"877",668,476,4
"878",2549,1,5
"879",287,772,5
"880",1624,250,5
"881",2820,14,3
"882",2719,232,5
"883",2161,55,5
"884",108,70,5
"885",2053,789,5
"886",998,76,5
"887",2993,211,5
"888",775,224,5
"889",1413,201,4
"890",409,2,5
"891",1573,438,4
"892",1613,156,4
"893",989,59,5
"894",705,76,5
"895",689,118,5
"896",1904,76,5
"897",2589,135,4
"898",1428,81,5
"899",2279,327,2
"900",1781,360,4
"901",1846,122,5
"902",35,440,5
"903",2110,69,5
"904",523,201,5
"905",2656,147,5
"906",655,94,5
"907",1256,23,5
"908",2487,399,5
"909",2076,604,5
"910",1876,137,5
"911",2160,967,5
"912",2207,21,5
"913",771,462,5
"914",622,594,5
"915",1514,12,4
"916",2193,991,5
"917",2273,19,5
"918",552,230,4
"919",1944,255,5
"920",2127,384,2
"921",1021,797,3
"922",1396,287,5
"923",449,582,5
"924",1041,188,5
"925",2409,444,4
"926",2931,196,3
"927",2720,53,5
"928",1552,211,5
"929",2032,242,1
"930",308,9,5
"931",1998,64,4
"932",1858,91,5
"933",2191,353,5
"934",1729,98,5
"935",933,556,4
"936",1976,150,5
"937",1212,336,4
"938",831,279,5
"939",2865,562,5
"940",2148,59,3
"941",2036,132,3
"942",1065,590,5
"943",2142,277,5
"944",516,459,4
"945",1384,336,5
"946",2214,110,5
"947",2431,875,4
"948",2167,66,5
"949",642,576,5
"950",1100,44,5
"951",2808,423,5
"952",2333,154,5
"953",601,291,1
"954",63,775,4
"955",627,205,3
"956",2110,142,4
"957",2718,166,5
"958",2318,206,5
"959",1549,38,5
"960",878,166,4
"961",231,686,5
"962",603,55,2
"963",443,56,4
"964",967,542,5
"965",1042,715,3
"966",109,937,5
"967",154,63,4
"968",2906,31,5
"969",1310,821,5
"970",2037,962,5
"971",2537,631,2
"972",1414,875,4
"973",604,21,5
"974",1653,482,5
"975",679,259,5
"976",2064,113,5
"977",2078,15,5
"978",2535,4,5
"979",328,157,2
"980",1515,11,3
"981",426,489,5
"982",119,138,4
"983",298,207,5
"984",2426,651,5
"985",1571,523,5
"986",1667,51,5
"987",2086,578,4
"988",2231,712,3
"989",1415,370,5
"990",2063,772,4
"991",1398,77,5
"992",148,9,5
"993",827,292,3
"994",2922,186,5
"995",1313,14,3
"996",1859,747,5
"997",1147,151,4
"998",1307,237,5
"999",663,211,5
"1000",2110,1,4
"1001",173,314,5
"1002",2522,247,3
"1003",487,702,5
"1004",880,790,3
"1005",294,55,5
"1006",453,34,5
"1007",591,76,5
"1008",2224,31,4
"1009",1525,276,5
"1010",2510,53,3
"1011",577,191,5
"1012",771,295,5
"1013",2828,927,4
"1014",2393,122,5
"1015",2309,40,5
"1016",1360,9,5
"1017",116,12,4
"1018",1761,244,5
"1019",2594,285,5
"1020",2458,76,5
"1021",1317,51,5
"1022",1415,135,3
"1023",2724,142,2
"1024",2082,1,5
"1025",175,314,4
"1026",1481,481,3
"1027",1495,313,5
"1028",1374,980,5
"1029",521,370,3
"1030",2202,89,5
"1031",332,543,3
"1032",1239,789,5
"1033",352,43,2
"1034",282,276,3
"1035",1117,97,5
"1036",435,28,3
"1037",364,424,5
"1038",1910,2,4
"1039",356,821,3
"1040",828,320,4
"1041",39,292,5
"1042",793,382,2
"1043",2277,14,5
"1044",2966,978,3
"1045",1451,142,5
"1046",620,43,5
"1047",460,8,5
"1048",1577,196,5
"1049",430,962,5
"1050",1819,25,5
"1051",2475,2,5
"1052",2212,7,5
"1053",1521,43,5
"1054",759,43,5
"1055",381,901,5
"1056",2588,281,5
"1057",1731,388,5
"1058",773,1,5
"1059",1219,183,4
"1060",633,420,5
"1061",538,959,4
"1062",278,59,5
"1063",603,681,2
"1064",1012,76,4
"1065",905,56,5
"1066",2103,391,2
"1067",1132,137,5
"1068",2353,337,5
"1069",1257,69,5
"1070",2918,75,3
"1071",992,302,5
"1072",2088,310,5
"1073",664,22,5
"1074",2971,178,5
"1075",2932,49,3
"1076",1022,52,5
"1077",1583,80,5
"1078",1374,44,5
"1079",2494,94,3
"1080",588,366,3
"1081",1056,101,3
"1082",655,41,5
"1083",2349,134,5
"1084",496,322,3
"1085",9,720,4
"1086",2511,651,5
"1087",1653,482,5
"1088",1038,957,2
"1089",2758,91,5
"1090",1124,35,5
"1091",298,824,4
"1092",2347,40,5
"1093",2480,576,5
"1094",1636,40,5
"1095",2747,812,4
"1096",2065,134,2
"1097",536,336,5
"1098",2839,883,4
"1099",2581,513,5
"1100",2740,1,5
"1101",1272,29,5
"1102",1185,166,5
"1103",1479,763,4
"1104",656,175,3
"1105",2473,635,3
"1106",2074,226,1
"1107",150,89,4
"1108",347,828,5
"1109",2740,590,5
"1110",2868,325,5
"1111",2223,251,4
"1112",668,3,5
"1113",140,32,5
"1114",1594,401,3
"1115",998,173,4
"1116",1514,295,4
"1117",2375,556,5
"1118",418,99,4
"1119",2737,396,3
"1120",2117,719,5
"1121",1291,141,2
"1122",1261,740,5
"1123",2937,310,5
"1124",1307,206,5
"1125",1140,69,5
"1126",2780,20,5
"1127",1669,1,5
"1128",2797,176,4
"1129",964,36,5
"1130",2441,306,5
"1131",898,146,3
"1132",1514,26,4
"1133",2558,719,2
"1134",1864,833,3
"1135",1747,19,5
"1136",193,3,4
"1137",2882,145,5
"1138",653,286,5
"1139",2743,897,4
"1140",2113,206,3
"1141",886,86,5
"1142",476,303,4
"1143",2654,43,5
"1144",2867,534,4
"1145",1994,690,5
"1146",2055,244,5
"1147",994,37,4
"1148",1036,100,5
"1149",2955,785,3
"1150",2017,91,5
"1151",2570,79,4
"1152",2744,7,1
"1153",1384,84,5
"1154",1763,18,5
"1155",1031,76,5
"1156",73,85,4
"1157",2042,15,5
"1158",553,420,4
"1159",2564,669,3
"1160",1159,106,5
"1161",1707,1,4
"1162",675,15,5
"1163",1727,444,4
"1164",646,66,4
"1165",433,23,5
"1166",20,451,5
"1167",2550,458,4
"1168",659,681,1
"1169",1072,86,5
"1170",2266,261,5
"1171",2152,371,5
"1172",2043,277,5
"1173",704,22,4
"1174",1370,94,5
"1175",1831,235,3
"1176",1815,287,4
"1177",115,178,5
"1178",1190,812,5
"1179",2756,117,3
"1180",1783,76,5
"1181",2232,60,4
"1182",2385,350,5
"1183",1947,426,1
"1184",2763,141,3
"1185",2988,359,2
"1186",1016,243,4
"1187",1647,70,5
"1188",2985,8,5
"1189",1112,139,5
"1190",1894,637,5
"1191",1009,361,4
"1192",1448,247,5
"1193",2015,257,5
"1194",186,383,4
"1195",202,427,5
"1196",1503,35,5
"1197",2797,40,4
"1198",21,15,5
"1199",2623,66,5
"1200",431,150,3
"1201",1834,168,4
"1202",1487,594,1
"1203",822,713,4
"1204",125,135,4
"1205",330,427,4
"1206",490,370,5
"1207",2372,61,5
"1208",1677,585,4
"1209",626,281,4
"1210",2612,659,5
"1211",2501,123,2
"1212",1696,683,4
"1213",309,362,2
"1214",1660,25,5
"1215",426,107,5
"1216",2124,776,4
"1217",1535,73,4
"1218",2849,897,5
"1219",2006,8,3
"1220",1542,902,4
"1221",2292,471,4
"1222",2336,138,5
"1223",2085,54,4
"1224",170,690,5
"1225",814,22,5
"1226",419,107,5
"1227",11,387,1
"1228",1962,154,5
"1229",215,751,5
"1230",1781,657,4
"1231",1200,6,5
"1232",605,115,4
"1233",2624,111,5
"1234",1527,360,3
"1235",362,320,5
"1236",109,947,5
"1237",532,161,5
"1238",2496,668,3
"1239",634,413,4
"1240",540,98,5
"1241",1433,8,4
"1242",2613,310,5
"1243",978,142,5
"1244",2467,9,3
"1245",1256,166,5
"1246",1089,23,5
"1247",2016,385,5
"1248",700,59,3
"1249",325,954,4
"1250",197,48,3
"1251",1046,262,5
"1252",1370,61,5
"1253",1721,25,5
"1254",1513,144,5
"1255",2188,49,3
"1256",843,381,5
"1257",1092,260,4
"1258",2928,106,5
"1259",246,93,4
"1260",1105,99,5
"1261",840,17,4
"1262",2734,123,5
"1263",789,32,5
"1264",2772,33,5
"1265",2897,925,4
"1266",1436,776,4
"1267",2675,673,4
"1268",2326,945,5
"1269",1547,61,4
"1270",2652,656,4
"1271",2537,240,4
"1272",1769,438,5
"1273",425,20,5
"1274",2762,59,4
"1275",2080,117,5
"1276",1649,117,5
"1277",11,11,5
"1278",355,574,4
"1279",2567,439,5
"1280",1910,602,5
"1281",1450,30,5
"1282",1389,313,5
"1283",2853,380,5
"1284",1209,677,3
"1285",1642,31,5
"1286",2040,154,5
"1287",2453,89,2
"1288",2969,233,3
"1289",857,131,4
"1290",656,3,5
"1291",2241,957,3
"1292",363,315,5
"1293",107,515,2
"1294",615,26,5
"1295",240,8,5
"1296",2861,382,5
"1297",435,2,4
"1298",1628,311,2
"1299",990,19,5
"1300",2807,136,5
"1301",805,19,5
"1302",247,303,3
"1303",1840,20,4
"1304",636,160,5
"1305",2905,22,4
"1306",2028,374,4
"1307",217,926,5
"1308",1653,36,5
"1309",2877,89,5
"1310",72,381,3
"1311",1106,979,5
"1312",2103,4,5
"1313",1931,391,4
"1314",280,10,4
"1315",1353,459,5
"1316",2343,864,1
"1317",2563,626,3
"1318",440,64,2
"1319",1587,306,4
"1320",467,196,4
"1321",513,580,5
"1322",1916,107,5
"1323",2423,995,4
"1324",2181,667,5
"1325",2755,476,5
"1326",2843,32,5
"1327",2992,19,5
"1328",234,45,5
"1329",2431,139,4
"1330",2317,166,1
"1331",603,22,3
"1332",1158,21,3
"1333",189,740,3
"1334",2870,335,5
"1335",1759,569,2
"1336",523,252,5
"1337",258,318,5
"1338",964,14,5
"1339",2284,550,5
"1340",253,161,3
"1341",1903,100,4
"1342",2041,935,5
"1343",1765,607,4
"1344",2254,32,3
"1345",2531,828,1
"1346",1729,797,5
"1347",1945,43,5
"1348",2121,492,3
"1349",1652,41,5
"1350",1332,60,4
"1351",2857,927,5
"1352",2528,301,3
"1353",1091,712,1
"1354",2813,945,5
"1355",1159,202,5
"1356",453,6,4
"1357",1803,101,5
"1358",925,7,5
"1359",2420,9,5
"1360",905,159,5
"1361",2356,75,5
"1362",1977,398,4
"1363",2362,888,3
"1364",2803,886,5
"1365",459,995,5
"1366",333,717,5
"1367",1479,5,4
"1368",2132,192,5
"1369",1637,352,3
"1370",639,982,5
"1371",81,315,4
"1372",1221,415,5
"1373",312,799,4
"1374",2742,4,5
"1375",2654,821,5
"1376",1983,93,3
"1377",2328,255,4
"1378",1206,128,3
"1379",2210,138,5
"1380",1398,237,5
"1381",1012,55,5
"1382",253,59,4
"1383",2691,977,5
"1384",2260,822,5
"1385",1670,347,5
"1386",573,882,5
"1387",2051,651,5
"1388",433,723,4
"1389",1483,542,5
"1390",1313,59,5
"1391",2978,354,5
"1392",1728,835,4
"1393",2931,288,5
"1394",700,43,3
"1395",82,24,4
"1396",339,177,2
"1397",28,115,5
"1398",861,89,5
"1399",296,889,4
"1400",2689,973,3
"1401",2447,119,4
"1402",643,3,3
