"","X1_validation","X2_validation","Y_validation"
"529",2542,8,5
"530",879,631,5
"531",958,54,1
"532",2936,478,5
"533",727,54,5
"534",1183,406,5
"535",1858,25,5
"536",2417,635,5
"537",1485,16,5
"538",388,199,5
"539",763,49,5
"540",1801,161,5
"541",2900,94,5
"542",2104,188,5
"543",1898,24,5
"544",71,111,4
"545",2775,41,5
"546",2138,208,5
"547",2688,507,5
"548",573,217,1
"549",525,20,5
"550",871,985,5
"551",2487,92,5
"552",507,913,5
"553",1478,180,5
"554",2185,2,5
"555",2546,333,3
"556",651,665,5
"557",1050,268,5
"558",265,671,5
"559",1113,1,5
"560",2694,29,5
"561",456,461,4
"562",2032,529,5
"563",2290,537,5
"564",1994,102,5
"565",498,585,5
"566",959,99,4
"567",973,81,5
"568",1414,35,5
"569",2849,145,5
"570",1700,464,5
"571",405,416,5
"572",381,152,5
"573",2017,933,5
"574",1500,16,5
"575",2899,174,5
"576",756,988,4
"577",2461,64,4
"578",2510,188,5
"579",2247,416,5
"580",818,35,4
"581",6,157,5
"582",1306,42,3
"583",2494,556,5
"584",2545,174,5
"585",1720,687,5
"586",2749,702,3
"587",1349,992,5
"588",273,696,5
"589",2059,331,4
"590",418,25,5
"591",1101,90,1
"592",2307,979,5
"593",2621,240,5
"594",635,472,2
"595",203,958,5
"596",2754,104,5
"597",2020,194,5
"598",2130,2,5
"599",1427,295,5
"600",741,59,5
"601",11,991,5
"602",1418,5,5
"603",460,52,5
"604",2518,77,5
"605",1494,407,5
"606",2916,977,5
"607",2874,594,5
"608",1785,2,2
"609",1858,1,3
"610",1367,880,5
"611",1635,366,5
"612",2698,869,3
"613",798,437,5
"614",2338,605,1
"615",512,110,4
"616",2799,935,4
"617",2113,870,4
"618",1188,337,5
"619",1423,249,4
"620",1390,292,4
"621",370,96,5
"622",845,3,5
"623",962,237,5
"624",903,175,5
"625",1586,192,5
"626",371,145,5
"627",1290,996,5
"628",2320,364,5
"629",2837,438,5
"630",2531,39,5
"631",247,188,5
"632",2540,461,5
"633",116,731,5
"634",269,71,4
"635",1108,504,5
"636",374,504,5
"637",1844,1,5
"638",324,114,5
"639",555,199,5
"640",2352,336,4
"641",2952,560,5
"642",954,405,5
"643",1732,31,5
"644",1925,23,5
"645",2573,274,5
"646",1635,36,5
"647",1618,43,5
"648",1325,268,5
"649",347,567,5
"650",2396,921,5
"651",2978,128,5
"652",2070,157,5
"653",1132,594,5
"654",1929,641,4
"655",2193,25,5
"656",65,61,4
"657",208,244,4
"658",2805,327,5
"659",1251,273,5
"660",1462,156,5
"661",2212,10,5
"662",1011,128,3
"663",639,352,5
"664",469,305,4
"665",577,149,5
"666",2556,945,2
"667",1059,37,5
"668",118,397,5
"669",1702,672,5
"670",156,105,5
"671",199,5,5
"672",1717,268,3
"673",162,223,5
"674",484,202,5
"675",2508,56,5
"676",2249,17,5
"677",2230,847,2
"678",431,921,5
"679",868,257,5
"680",854,783,5
"681",2120,333,4
"682",1254,867,5
"683",2361,300,2
"684",2069,166,2
"685",487,422,4
"686",1158,903,5
"687",1877,13,5
"688",2352,22,3
"689",1930,800,4
"690",687,368,5
"691",775,41,5
"692",57,794,5
"693",1963,225,5
"694",237,22,5
"695",1331,75,2
"696",2733,244,5
"697",2526,469,5
"698",2216,90,5
"699",2265,828,5
"700",2107,455,5
"701",171,503,5
"702",2241,237,1
"703",1246,3,1
"704",2158,664,5
"705",256,160,5
"706",1946,447,5
"707",536,261,5
"708",786,733,5
"709",293,646,5
"710",1810,549,5
"711",1949,94,5
"712",1599,556,5
"713",2606,453,2
"714",961,43,5
"715",2888,49,5
"716",1869,10,4
"717",1278,2,5
"718",1349,407,5
"719",554,497,5
"720",1989,136,5
"721",1651,973,5
"722",682,260,5
"723",2019,35,1
"724",668,480,3
"725",1849,3,5
"726",1082,110,5
"727",987,19,5
"728",1603,92,5
"729",1675,387,5
"730",2754,901,5
"731",921,45,5
"732",2698,4,4
"733",469,249,4
"734",923,384,5
"735",1985,258,5
"736",10,677,5
"737",2592,180,5
"738",2733,665,5
"739",1882,463,5
"740",26,12,3
"741",1342,157,5
"742",2566,20,4
"743",2853,21,5
"744",217,314,5
"745",1820,917,5
"746",2735,221,5
"747",147,280,5
"748",2868,134,5
"749",1981,355,3
"750",1298,543,5
"751",128,393,3
"752",1480,34,5
"753",701,933,5
"754",2715,463,5
"755",923,5,5
"756",1175,529,4
"757",1502,237,5
"758",2095,328,5
"759",1925,26,5
"760",909,880,5
"761",1270,521,4
"762",1881,469,1
"763",2058,188,5
"764",2507,830,4
"765",985,776,5
"766",1109,251,2
"767",2604,393,4
"768",2995,701,1
"769",2628,243,1
"770",2263,38,4
"771",1989,179,5
"772",2602,146,5
"773",1062,500,5
"774",884,75,1
"775",1365,967,5
"776",2806,473,1
"777",1535,556,5
"778",374,2,5
"779",958,3,5
"780",2631,518,5
"781",928,922,4
"782",2035,332,4
"783",2603,41,4
"784",1452,441,5
"785",1499,463,5
"786",133,280,5
"787",1838,111,5
"788",611,465,5
"789",1203,530,5
"790",2205,847,5
"791",657,291,5
"792",389,90,4
"793",2959,842,3
"794",1161,696,4
"795",1877,870,5
"796",721,288,3
"797",2468,26,2
"798",1536,364,5
"799",1906,646,5
"800",607,241,5
"801",1009,283,5
"802",2493,529,5
"803",2901,393,5
"804",2287,881,5
"805",387,549,4
"806",722,626,1
"807",2600,18,4
"808",2670,853,5
"809",1108,61,4
"810",2976,268,5
"811",1155,141,5
"812",2100,385,5
"813",48,249,5
"814",1810,56,5
"815",2246,34,5
"816",1507,697,5
"817",161,128,5
"818",2037,771,4
"819",1491,147,5
"820",1693,77,5
"821",946,18,5
"822",400,375,5
"823",1519,407,5
"824",252,794,5
"825",1684,113,5
"826",839,539,5
"827",408,26,5
"828",2419,754,5
"829",2920,89,5
"830",1947,3,5
"831",821,665,5
"832",227,20,5
"833",1218,197,5
"834",2077,197,5
"835",2846,105,5
"836",303,52,5
"837",5,309,5
"838",1961,47,5
"839",2703,20,5
"840",617,861,5
"841",2604,36,5
"842",1372,62,5
"843",1136,547,4
"844",1166,64,4
"845",1318,166,5
"846",93,820,3
"847",557,11,5
"848",1426,582,5
"849",2693,542,5
"850",606,718,5
"851",1079,842,5
"852",2681,18,2
"853",1944,521,5
"854",2708,169,5
"855",819,9,5
"856",2236,623,5
"857",2556,158,5
"858",1249,63,5
"859",102,867,5
"860",395,877,4
"861",2113,545,5
"862",2626,149,5
"863",2753,180,5
"864",1711,483,5
"865",2174,132,5
"866",116,687,3
"867",496,404,5
"868",1570,684,5
"869",377,407,5
"870",858,42,4
"871",141,819,5
"872",697,404,5
"873",88,102,4
"874",520,770,5
"875",2108,463,5
"876",1000,131,4
"877",1990,25,4
"878",1383,747,5
"879",48,681,5
"880",1422,442,3
"881",246,10,5
"882",1934,3,5
"883",2880,260,4
"884",1007,81,4
"885",2469,63,5
"886",2086,260,4
"887",2907,406,5
"888",2802,141,5
"889",2640,129,5
"890",1022,810,3
"891",1131,53,5
"892",587,354,5
"893",2278,339,1
"894",518,938,5
"895",2580,875,4
"896",1718,229,5
"897",3000,45,5
"898",2015,529,5
"899",1934,393,5
"900",2890,907,5
"901",1707,504,4
"902",49,578,5
"903",362,836,4
"904",2644,139,5
"905",1195,187,5
"906",1726,646,5
"907",2806,137,4
"908",2806,395,4
"909",412,96,5
"910",346,137,5
"911",2268,407,5
"912",2899,420,5
"913",2519,801,5
"914",889,285,5
"915",824,21,5
"916",1975,696,4
"917",119,543,4
"918",1855,963,4
"919",2213,111,5
"920",2741,598,5
"921",2,822,5
"922",938,528,5
"923",2346,434,5
"924",2351,1,5
"925",367,24,5
"926",535,370,5
"927",1432,107,5
"928",2006,149,5
"929",938,268,5
"930",2304,6,5
"931",2594,870,5
"932",569,149,4
"933",2555,50,2
"934",2828,315,4
"935",752,494,5
"936",964,260,5
"937",753,117,3
"938",2107,20,1
"939",1724,113,5
"940",2725,656,5
"941",1715,57,4
"942",2444,12,5
"943",1570,83,5
"944",1063,38,1
"945",370,9,5
"946",1902,704,5
"947",55,175,5
"948",2754,114,5
"949",1153,268,4
"950",2812,240,5
"951",1961,378,5
"952",363,129,4
"953",873,385,3
"954",1288,49,5
"955",2672,615,4
"956",2713,517,5
"957",2802,84,4
"958",2851,667,5
"959",729,261,4
"960",475,806,4
"961",2474,480,4
"962",2342,585,5
"963",61,275,5
"964",2346,16,4
"965",185,794,5
"966",177,347,5
"967",59,126,4
"968",2353,42,3
"969",2510,545,3
"970",533,738,5
"971",2444,35,3
"972",419,516,5
"973",1977,870,5
"974",1055,3,5
"975",496,110,3
"976",1678,385,5
"977",852,771,5
"978",2805,96,5
"979",2848,951,5
"980",1861,433,5
"981",2108,459,2
"982",344,238,5
"983",1870,606,5
"984",2913,406,4
"985",525,497,4
"986",952,3,3
"987",1045,175,4
"988",2856,3,5
"989",2908,718,4
"990",1604,228,1
"991",2269,868,5
"992",1374,817,5
"993",2258,406,4
"994",890,608,5
"995",2533,19,2
"996",536,404,5
"997",1401,613,5
"998",763,907,5
"999",574,483,5
"1000",1487,83,5
"1001",2048,887,5
"1002",1303,26,5
"1003",857,173,5
"1004",2279,320,5
"1005",1179,529,5
"1006",2057,462,5
"1007",2401,314,5
"1008",1098,94,5
"1009",548,317,4
"1010",1086,149,5
"1011",400,281,5
"1012",867,510,5
"1013",609,385,5
"1014",147,81,5
"1015",1944,283,5
"1016",2173,27,5
"1017",2739,14,5
"1018",505,188,2
"1019",153,188,5
"1020",1614,295,5
"1021",2895,24,5
"1022",1142,431,3
"1023",2911,714,5
"1024",1925,758,5
"1025",608,177,4
"1026",1947,228,5
"1027",1750,275,5
"1028",2513,66,5
"1029",1916,270,5
"1030",1477,403,4
"1031",2523,771,5
"1032",1100,406,4
"1033",1496,571,5
"1034",1502,744,5
"1035",267,805,5
"1036",2262,19,5
"1037",445,594,5
"1038",557,3,5
"1039",2152,26,5
"1040",239,49,4
"1041",395,26,5
"1042",421,26,5
"1043",2750,227,1
"1044",2202,20,5
"1045",1674,768,1
"1046",964,347,5
"1047",99,641,4
"1048",2413,96,5
"1049",2760,63,5
"1050",68,181,5
"1051",1406,1,5
"1052",948,29,4
"1053",1795,364,5
"1054",2702,197,4
"1055",1563,518,5
"1056",858,624,5
"1057",853,86,1
"1058",625,944,5
"1059",275,260,5
"1060",1503,3,4
"1061",1193,815,5
"1062",1009,25,4
"1063",1912,115,5
"1064",1618,480,5
"1065",372,807,5
"1066",1288,3,5
"1067",344,120,5
"1068",2275,260,5
"1069",2226,3,5
"1070",1557,336,4
"1071",1329,41,5
"1072",809,697,5
"1073",2765,404,2
"1074",199,715,2
"1075",2814,356,5
"1076",984,74,5
"1077",916,124,5
"1078",1291,28,1
"1079",151,567,5
"1080",1269,624,5
"1081",875,5,5
"1082",2501,483,5
"1083",2582,197,4
"1084",350,876,5
"1085",1503,432,4
"1086",2024,629,5
"1087",329,233,3
"1088",2686,247,5
"1089",1969,362,5
"1090",2740,511,5
"1091",172,595,4
"1092",2265,788,4
"1093",2358,563,5
"1094",2510,467,5
"1095",1638,14,4
"1096",866,714,5
"1097",2704,282,5
"1098",2587,315,2
"1099",2307,415,5
"1100",1997,172,5
"1101",322,172,5
"1102",2325,3,5
"1103",2677,1,5
"1104",1139,568,5
"1105",93,13,3
"1106",1509,569,5
"1107",2502,907,4
"1108",752,268,5
"1109",1562,34,4
"1110",2543,668,5
"1111",116,145,5
"1112",2665,695,5
"1113",182,658,4
"1114",941,483,5
"1115",2035,247,5
"1116",2726,362,3
"1117",1393,419,5
"1118",2437,703,5
"1119",1293,985,5
"1120",816,280,5
"1121",2860,4,4
"1122",1520,628,5
"1123",2076,211,5
"1124",773,376,5
"1125",626,855,5
"1126",113,477,5
"1127",801,147,5
"1128",2081,169,2
"1129",1753,5,5
"1130",2092,480,5
"1131",1355,180,5
"1132",2742,7,4
"1133",2771,79,1
"1134",2164,427,5
"1135",9,10,5
"1136",1645,613,5
"1137",1643,36,5
"1138",317,288,1
"1139",2416,150,5
"1140",1370,728,5
"1141",859,885,1
"1142",2852,59,5
"1143",2468,2,1
"1144",1476,70,5
"1145",1151,255,5
"1146",1084,954,5
"1147",1038,656,5
"1148",305,342,4
"1149",145,128,5
"1150",2036,222,2
"1151",2594,415,5
"1152",1134,42,5
"1153",1854,51,4
"1154",1036,808,5
"1155",1452,3,5
"1156",249,320,5
"1157",44,892,5
"1158",1859,4,5
"1159",1496,904,5
"1160",760,34,5
"1161",1157,26,5
"1162",564,66,5
"1163",2854,632,5
"1164",800,1,3
"1165",1627,92,3
"1166",2983,165,4
"1167",2647,732,1
"1168",1296,92,5
"1169",2020,55,5
"1170",530,733,3
"1171",2706,25,5
"1172",198,695,4
"1173",290,26,5
"1174",1798,3,3
"1175",812,1,5
"1176",2289,464,5
"1177",415,979,5
"1178",1545,150,5
"1179",2789,519,4
"1180",2094,783,5
"1181",527,83,5
"1182",159,111,5
"1183",721,405,4
"1184",184,274,5
"1185",2091,108,5
"1186",2735,5,5
"1187",2618,94,5
"1188",1674,16,1
"1189",1261,38,5
"1190",422,70,5
"1191",655,111,5
"1192",75,13,5
"1193",2688,229,5
"1194",1879,12,5
"1195",376,12,5
"1196",1020,39,3
"1197",2455,864,5
"1198",2892,610,5
"1199",2869,902,5
"1200",760,95,5
"1201",2779,71,5
"1202",325,150,5
"1203",2566,554,5
"1204",2654,4,5
"1205",876,411,5
"1206",2980,349,5
"1207",743,39,5
"1208",971,215,4
"1209",1100,753,5
"1210",962,867,5
"1211",1063,411,1
"1212",1229,337,4
"1213",499,404,5
"1214",986,57,5
"1215",505,9,1
"1216",38,536,5
"1217",892,25,4
"1218",727,604,3
"1219",2533,3,5
"1220",1270,149,4
"1221",2713,646,5
"1222",1915,327,5
"1223",223,305,5
"1224",654,638,5
"1225",923,161,5
"1226",1801,291,5
"1227",347,194,5
"1228",841,847,5
"1229",927,31,4
"1230",2358,151,5
"1231",536,902,1
"1232",1333,3,5
"1233",256,278,5
"1234",84,52,5
"1235",2685,10,4
"1236",2265,141,4
"1237",2364,958,3
"1238",2208,74,5
"1239",1861,31,3
"1240",323,436,5
"1241",1248,479,5
"1242",1173,65,5
"1243",313,364,5
"1244",1482,317,4
"1245",566,817,5
"1246",2977,12,5
"1247",2965,586,3
"1248",2449,333,3
"1249",1202,40,5
"1250",2333,180,5
"1251",1254,387,5
"1252",2318,559,5
"1253",3000,135,5
"1254",348,686,5
"1255",32,105,5
"1256",2958,817,5
"1257",2244,371,3
"1258",2662,979,5
"1259",2143,99,5
"1260",213,44,5
"1261",2893,469,5
"1262",1855,63,5
"1263",2077,136,5
"1264",1267,951,4
"1265",2291,931,4
"1266",905,247,5
"1267",2614,237,4
"1268",1832,29,3
"1269",2152,41,2
"1270",2983,157,5
"1271",1057,955,5
"1272",2501,145,5
"1273",2681,524,5
"1274",1105,371,1
"1275",1582,162,5
"1276",734,465,5
"1277",2247,156,5
"1278",2784,831,5
"1279",1866,516,4
"1280",121,658,5
"1281",464,268,5
"1282",2013,149,5
"1283",2644,139,5
"1284",1943,520,5
"1285",972,243,3
"1286",2656,227,5
"1287",1854,275,5
"1288",2800,236,5
"1289",454,790,3
"1290",1849,4,3
"1291",1984,496,4
"1292",982,647,5
"1293",451,439,4
"1294",1870,99,4
"1295",2883,334,4
"1296",1295,167,5
"1297",1715,77,4
"1298",2705,57,5
"1299",1817,8,5
"1300",1318,149,5
"1301",1759,161,5
"1302",1294,336,3
"1303",1959,300,5
"1304",441,1,5
"1305",2833,978,3
"1306",2632,2,5
"1307",262,612,5
"1308",2453,180,5
"1309",1164,163,5
"1310",1432,751,1
"1311",2970,128,2
"1312",2648,124,5
"1313",2240,708,5
"1314",2083,247,5
"1315",1956,545,5
"1316",272,175,5
"1317",1900,291,5
"1318",605,629,5
"1319",1283,368,5
"1320",2043,136,4
"1321",535,172,4
"1322",1301,146,1
"1323",871,773,5
"1324",1032,499,1
"1325",664,56,4
"1326",2459,256,5
"1327",1713,25,5
"1328",2312,178,5
"1329",1975,35,4
"1330",2395,38,4
"1331",715,828,5
"1332",2015,1,5
"1333",178,31,3
"1334",2080,511,4
"1335",2713,902,5
"1336",96,543,5
"1337",1987,305,5
"1338",1622,49,5
"1339",2963,521,5
"1340",774,359,5
"1341",1813,404,4
"1342",2367,4,3
"1343",2530,929,4
"1344",756,685,4
"1345",2615,3,5
"1346",2017,180,5
"1347",1694,49,5
"1348",1793,681,5
"1349",1189,216,4
"1350",2711,545,4
"1351",1315,354,5
"1352",988,571,5
"1353",1538,722,2
"1354",2653,35,5
"1355",1054,333,1
"1356",2882,298,4
"1357",95,125,3
"1358",794,651,5
"1359",2972,280,5
"1360",2469,122,5
"1361",997,600,3
"1362",1887,74,5
"1363",219,8,5
"1364",977,6,5
"1365",314,731,5
"1366",1555,69,3
"1367",2335,229,5
"1368",755,633,5
"1369",1867,412,5
"1370",515,323,3
"1371",1965,554,5
"1372",1428,27,5
"1373",2243,259,3
"1374",1520,767,1
"1375",713,463,5
"1376",2112,378,4
"1377",2932,129,5
"1378",931,282,5
"1379",1286,1,5
"1380",109,385,4
"1381",2636,828,5
"1382",1347,537,5
"1383",2197,251,5
"1384",1006,239,5
"1385",2954,34,5
"1386",2268,52,5
"1387",1441,26,4
"1388",1691,122,5
"1389",603,292,5
"1390",1926,192,5
"1391",860,812,3
"1392",2524,236,5
"1393",726,291,5
"1394",1060,852,4
"1395",2440,140,5
"1396",2055,336,5
"1397",2748,157,5
"1398",2614,518,3
"1399",2326,64,5
"1400",880,371,4
"1401",1797,355,5
"1402",597,685,5
